tag,domain,source,environment,scenario
metallic,Domestic,scissors,home office,metal scissors cutting through thick paper in an office
metallic,Domestic,radiator,bedroom,a cast iron radiator hissing and clanking in a bedroom
metallic,Domestic,pot lid,kitchen,a metal lid being placed on a stainless steel pot
metallic,Domestic,soda can,picnic area,a metal soda can being snapped open at a picnic
metallic,Domestic,coin,hallway,a coin falling and spinning on a marble floor in a hallway
metallic,Domestic,zipper,closet,a metal zipper being pulled up on a heavy jacket
metallic,Domestic,kitchen knife,pantry,a kitchen knife being swiped across a sharpening steel
metallic,Domestic,toaster,breakfast nook,the metal mechanism of a toaster popping up in a nook
metallic,Domestic,wire hanger,laundry room,a wire hanger clinking against a metal rod in a laundry room
metallic,Domestic,stapler,study,a metal stapler being pressed down in a study
metallic,Domestic,folding chair,community hall,a metal folding chair being dragged across a floor
metallic,Domestic,thimble,sewing room,a metal thimble hitting a sewing needle in a sewing room
metallic,Domestic,belt buckle,dressing room,a metal belt buckle hitting a wooden bench
metallic,Domestic,whisk,bakery,a metal whisk striking the side of a stainless steel bowl
metallic,Domestic,door latch,hallway,a metal door latch clicking into place in a hallway
metallic,Domestic,fork,dining table,a metal fork scraping against a ceramic plate
metallic,Electronic,electrical arc,physics lab,an electrical arc jumping between two metal spheres in a lab
metallic,Electronic,speaker,garage,a speaker buzzing with high-gain feedback in a garage
metallic,Electronic,transformer,city street,an electrical transformer humming on a utility pole
metallic,Electronic,circuit board,workshop,a circuit board shorting out with a series of pops
metallic,Electronic,geiger counter,uranium mine,a geiger counter clicking rapidly in a mine
metallic,Electronic,neon sign,rainy alley,a flickering neon sign buzzing in a rainy alley
metallic,Electronic,taser,training gym,an electronic taser discharging with a sharp crack
metallic,Electronic,radio,attic,a radio dial being turned through static in a dusty attic
metallic,Electronic,camera flash,photo studio,a camera flash charging up with a high-pitched whine
metallic,Electronic,drone motor,park,a drone motor whirring during takeoff in a park
metallic,Electronic,hard drive,server room,a hard drive head moving across a platter in a server room
metallic,Electronic,bug zapper,backyard,an electric bug zapper snapping as it hits an insect
metallic,Electronic,synthesizer,recording studio,a synthesizer oscillator pulsing in a recording studio
metallic,Electronic,plasma ball,science museum,a plasma ball humming in a science museum
metallic,Electronic,microwave,kitchen,a microwave magnetron running in a kitchen
metallic,Electronic,solenoid,vending machine,a solenoid clicking in a vending machine
metallic,Electronic,relay switch,power station,a relay switch flipping in a power station
metallic,Electronic,electric shaver,bathroom,an electric shaver vibrating in a bathroom
