tag,domain,source,environment,scenario
thick,Domestic,ceiling fan,bedroom,a large ceiling fan wobbling on its mount in a bedroom
thick,Domestic,bathtub,bathroom,water draining out of a large bathtub in a bathroom
thick,Domestic,vacuum cleaner,living room,a vacuum cleaner motor running on a thick rug in a living room
thick,Domestic,clothes dryer,laundry room,a clothes dryer tumbling heavy towels in a laundry room
thick,Domestic,fireplace,parlor,a fire roaring in a large stone fireplace in a parlor
thick,Domestic,garage door,suburban driveway,a motorized garage door opening in a suburban driveway
thick,Domestic,cabinet door,pantry,a heavy wooden cabinet door being closed in a pantry
thick,Domestic,floorboard,attic,a heavy floorboard creaking under a person's weight in an attic
thick,Domestic,rug,backyard,a heavy rug being beaten with a wooden paddle in a backyard
thick,Domestic,suitcase,stone floor,a leather suitcase being dragged across a stone floor
thick,Domestic,grandfather clock,library,a grandfather clock's pendulum swinging in a wooden case
thick,Domestic,radiator,bedroom,a cast iron radiator thumping as steam enters in a bedroom
thick,Domestic,armchair,parlor,a heavy armchair being pushed across a hardwood floor
thick,Domestic,window sash,library,a heavy window sash being slid down in a library
thick,Electronic,subwoofer,parking lot,a subwoofer vibrating the trunk of a car in a parking lot
thick,Electronic,transformer,city street,a large electrical transformer humming on a city street
thick,Electronic,power lines,foggy meadow,high-voltage power lines humming in a foggy meadow
thick,Electronic,electric motor,workshop,a large electric motor spinning up in a workshop
thick,Electronic,amplifier,outdoor stage,an electric guitar amplifier's feedback on an outdoor stage
thick,Electronic,neon sign,dark bar,a large neon sign's constant hum in a dark bar
thick,Electronic,server fans,server room,the collective drone of cooling fans in a server room
thick,Electronic,audio feedback,stadium,audio feedback through a large stage monitor in a stadium
thick,Electronic,plasma ball,science museum,a large plasma ball's internal hum in a science museum
thick,Electronic,arc welder,shipyard,an industrial arc welder humming in a shipyard
thick,Electronic,crt television,living room,a cathode ray tube television humming in a living room
thick,Electronic,microwave,kitchen,a microwave's transformer humming while heating food in a kitchen
thick,Electronic,ups unit,office,a large uninterruptible power supply humming during a power outage
thick,Electronic,radio transmitter,radio station,a high-power radio transmitter humming at a radio station
thick,Electronic,drone,grassy field,a heavy-lift drone hovering over a grassy field
thick,Electronic,induction cooktop,modern kitchen,an induction cooktop's magnetic vibration in a modern kitchen
thick,Electronic,hair dryer,tiled bathroom,a hair dryer motor vibrating in a tiled bathroom
thick,Electronic,taser,training gym,an electronic taser discharging into a target in a training gym
