tag,domain,source,environment,scenario
aggressive,Environmental,glacier,arctic sea,a glacier calving a massive block of ice into the sea
aggressive,Environmental,mudslide,rainy valley,a mudslide burying a wooden fence in a rainy valley
aggressive,Environmental,gale winds,ghost town,gale force winds slamming a metal gate in a ghost town
aggressive,Environmental,lightning rod,skyscraper,a lightning strike hitting a rod on a skyscraper
aggressive,Environmental,sandstorm,desert window,sandstorm grit blasting against a glass window in a desert
aggressive,Environmental,waterfall,jagged rocks,a waterfall plummeting onto a jagged rock formation
aggressive,Environmental,ice shelf,arctic bay,an ice shelf fracturing under extreme pressure in an arctic bay
aggressive,Environmental,river rapids,sharp stones,river rapids churning through a field of sharp stones
aggressive,Organic,lion,grassy savanna,a lion roaring at a rival in a grassy savanna
aggressive,Organic,bear,hollow log,a bear growling while clawing at a hollow log in a forest
aggressive,Organic,rattlesnake,rocky crevice,a rattlesnake vibrating its tail in a rocky crevice
aggressive,Organic,stallion,stable,a stallion neighing and kicking a wooden stable wall
aggressive,Organic,wolf pack,snowy clearing,a pack of wolves barking and snarling in a snowy clearing
aggressive,Organic,elephant,savanna brush,an elephant trumpeting loudly while charging through brush
aggressive,Organic,gorilla,rainforest,a gorilla thumping its chest in a tropical rainforest
aggressive,Organic,alligator,swamp,an alligator snapping its jaws shut in a swamp
aggressive,Organic,human,stone hall,a person shouting at the top of their lungs in a stone hall
aggressive,Organic,bird of prey,canyon,a bird of prey screeching while diving in a canyon
aggressive,Organic,wild boar,hard ground,a wild boar grunting while rooting through hard ground
aggressive,Organic,dog,suburban gate,a large dog barking furiously at a gate in a suburb
aggressive,Organic,chimpanzee,metal cage,a chimpanzee hooting and shaking a metal cage
aggressive,Organic,human hands,oak door,human hands pounding on a heavy oak door
aggressive,Organic,bull,dusty arena,a bull snorting and scraping its hoof in a dusty arena
aggressive,Organic,sea lion,crowded pier,a sea lion barking on a crowded pier
aggressive,Organic,human teeth,bedroom,teeth grinding together in a quiet bedroom
aggressive,Organic,fist,garage gym,a fist striking a punching bag in a garage gym
aggressive,Domestic,glass pitcher,tiled kitchen,a glass pitcher shattering on a tiled kitchen floor
aggressive,Domestic,iron skillet,stove burner,a heavy iron skillet being slammed onto a stove burner
aggressive,Domestic,vacuum cleaner,hallway,a vacuum cleaner sucking up a metal coin in a hallway
aggressive,Domestic,blender,modern kitchen,blender blades hacking through frozen fruit in a kitchen
aggressive,Domestic,wooden chair,hardwood floor,a wooden chair being kicked across a hardwood floor
aggressive,Domestic,trash can lid,alleyway,a metal trash can lid being slammed shut in an alleyway
aggressive,Domestic,pressure cooker,apartment,a pressure cooker whistling intensely in a small apartment
aggressive,Domestic,door,hotel room,a heavy door being kicked open in a carpeted hotel room
aggressive,Domestic,radiator pipes,basement,radiator pipes banging and hissing in an old basement
aggressive,Domestic,meat cleaver,wooden block,a meat cleaver hacking through a bone on a wooden block
aggressive,Domestic,hairdryer,bathroom,a hairdryer motor whining on its highest setting in a bathroom
aggressive,Domestic,garbage disposal,kitchen sink,a garbage disposal grinding a peach pit in a sink
aggressive,Domestic,toolbox,garage,a toolbox being dropped onto a concrete garage floor
aggressive,Domestic,window pane,living room,a window pane shattering from a heavy impact in a living room
aggressive,Domestic,metal curtains,bedroom,metal curtains being ripped across a rod in a bedroom
aggressive,Domestic,washing machine,laundry room,a washing machine thumping during an imbalanced spin cycle
aggressive,Domestic,hammer,nursery,a hammer hitting a nail into a drywall in a nursery
aggressive,Domestic,broom,stone patio,a stiff broom scrubbing a stone patio vigorously
aggressive,Electronic,circuit breaker,power station,a high-voltage circuit breaker tripping in a power station
aggressive,Electronic,tesla coil,laboratory,a tesla coil discharging a series of bright sparks in a lab
aggressive,Electronic,guitar amp,garage,electric guitar amp feedback squealing in a garage
aggressive,Electronic,junction box,industrial site,a short circuit sparking inside a metal junction box
aggressive,Electronic,server fan,data center,a server fan spinning at its mechanical limit in a data center
aggressive,Electronic,geiger counter,uranium mine,a geiger counter clicking frantically near a radiation source
aggressive,Electronic,radio,attic,a radio emitting a burst of white noise in a quiet attic
aggressive,Electronic,bug zapper,garden,an electric bug zapper killing a large insect in a garden
aggressive,Electronic,microwave,studio apartment,a microwave humming loudly while a metal fork sparks inside
aggressive,Electronic,transformer,utility pole,a transformer humming intensely before a power surge
aggressive,Electronic,siren,city street,an electronic siren wailing on a busy city street
aggressive,Electronic,taser,training gym,a taser discharging into a training dummy in a gym
aggressive,Electronic,plasma cutter,workshop,a plasma cutter slicing through a thick steel plate
aggressive,Electronic,hard drive,office,a computer hard drive scratching and clicking in an office
aggressive,Electronic,electric fence,farmland,an electric fence wire snapping against a wooden post
aggressive,Electronic,walkie-talkie,cave,a walkie-talkie emitting a burst of static in a deep cave
aggressive,Electronic,arcade machine,game center,an arcade machine glitching with rapid digital chirps
aggressive,Electronic,photocopier,print shop,a photocopier jammed and grinding its plastic gears
