category,tag,domain,source,environment,scenario
Brightness/Spectral,bright,Electronic,buzzer,control room,a piezo electronic buzzer sounding a warning in a control room
Brightness/Spectral,bright,Electronic,flash,photo studio,the high-pitched whine of a camera flash charging in a photo studio
Brightness/Spectral,bright,Electronic,feedback,rehearsal space,high-pitched guitar feedback through a small amplifier in a room
Brightness/Spectral,bright,Electronic,static,radio station,short bursts of radio static between stations in a radio booth
Brightness/Spectral,bright,Electronic,relay,server room,a small electronic relay clicking rapidly in a server room
Brightness/Spectral,bright,Electronic,monitor,office,the faint high-frequency whine of an old CRT monitor in an office
Brightness/Spectral,bright,Electronic,taser,training yard,an electronic taser arcing in short bursts in a training yard
Brightness/Spectral,bright,Electronic,neon sign,diner,a neon sign flickering with a high-pitched buzz outside a diner
Brightness/Spectral,bright,Electronic,transformer,utility pole,a small transformer humming with a bright tone on a utility pole
Brightness/Spectral,bright,Electronic,modem,study,the screeching tones of a dial-up modem connecting in a study
Brightness/Spectral,bright,Electronic,synthesizer,studio,a synthesizer playing a resonant high-pass filter sweep
Brightness/Spectral,bright,Electronic,scanner,library,the high-pitched whir of a document scanner in a library
Brightness/Spectral,bright,Electronic,solenoid,workshop,a small solenoid valve clicking open in a workshop
Brightness/Spectral,bright,Electronic,hard drive,server farm,a hard drive head seeking across a platter in a server farm
Brightness/Spectral,bright,Electronic,plasma ball,museum,the crackling of a plasma ball in a science museum
Brightness/Spectral,bright,Electronic,calculator,classroom,the electronic beep of a handheld calculator in a classroom
Brightness/Spectral,bright,Electronic,drone,park,the high-pitched rotors of a small drone hovering in a park
Brightness/Spectral,bright,Electronic,quartz,watch shop,the rapid electronic pulse of a quartz watch movement
Brightness/Spectral,dark,Musical,timpani,concert hall,a timpani drum being struck with a soft felt mallet in a hall
Brightness/Spectral,dark,Musical,double bass,jazz club,a double bass string being plucked in a smoky jazz club
Brightness/Spectral,dark,Musical,tuba,rehearsal room,a tuba blowing a long low pedal note in a rehearsal room
Brightness/Spectral,dark,Musical,gong,temple,a large bronze gong vibrating after a heavy strike in a temple
Brightness/Spectral,dark,Musical,bass drum,parade ground,a large concert bass drum booming across an open parade ground
Brightness/Spectral,dark,Musical,pipe organ,cathedral,the lowest wooden pipes of an organ rumbling in a cathedral
Brightness/Spectral,dark,Musical,cello,stone cellar,a cello playing a slow melody on the C-string in a stone cellar
Brightness/Spectral,dark,Musical,didgeridoo,outback,a didgeridoo vibrating with a deep drone in the outback
Brightness/Spectral,dark,Musical,piano,ballroom,the lowest keys of a grand piano sustained with the damper pedal
Brightness/Spectral,dark,Musical,bassoon,orchestra pit,a bassoon playing a low staccato note in an orchestra pit
Brightness/Spectral,dark,Musical,baritone sax,subway station,a baritone saxophone echoing in a tiled subway station
Brightness/Spectral,dark,Musical,djembe,forest clearing,a large djembe being struck in the center of the skin in a forest
Brightness/Spectral,dark,Musical,marimba,conservatory,the lowest wooden bars of a marimba struck with soft mallets
Brightness/Spectral,dark,Musical,electric bass,basement,an electric bass guitar playing through a large cabinet in a basement
Brightness/Spectral,dark,Musical,taiko drum,shrine,a massive taiko drum being struck with heavy wooden beaters
Brightness/Spectral,dark,Musical,bass flute,cave,a bass flute blowing a breathy low note in a limestone cave
Brightness/Spectral,dark,Musical,euphonium,bandstand,a euphonium playing a warm low passage on a Victorian bandstand
Brightness/Spectral,dark,Musical,synthesizer,darkroom,a synthesizer playing a deep sub-bass sine wave in a darkroom
Brightness/Spectral,dark,Musical,handpan,tunnel,a large handpan being struck on its lowest note in a concrete tunnel
Brightness/Spectral,dark,Musical,kettle drum,fortress,a kettle drum being rolled slowly in a stone fortress
Brightness/Spectral,dark,Mechanical,diesel engine,shipyard,a massive diesel engine idling inside a cargo ship at a shipyard
Brightness/Spectral,dark,Mechanical,hydraulic press,factory,a heavy hydraulic press groaning as it descends in a factory
Brightness/Spectral,dark,Mechanical,conveyor belt,mine shaft,a heavy rubber conveyor belt moving ore deep in a mine shaft
Brightness/Spectral,dark,Mechanical,furnace,basement,the low roar of a coal furnace burning in a large basement
Brightness/Spectral,dark,Mechanical,elevator,skyscraper,the deep vibration of an elevator motor moving in a skyscraper shaft
Brightness/Spectral,dark,Mechanical,turbine,hydroelectric plant,a massive water turbine humming in a power plant
Brightness/Spectral,dark,Mechanical,crane,construction site,a heavy crane engine revving under load at a construction site
Brightness/Spectral,dark,Mechanical,printing press,newspaper cellar,a large offset printing press thumping in a newspaper cellar
Brightness/Spectral,dark,Mechanical,ventilation,parking garage,a massive ventilation fan humming in a concrete parking garage
Brightness/Spectral,dark,Mechanical,submersible,underwater,the low mechanical thrum of a submersible thruster underwater
Brightness/Spectral,dark,Mechanical,steamroller,roadworks,a steamroller vibrating the ground as it flattens asphalt
Brightness/Spectral,dark,Mechanical,generator,field hospital,a large portable generator humming outside a field hospital
Brightness/Spectral,dark,Mechanical,compactor,recycling center,a trash compactor crushing heavy materials at a recycling center
Brightness/Spectral,dark,Mechanical,propeller,harbor,a ship's propeller churning deep water in a busy harbor
Brightness/Spectral,dark,Mechanical,lathe,industrial shop,a heavy industrial lathe turning a large steel cylinder
Brightness/Spectral,dark,Mechanical,shredder,warehouse,an industrial paper shredder groaning through a thick stack
Brightness/Spectral,dark,Mechanical,boiler,old hotel,a large steam boiler rumbling in the depths of an old hotel
Brightness/Spectral,dark,Mechanical,pump,oil field,a nodding donkey oil pump creaking and thumping in an oil field
Brightness/Spectral,dark,Mechanical,winch,quarry,a heavy-duty winch pulling a stone block across a quarry floor
Brightness/Spectral,dark,Mechanical,mill,riverbank,the heavy thud of a wooden water mill wheel turning on a riverbank
Brightness/Spectral,dark,Environmental,thunder,valley,distant thunder rumbling through a wide mountain valley
Brightness/Spectral,dark,Environmental,ocean,cliffside,heavy waves crashing against the base of a hollow sea cliff
Brightness/Spectral,dark,Environmental,wind,desert canyon,a low wind howling through a deep sandstone canyon
Brightness/Spectral,dark,Environmental,avalanche,mountain range,the distant roar of an avalanche sliding down a mountain
Brightness/Spectral,dark,Environmental,earthquake,rift valley,the deep subterranean groaning of a tectonic shift in a valley
Brightness/Spectral,dark,Environmental,volcano,crater rim,the low bubbling of magma in a volcanic crater
Brightness/Spectral,dark,Environmental,boulder,rockslide,a massive limestone boulder rolling down a steep hillside
Brightness/Spectral,dark,Environmental,glacier,ice field,the deep internal groaning of a moving glacier
Brightness/Spectral,dark,Environmental,mud,swamp,large gas bubbles popping in a thick mud pool in a swamp
Brightness/Spectral,dark,Environmental,waterfall,abyss,the heavy drone of a massive waterfall falling into a deep pool
Brightness/Spectral,dark,Environmental,geyser,geothermal field,the deep subterranean thumping before a geyser eruption
Brightness/Spectral,dark,Environmental,cave,cavern,the resonant air movement inside a massive limestone cavern
Brightness/Spectral,dark,Environmental,iceberg,ocean,an iceberg scraping against the hull of a ship in the open ocean
Brightness/Spectral,dark,Environmental,fire,wildfire,the low roar of a crown fire moving through a pine forest
Brightness/Spectral,dark,Environmental,river,floodplain,the heavy rushing sound of a flooded river moving debris
Brightness/Spectral,dark,Environmental,landslide,ravine,the thundering sound of earth and rocks falling into a ravine
Brightness/Spectral,dark,Environmental,sand,desert,a booming sand dune singing as sand slides down its face
Brightness/Spectral,dark,Environmental,storm,prairie,the low-frequency pressure wave of a supercell storm on a prairie
Brightness/Spectral,dark,Environmental,trees,old growth forest,large ancient trees creaking in a heavy windstorm
Brightness/Spectral,dark,Environmental,tide,estuary,the deep surge of an incoming tide into a narrow estuary
Brightness/Spectral,dark,Organic,growl,den,the low-frequency growl of a large bear inside a stone den
Brightness/Spectral,dark,Organic,elephant,savanna,an elephant emitting a low-frequency infrasonic rumble on the savanna
Brightness/Spectral,dark,Organic,footsteps,muddy field,heavy boots slogging through deep mud in a field
Brightness/Spectral,dark,Organic,whale,deep ocean,a blue whale singing a low-frequency song in the deep ocean
Brightness/Spectral,dark,Organic,heartbeat,quiet room,a human heartbeat heard through a stethoscope in a quiet room
Brightness/Spectral,dark,Organic,lion,grasslands,a lion's deep guttural roar vibrating across the grasslands
Brightness/Spectral,dark,Organic,gorilla,jungle,a gorilla beating its chest with hollow thuds in a jungle
Brightness/Spectral,dark,Organic,buffalo,plains,a herd of buffalo stampeding across dry plains
Brightness/Spectral,dark,Organic,purr,living room,the low-frequency purr of a large domestic cat on a sofa
Brightness/Spectral,dark,Organic,stomach,bedroom,a human stomach growling loudly in a quiet bedroom
Brightness/Spectral,dark,Organic,breathing,tent,heavy slow breathing inside a small nylon tent at night
Brightness/Spectral,dark,Organic,bark,kennel,the deep resonant bark of a large mastiff in a concrete kennel
Brightness/Spectral,dark,Organic,alligator,swamp,an alligator performing a low-frequency water dance in a swamp
Brightness/Spectral,dark,Organic,hippopotamus,river,a hippo grunting underwater in a muddy river
Brightness/Spectral,dark,Organic,wings,cliff,the heavy flapping of a large condor's wings near a cliff
Brightness/Spectral,dark,Organic,hooves,forest path,heavy horse hooves thudding on a damp forest path
Brightness/Spectral,dark,Organic,moo,barn,the deep lowing of a bull inside a wooden barn
Brightness/Spectral,dark,Organic,thud,gym,a heavy wrestler's body hitting a padded mat in a gym
Brightness/Spectral,dark,Organic,snore,cabin,a deep resonant snore echoing through a log cabin
Brightness/Spectral,dark,Organic,grunt,weight room,a heavy grunt from an athlete lifting a massive weight
Brightness/Spectral,dark,Domestic,door,mansion,a heavy oak door slamming shut in a large stone mansion
Brightness/Spectral,dark,Domestic,wardrobe,bedroom,a heavy wooden wardrobe being dragged across a carpeted floor
Brightness/Spectral,dark,Domestic,refrigerator,kitchen,the low hum of an old refrigerator compressor in a kitchen
Brightness/Spectral,dark,Domestic,trunk,attic,a heavy steamer trunk being closed in a dusty attic
Brightness/Spectral,dark,Domestic,sofa,living room,the muffled sound of someone flopping onto a heavy velvet sofa
Brightness/Spectral,dark,Domestic,curtains,theater,heavy velvet stage curtains being drawn shut
Brightness/Spectral,dark,Domestic,cast iron,kitchen,a large cast iron skillet being placed on a stone countertop
Brightness/Spectral,dark,Domestic,washing machine,basement,the heavy thumping of a washing machine on its spin cycle
Brightness/Spectral,dark,Domestic,carpet,hallway,a heavy rug being beaten with a wooden stick in a hallway
Brightness/Spectral,dark,Domestic,mattress,bedroom,a heavy mattress being flipped over on a wooden bed frame
Brightness/Spectral,dark,Domestic,fireplace,den,the low roar of a large log burning in a brick fireplace
Brightness/Spectral,dark,Domestic,shutter,exterior,a heavy wooden window shutter banging against a brick wall
Brightness/Spectral,dark,Domestic,toolbox,garage,a heavy metal toolbox being set down on a concrete floor
Brightness/Spectral,dark,Domestic,stovetop,kitchen,the low blue flame of a gas stove burner igniting
Brightness/Spectral,dark,Domestic,bathtub,bathroom,water draining through a large pipe under a cast iron bathtub
Brightness/Spectral,dark,Domestic,bookshelf,library,a heavy oak bookshelf creaking under the weight of books
Brightness/Spectral,dark,Domestic,suitcase,lobby,a heavy leather suitcase being dropped onto a marble floor
Brightness/Spectral,dark,Domestic,radiator,apartment,the low thumping and hissing of a steam radiator
Brightness/Spectral,dark,Domestic,garbage can,alleyway,a heavy plastic garbage can being dragged over asphalt
Brightness/Spectral,dark,Domestic,oven,kitchen,the muffled thud of a heavy oven door closing
Brightness/Spectral,dark,Electronic,transformer,substation,the deep 60hz hum of a power transformer at a substation
Brightness/Spectral,dark,Electronic,subwoofer,nightclub,the low-frequency throb of a subwoofer in an empty nightclub
Brightness/Spectral,dark,Electronic,amplifier,garage,a bass amplifier humming with a low-frequency ground loop
Brightness/Spectral,dark,Electronic,motor,workshop,the low-pitched drone of a large industrial electric motor
Brightness/Spectral,dark,Electronic,generator,construction site,the heavy thrum of a diesel electric generator
Brightness/Spectral,dark,Electronic,server,data center,the collective low-frequency roar of cooling fans in a data center
Brightness/Spectral,dark,Electronic,induction,kitchen,the low-frequency hum of an induction cooktop on high power
Brightness/Spectral,dark,Electronic,arc,factory,the deep buzzing of a heavy-duty industrial arc welder
Brightness/Spectral,dark,Electronic,ups,office,the low-frequency drone of an uninterruptible power supply
Brightness/Spectral,dark,Electronic,speaker,studio,a speaker cabinet vibrating with a low-frequency test tone
Brightness/Spectral,dark,Electronic,conduit,basement,the low hum of electricity through a large metal conduit
Brightness/Spectral,dark,Electronic,oscillator,lab,a laboratory oscillator producing a 40hz sine wave
Brightness/Spectral,dark,Electronic,fan,tunnel,a massive electric exhaust fan humming in a traffic tunnel
Brightness/Spectral,dark,Electronic,magnetic,scrapyard,the hum of a large electromagnent lifting scrap metal
Brightness/Spectral,dark,Electronic,heater,bedroom,the low thrum of an electric space heater on a rug
Brightness/Spectral,dark,Electronic,mains,basement,the deep vibration of a main electrical panel under load
Brightness/Spectral,dark,Electronic,pump,pool,the low-frequency drone of a large pool filtration pump
Brightness/Spectral,dark,Electronic,compressor,garage,the heavy thumping of an electric air compressor
Brightness/Spectral,dark,Electronic,treadmill,gym,the low-frequency whir of a treadmill belt under a runner
Brightness/Spectral,dark,Electronic,drill,mine,the deep mechanical groan of an electric tunnel boring machine
Brightness/Spectral,brilliant,Musical,crash cymbal,concert hall,a large crash cymbal being struck with a wooden stick
Brightness/Spectral,brilliant,Musical,triangle,orchestra pit,a steel triangle being struck once with a metal beater
Brightness/Spectral,brilliant,Musical,glockenspiel,music room,a glockenspiel mallet striking a high note on a metal bar
Brightness/Spectral,brilliant,Musical,harp,conservatory,a rapid harp glissando played on the upper nylon strings
Brightness/Spectral,brilliant,Musical,trumpet,stadium,a trumpet playing a high-pitched fanfare in a large stadium
Brightness/Spectral,brilliant,Musical,tambourine,recording studio,a tambourine being struck sharply on its rim
Brightness/Spectral,brilliant,Musical,chimes,garden,tubular metal wind chimes clashing in a strong gust of wind
Brightness/Spectral,brilliant,Musical,piccolo,parade,a piccolo playing a sharp trill during a street parade
Brightness/Spectral,brilliant,Musical,violin,concert hall,a violin playing a spiccato note on the E-string
Brightness/Spectral,brilliant,Musical,celesta,fairground,a celesta playing a sparkling arpeggio in a fairground
Brightness/Spectral,brilliant,Musical,banjo,front porch,a steel banjo string being plucked with a metal fingerpick
Brightness/Spectral,brilliant,Musical,snare drum,gymnasium,a snare drum being struck with a sharp rimshot
Brightness/Spectral,brilliant,Musical,sitar,temple,a sitar's sympathetic strings ringing after a sharp pluck
Brightness/Spectral,brilliant,Musical,harpsichord,ballroom,a harpsichord playing a fast passage in a large ballroom
Brightness/Spectral,brilliant,Musical,bells,clock tower,a set of carillon bells pealing in a high clock tower
Brightness/Spectral,brilliant,Musical,xylophone,classroom,a hard mallet striking a synthetic xylophone bar
Brightness/Spectral,brilliant,Musical,electric guitar,arena,an electric guitar playing a high harmonic through a clean amp
Brightness/Spectral,brilliant,Musical,flute,canyon,a concert flute playing a sharp overblown note in a canyon
Brightness/Spectral,brilliant,Musical,castanets,dance studio,wooden castanets clicking rapidly in a dance studio
Brightness/Spectral,brilliant,Musical,organ,chapel,the highest metal pipes of a pipe organ in a small chapel
Brightness/Spectral,brilliant,Mechanical,grinder,workshop,a metal grinder throwing sparks off a steel blade in a shop
Brightness/Spectral,brilliant,Mechanical,gears,watchmaker shop,fine brass gears clicking rapidly in a watchmaker shop
Brightness/Spectral,brilliant,Mechanical,lathe,factory,a metal lathe cutting a thin spiral of brass at high speed
Brightness/Spectral,brilliant,Mechanical,saw,woodshop,a circular saw blade spinning at full speed before cutting wood
Brightness/Spectral,brilliant,Mechanical,typewriter,office,the sharp metallic click of a typewriter key hitting the platen
Brightness/Spectral,brilliant,Mechanical,camera,darkroom,a professional camera shutter clicking at a fast speed
Brightness/Spectral,brilliant,Mechanical,drill,garage,a high-speed dental drill spinning in a sterile clinic
Brightness/Spectral,brilliant,Mechanical,winch,dock,a metal winch ratcheting rapidly as it pulls a thin wire
Brightness/Spectral,brilliant,Mechanical,stapler,mailroom,a heavy-duty stapler clicking as it punches through paper
Brightness/Spectral,brilliant,Mechanical,sprinkler,golf course,a metal impact sprinkler clicking as it rotates on a green
Brightness/Spectral,brilliant,Mechanical,lock,bank vault,the metallic clicks of a combination lock being turned
Brightness/Spectral,brilliant,Mechanical,pulleys,theater,small metal pulleys squeaking as they move a light curtain
Brightness/Spectral,brilliant,Mechanical,fan,computer lab,a high-speed cooling fan spinning in a server rack
Brightness/Spectral,brilliant,Mechanical,projector,theater booth,the sharp clicking of a film projector's shutter
Brightness/Spectral,brilliant,Mechanical,metronome,practice room,a mechanical metronome ticking at a very high tempo
Brightness/Spectral,brilliant,Mechanical,shears,vineyard,sharp metal shears snipping through a thin wire
Brightness/Spectral,brilliant,Mechanical,coin op,arcade,the metallic clinking of coins falling into a metal bin
Brightness/Spectral,brilliant,Mechanical,escapement,clock shop,the rapid ticking of a precision clock escapement
Brightness/Spectral,brilliant,Mechanical,shredder,office,the sharp crunching of a paper shredder on a single sheet
Brightness/Spectral,brilliant,Mechanical,rivet,shipyard,a pneumatic rivet gun firing a sharp burst in a shipyard
Brightness/Spectral,brilliant,Environmental,ice,frozen lake,a thin sheet of ice shattering on a frozen lake surface
Brightness/Spectral,brilliant,Environmental,lightning,mountaintop,a sharp crack of lightning striking a nearby peak
Brightness/Spectral,brilliant,Environmental,rain,glass roof,torrential rain hitting a glass conservatory roof
Brightness/Spectral,brilliant,Environmental,fire,campsite,dry cedar branches crackling loudly in a hot fire
Brightness/Spectral,brilliant,Environmental,wind,ice cave,wind whistling through a narrow fissure in an ice cave
Brightness/Spectral,brilliant,Environmental,hail,car roof,large hail stones bouncing off a metal car roof
Brightness/Spectral,brilliant,Environmental,geyser,volcanic field,a geyser hissing high-pressure steam through a vent
Brightness/Spectral,brilliant,Environmental,glacier,arctic bay,a small piece of glacial ice snapping off and falling
Brightness/Spectral,brilliant,Environmental,sand,desert,sand grains sandblasting a metal sign in a windstorm
Brightness/Spectral,brilliant,Environmental,crystals,cavern,quartz crystals being rubbed together in a quiet cavern
Brightness/Spectral,brilliant,Environmental,thaw,forest,icicles shattering as they hit a frozen forest floor
