tag,domain,source,environment,scenario
wobbling,Electronic,turntable,living room,a turntable motor with an uneven belt in a living room
wobbling,Electronic,drone propeller,park,a drone propeller with a bent blade in a park
wobbling,Electronic,crt monitor,basement,a crt monitor humming with a loose internal component in a basement
wobbling,Electronic,smart speaker,hallway,a smart speaker vibrating on a hollow shelf in a hallway
wobbling,Electronic,phone,glass table,a vibrating motor inside a phone on a glass table
wobbling,Electronic,microwave,kitchen,a microwave turntable motor stuttering in a kitchen
wobbling,Electronic,electric toothbrush,washroom,an electric toothbrush vibrating on a plastic sink
wobbling,Electronic,toy robot,playroom,a toy robot walking on an uneven linoleum floor in a playroom
wobbling,Electronic,hairdryer,salon,a hairdryer motor with a loose casing in a salon
wobbling,Electronic,game controller,bedroom,a game controller vibrating on a wooden desk in a bedroom
wobbling,Electronic,projector,classroom,a projector fan spinning with a slight rattle in a classroom
wobbling,Electronic,hard drive,server room,a hard drive spinning in a loose mounting bracket in a server room
