tag,domain,source,environment,scenario
rubbery,Domestic,balloon,living room,a rubber balloon being rubbed with a hand in a living room
rubbery,Domestic,rubber boot,mudroom,a rubber boot being pulled off a foot in a mudroom
rubbery,Domestic,vacuum cord,hallway,a rubber cord of a vacuum cleaner being pulled out in a hallway
rubbery,Domestic,yoga mat,yoga studio,a rubber mat being rolled up in a yoga studio
rubbery,Electronic,remote button,living room,a soft-touch rubber button being pressed on a remote control in a living room
rubbery,Electronic,membrane keyboard,home office,a membrane keyboard being typed on in a home office
rubbery,Electronic,coated wire,workshop,a rubber-coated wire being pulled through a metal conduit in a workshop
rubbery,Electronic,joystick,playroom,a rubber joystick being moved on a gaming console in a playroom
rubbery,Electronic,speaker,bedroom,a rubber-encased speaker vibrating on a wooden shelf in a bedroom
rubbery,Electronic,power button,library,a rubberized power button being clicked on a laptop in a library
rubbery,Electronic,earbud tip,gym,a rubber earbud tip being squeezed in a gym
rubbery,Electronic,antenna,hiking trail,a rubber-coated antenna being bent and released on a walkie-talkie
rubbery,Electronic,camera seal,studio,a rubber seal on a waterproof camera being closed in a studio
rubbery,Electronic,smartphone case,glass table,a rubber pad on a smartphone case being tapped on a glass table
rubbery,Electronic,radio dial,attic,a rubberized dial being turned on a radio in an attic
rubbery,Electronic,grommet,lab,a rubber grommet being inserted into a metal chassis in a lab
rubbery,Electronic,drill grip,garage,a rubberized grip of a power drill being squeezed in a garage
rubbery,Electronic,printer foot,office,a rubber foot of a printer vibrating on a desk in an office
rubbery,Electronic,charging cap,warehouse,a rubber cap being pulled off a charging port in a warehouse
rubbery,Electronic,mouse wheel,data center,a rubberized mouse wheel being scrolled in a data center
rubbery,Electronic,cable tie,server room,a rubber cable tie being snapped shut in a server room
rubbery,Electronic,speaker surface,hallway,a rubberized surface of a smart speaker being wiped with a cloth
