category,tag,domain,source,environment,scenario
Material/Source,wooden,Organic,beetle,timber,a wood-boring beetle clicking inside a log
Material/Source,wooden,Organic,horse,bridge,horse hooves clopping on a wooden bridge
Material/Source,wooden,Organic,squirrel,tree,a squirrel scurrying up a rough-barked tree
Material/Source,wooden,Organic,bird,nest,a bird moving twigs in a wooden rafter
Material/Source,wooden,Organic,antlers,sapling,deer antlers rubbing against a sapling
Material/Source,wooden,Organic,seed pod,desert,a large woody seed pod rattling in the wind
Material/Source,wooden,Organic,bones,museum,the woody clink of dry fossilized bones
Material/Source,wooden,Organic,teeth,study,a person biting down on a wooden pencil
Material/Source,wooden,Organic,hand,workshop,a person sanding a piece of rough oak
Material/Source,wooden,Organic,beak,garden,a bird pecking at a wooden birdhouse
Material/Source,wooden,Organic,tail,porch,a large dog's tail thumping against a wooden floor
Material/Source,wooden,Organic,shell,beach,a coconut shell being struck with a rock
Material/Source,wooden,Organic,pangolin,log,a pangolin's scales rubbing against a log
Material/Source,wooden,Organic,brush,stable,a stiff wooden brush running over a horse
Material/Source,wooden,Organic,wings,woods,a large bird's wings hitting a branch
Material/Source,wooden,Organic,claws,wood,a squirrel's claws clicking on a wooden fence
Material/Source,wooden,Domestic,cutting board,kitchen,a knife hitting a wooden cutting board
Material/Source,wooden,Domestic,wooden spoon,kitchen,a wooden spoon hitting the side of a bowl
Material/Source,wooden,Domestic,floorboards,hallway,wooden floorboards creaking underfoot
Material/Source,wooden,Domestic,table,dining room,a heavy wooden table being slid across a floor
Material/Source,wooden,Domestic,shutters,bedroom,wooden window shutters being closed
Material/Source,wooden,Domestic,wooden drawer,study,a wooden drawer sliding in its tracks
Material/Source,wooden,Domestic,broom handle,porch,a wooden broom handle hitting a railing
Material/Source,wooden,Domestic,trunk lid,attic,a heavy wooden trunk lid slamming shut
Material/Source,wooden,Domestic,door bolt,foyer,a wooden door bolt being slid into place
Material/Source,wooden,Domestic,toy blocks,playroom,wooden toy blocks falling onto each other
Material/Source,wooden,Domestic,wicker basket,pantry,a wicker basket being set on a wooden shelf
Material/Source,wooden,Domestic,staircase,hallway,someone running up a set of wooden stairs
Material/Source,wooden,Domestic,gate latch,garden,a wooden gate swinging shut and latching
Material/Source,wooden,Domestic,wooden bowl,kitchen,a wooden bowl being set on a stone counter
Material/Source,wooden,Domestic,pencils,study,a bunch of wooden pencils dropping on a desk
Material/Source,wooden,Domestic,match strike,den,a wooden match being struck against a box
Material/Source,wooden,Domestic,fence creak,yard,a wooden fence post creaking in the wind
Material/Source,wooden,Domestic,rolling pin,kitchen,a wooden rolling pin hitting a counter
Material/Source,wooden,Electronic,speaker cabinet,living room,a wooden speaker cabinet vibrating
Material/Source,wooden,Electronic,acoustic pickup,studio,an acoustic guitar pickup capturing a body tap
Material/Source,wooden,Electronic,turntable,den,a wooden turntable plinth vibrating slightly
Material/Source,wooden,Electronic,radio cabinet,parlor,a vintage wooden radio cabinet humming
Material/Source,wooden,Electronic,keyboard,study,a mechanical keyboard with a wooden case
Material/Source,wooden,Electronic,synthesizer,studio,a synthesizer patch mimicking a wooden marimba
Material/Source,wooden,Electronic,laser,workshop,a laser beam being broken by a wood plank
Material/Source,wooden,Electronic,amplifier,garage,a combo amp with a wooden cabinet buzzing
Material/Source,wooden,Electronic,solenoid,factory,a solenoid striking a wooden lever
Material/Source,wooden,Electronic,headphones,studio,the wooden earcups of high-end headphones
Material/Source,wooden,Electronic,clock,office,an electronic clock inside a wooden housing
Material/Source,wooden,Electronic,midi controller,playroom,a wooden midi controller being tapped
Material/Source,wooden,Electronic,metronome,hall,an electronic metronome with a wood sample
Material/Source,wooden,Electronic,mic stand,studio,a wooden tripod mic stand being adjusted
Material/Source,wooden,Electronic,sequencer,lab,a sequence triggering a wooden percussion module
Material/Source,wooden,Electronic,oscillator,studio,a pulse wave being filtered to sound woody
Material/Source,wooden,Electronic,cable,floor,a thick cable being dragged across a wooden floor
Material/Source,wooden,Electronic,contact mic,deck,a contact mic being dragged across a cedar deck
Material/Source,plastic,Musical,recorder,classroom,a plastic soprano recorder playing a high note
Material/Source,plastic,Musical,toy piano,playroom,a toy piano key striking a plastic bar
Material/Source,plastic,Musical,ukulele,beach,a plastic ukulele being strummed with a hard pick
Material/Source,plastic,Musical,keyboard,bedroom,a plastic toy keyboard playing a melody
Material/Source,plastic,Musical,harmonica,alleyway,a small plastic harmonica playing a single reed note
Material/Source,plastic,Musical,slide whistle,circus,a plastic slide whistle moving up in pitch
Material/Source,plastic,Musical,kazoo,nursery,a plastic kazoo membrane buzzing during a hum
Material/Source,plastic,Musical,tambourine,festival,a plastic tambourine being shaken vigorously
Material/Source,plastic,Musical,nylon strings,meadow,nylon guitar strings being plucked with a finger
Material/Source,plastic,Musical,shaker,studio,sand moving inside a plastic shaker
Material/Source,plastic,Musical,rainstick,nursery,beads sliding through a plastic rainstick
Material/Source,plastic,Musical,flute,park,a plastic flute playing a simple melody
Material/Source,plastic,Musical,toy drum,bedroom,a child's toy drum with a plastic head being struck
Material/Source,plastic,Musical,castanets,dance studio,plastic castanets being clicked rapidly
Material/Source,plastic,Musical,triangle mallet,lab,a triangle hit with a plastic beater
Material/Source,plastic,Musical,bongos,beach,bongos with synthetic plastic heads being struck
Material/Source,plastic,Musical,temple blocks,stage,plastic temple blocks being hit in sequence
Material/Source,plastic,Musical,woodblock,orchestra,a synthetic woodblock being hit with a plastic mallet
Material/Source,plastic,Mechanical,nylon gears,workshop,nylon gears spinning in a mechanical timer
Material/Source,plastic,Mechanical,plastic pulley,barn,a rope sliding over a plastic pulley
Material/Source,plastic,Mechanical,fan,office,a small plastic desk fan whirring at high speed
Material/Source,plastic,Mechanical,zipper,tent,a plastic zipper being pulled up a tent door
Material/Source,plastic,Mechanical,latch,garage,a plastic latch snapping shut on a tool box
Material/Source,plastic,Mechanical,metronome,room,a plastic mechanical metronome ticking
Material/Source,plastic,Mechanical,timer,pantry,a digital plastic timer beeping on a shelf
Material/Source,plastic,Mechanical,wind-up toy,playroom,a plastic wind-up car driving on a floor
Material/Source,plastic,Mechanical,sewing machine,attic,a plastic sewing machine housing vibrating
Material/Source,plastic,Mechanical,drill,garage,a plastic cordless drill motor whirring
Material/Source,plastic,Mechanical,laminator,office,a plastic sheet passing through a laminator
Material/Source,plastic,Mechanical,binder,classroom,a plastic comb binder machine clicking
Material/Source,plastic,Mechanical,typewriter,desk,plastic typewriter keys clattering in a study
Material/Source,plastic,Mechanical,printer,office,a laser printer feeding plastic-coated paper
Material/Source,plastic,Mechanical,card reader,hallway,a plastic card being swiped through a reader
Material/Source,plastic,Mechanical,button,elevator,a plastic elevator button being pressed
Material/Source,plastic,Mechanical,switch,basement,a plastic toggle switch being flipped
Material/Source,plastic,Mechanical,spool,sewing room,a plastic thread spool spinning on a pin
Material/Source,plastic,Environmental,plastic bag,wind,a plastic bag rustling in a gusty field
Material/Source,plastic,Environmental,leaves,path,plastic debris skittering across a paved courtyard
Material/Source,plastic,Environmental,rain,roof,rain hitting a corrugated plastic roof in a storm
Material/Source,plastic,Environmental,hail,window,hail hitting a plastic windowpane
Material/Source,plastic,Environmental,sand,fence,sand blowing against a plastic garden fence
Material/Source,plastic,Environmental,ice,pipe,ice crystals cracking inside a pvc pipe
Material/Source,plastic,Environmental,debris,stream,plastic bottles clinking in a shallow stream
Material/Source,plastic,Environmental,wind,mesh,wind whistling through a plastic mesh screen
Material/Source,plastic,Environmental,bubble,pool,a large soap bubble bursting on a still surface
Material/Source,plastic,Environmental,pebbles,sheet,small pebbles being poured onto a plastic sheet
Material/Source,plastic,Environmental,acorns,deck,acorns falling onto a plastic garden deck
Material/Source,plastic,Environmental,mist,boat,water lapping against a fiberglass boat hull
Material/Source,plastic,Environmental,river,pier,water splashing against a plastic pier piling
Material/Source,plastic,Environmental,tarp,field,a plastic tarp flapping violently in the wind
Material/Source,plastic,Environmental,sea spray,wall,spray hitting a plastic sea wall
Material/Source,plastic,Environmental,branches,fence,tree branches rubbing against a plastic fence
Material/Source,plastic,Environmental,thistle down,field,thistle down blowing against a plastic barrier
Material/Source,plastic,Environmental,bottle,beach,a plastic bottle rolling on a sandy shore
Material/Source,plastic,Organic,bird,feeder,a songbird's claws clicking on a plastic feeder
Material/Source,plastic,Organic,claws,tray,a dog's claws clicking on a plastic tray
Material/Source,plastic,Organic,teeth,comb,a person's fingernails flicking the teeth of a plastic comb
Material/Source,plastic,Organic,snake,mat,a snake sliding over a plastic garden mat
Material/Source,plastic,Organic,beetle,lid,a beetle scurrying across a plastic lid
Material/Source,plastic,Organic,bat,vent,a bat emitting a click near a plastic vent
Material/Source,plastic,Organic,tongue click,room,a sharp tongue click in a small plastic-lined room
Material/Source,plastic,Organic,heartbeat,tube,a heartbeat heard through a plastic tube
Material/Source,plastic,Organic,claws,perch,a bird's claws shifting on a plastic perch
Material/Source,plastic,Organic,hooves,mat,horse hooves clopping on a recycled plastic mat
Material/Source,plastic,Organic,wings,shade,a moth's wings fluttering against a plastic lampshade
Material/Source,plastic,Organic,fingers,table,fingernails tapping on a plastic folding table
Material/Source,plastic,Organic,antlers,fence,deer antlers clashing against a plastic mesh fence
Material/Source,plastic,Organic,shell,pier,a seashell clicking against a plastic pier leg
Material/Source,plastic,Organic,bones,box,dry bones rattling inside a plastic storage bin
Material/Source,plastic,Organic,paws,rug,a kitten scurrying on a synthetic plastic rug
Material/Source,plastic,Organic,voice,megaphone,a person speaking through a plastic megaphone
Material/Source,plastic,Organic,hair,brush,hair being brushed with a plastic hairbrush
Material/Source,plastic,Domestic,plastic cup,kitchen,a plastic cup being set on a granite counter
Material/Source,plastic,Domestic,plastic bowl,dining room,a plastic bowl rattling on a wooden table
Material/Source,plastic,Domestic,laundry basket,laundry room,a plastic basket being dragged across a floor
Material/Source,plastic,Domestic,remote control,living room,the buttons of a remote control clicking
Material/Source,plastic,Domestic,plastic bottle,pantry,a plastic bottle being squeezed and released
Material/Source,plastic,Domestic,blister pack,bedroom,a pill being pushed through a plastic blister pack
Material/Source,plastic,Domestic,plastic wrap,kitchen,plastic film being pulled from a roll
Material/Source,plastic,Domestic,clothes hanger,closet,plastic hangers clinking on a metal rod
Material/Source,plastic,Domestic,toothbrush,bathroom,teeth being brushed with a plastic toothbrush
Material/Source,plastic,Domestic,spray bottle,kitchen,a plastic spray nozzle being pressed
Material/Source,plastic,Domestic,plastic fork,pantry,a plastic fork snapping under pressure
Material/Source,plastic,Domestic,container lid,kitchen,a plastic lid being snapped onto a container
Material/Source,plastic,Domestic,ice tray,kitchen,a plastic ice tray being twisted
Material/Source,plastic,Domestic,plastic key,foyer,a plastic toy key dropping on a tile floor
Material/Source,plastic,Domestic,credit card,hallway,a credit card being tapped on a reader
Material/Source,plastic,Domestic,bubble wrap,garage,bubbles of plastic wrap being popped
Material/Source,plastic,Domestic,plastic toy,playroom,a plastic building block falling on a floor
Material/Source,plastic,Domestic,comb,vanity,a person's thumb running across plastic comb teeth
Material/Source,plastic,Electronic,keyboard,study,a membrane keyboard being typed on
Material/Source,plastic,Electronic,calculator,school,the plastic keys of a calculator clicking
Material/Source,plastic,Electronic,plastic buzzer,lab,a small piezo buzzer beeping in a plastic case
Material/Source,plastic,Electronic,router,closet,the status chirp of a plastic router
Material/Source,plastic,Electronic,digital watch,bedroom,a digital watch alarm beeping
Material/Source,plastic,Electronic,phone case,pocket,a phone vibrating inside a plastic case
Material/Source,plastic,Electronic,laptop fan,office,a small plastic fan whirring in a laptop
Material/Source,plastic,Electronic,intercom,ward,a voice coming through a plastic intercom speaker
Material/Source,plastic,Electronic,joystick,playroom,the click of a plastic joystick button
Material/Source,plastic,Electronic,led bulb,hallway,the high-pitched hum of a plastic led fixture
Material/Source,plastic,Electronic,remote button,den,a button on a plastic remote being pressed
Material/Source,plastic,Electronic,smoke detector,hall,a smoke detector chirping for a battery change
Material/Source,plastic,Electronic,wireless charger,nightstand,the faint buzz of a plastic charger
Material/Source,plastic,Electronic,toy drone,park,a plastic drone's propellers whirring
Material/Source,plastic,Electronic,power adapter,socket,a small plastic power adapter humming
Material/Source,plastic,Electronic,electronic toy,nursery,a plastic toy making a repetitive sound
Material/Source,plastic,Electronic,monitor frame,office,static discharge on a plastic monitor bezel
Material/Source,plastic,Electronic,printer motor,study,the motor of a plastic desktop printer whirring
Material/Source,rubbery,Musical,rubber mallet,studio,a rubber mallet striking a large floor tom
Material/Source,rubbery,Musical,drumhead,garage,a drumhead with a rubber dampening ring being hit
Material/Source,rubbery,Musical,tambourine,festival,a tambourine with a rubberized grip being shaken
Material/Source,rubbery,Musical,timpani,concert hall,a timpani drum hit with a soft rubber-core mallet
Material/Source,rubbery,Musical,marimba,foyer,a marimba played with medium rubber mallets
Material/Source,rubbery,Musical,practice pad,bedroom,a wooden drumstick hitting a rubber practice pad
Material/Source,rubbery,Musical,woodblock,orchestra,a woodblock struck with a rubber-tipped beater
Material/Source,rubbery,Musical,tongue drum,shrine,a rubber mallet striking a steel tongue drum
Material/Source,rubbery,Musical,cymbal,stage,a cymbal being choked with a rubber-gloved hand
Material/Source,rubbery,Musical,keyboard,studio,the sound of rubber pads being hit on a midi controller
Material/Source,rubbery,Musical,piano,ballroom,the soft thud of a rubberized piano pedal being pressed
Material/Source,rubbery,Musical,bass guitar,jazz club,a bass guitar string being muted with a rubber strip
Material/Source,rubbery,Musical,harp,theatre,a harp string being plucked near the rubber-coated end
Material/Source,rubbery,Musical,organ,chapel,the hiss of air through a rubber bellows hose
Material/Source,rubbery,Musical,ukulele,beach,a ukulele played with a soft rubber plectrum
Material/Source,rubbery,Musical,xylophone,school,a xylophone hit with soft rubber mallets
Material/Source,rubbery,Musical,triangle,lab,a triangle being struck with a rubber-handled rod
Material/Source,rubbery,Musical,gong,temple,a large gong being hit with a rubber-coated mallet
Material/Source,rubbery,Mechanical,conveyor belt,factory,a heavy rubber conveyor belt thrumming over rollers
Material/Source,rubbery,Mechanical,tire,driveway,a car tire's tread rubbing against a concrete floor
Material/Source,rubbery,Mechanical,drive belt,garage,a rubber drive belt squealing on a motor pulley
Material/Source,rubbery,Mechanical,gasket,workshop,a rubber gasket being pressed into a metal fitting
Material/Source,rubbery,Mechanical,wiper blade,street,a rubber wiper blade squeaking across a windshield
Material/Source,rubbery,Mechanical,plunger,bathroom,a rubber plunger being pressed into a sink
Material/Source,rubbery,Mechanical,hose,garden,a rubber garden hose being dragged across grass
Material/Source,rubbery,Mechanical,seal,kitchen,the suction sound of a rubber refrigerator seal
Material/Source,rubbery,Mechanical,bellows,forge,rubber bellows being pumped to push air
Material/Source,rubbery,Mechanical,mount,factory,a rubber motor mount vibrating under load
Material/Source,rubbery,Mechanical,stopper,lab,a rubber stopper being twisted into a glass flask
Material/Source,rubbery,Mechanical,cushion,office,a rubberized chair wheel rolling on a floor
