tag,domain,source,environment,scenario
energetic,Environmental,rockslide,national park,a rockslide tumbling down a mountain slope in a national park
energetic,Environmental,wind,ghost town,wind howling through a narrow alleyway in a ghost town
energetic,Environmental,geyser,geothermal field,a geyser erupting with steam and water in a geothermal field
energetic,Environmental,ocean waves,sea wall,waves crashing against a sea wall during a hurricane
energetic,Environmental,avalanche,mountain valley,avalanche snow rushing down a steep peak into a valley
energetic,Environmental,flash flood,creek bed,a flash flood carrying debris through a dry creek bed
energetic,Environmental,dust devil,clay pan,a dust devil swirling across a cracked clay pan
energetic,Environmental,rain,dense forest,rain pelting a plastic tarp in a dense forest
energetic,Environmental,lake ice,frozen lake,ice cracking and shifting on a frozen lake during a thaw
energetic,Environmental,mud pot,volcanic wasteland,a bubbling mud pot in a volcanic wasteland
energetic,Environmental,river water,mountain gorge,rapidly flowing river water hitting large boulders in a gorge
energetic,Environmental,tornado,wheat field,tornado winds tearing through a wheat field
energetic,Environmental,molten lava,ocean shore,molten lava hissing as it enters the sea
energetic,Environmental,ice shelf,arctic bay,a massive ice shelf calving into the ocean
energetic,Organic,wolf pack,snowy forest,a pack of wolves howling and barking in a snowy forest
energetic,Organic,hummingbird wings,flower garden,a hummingbird's wings flapping at high frequency in a garden
energetic,Organic,woodpecker,city park,a woodpecker drumming its beak against a hollow tree in a park
energetic,Organic,horse hooves,cobblestone street,a horse galloping on a cobblestone street
energetic,Organic,bat wings,limestone cave,a colony of bats fluttering out of a limestone cave
energetic,Organic,wet dog,sunny backyard,a large dog shaking water off its fur in a sunny backyard
energetic,Organic,human footsteps,woodland path,a person running fast through dry leaves in a woodland
energetic,Organic,bee swarm,clover field,a swarm of bees buzzing around a hive in a clover field
energetic,Organic,lion,grassy savanna,a lion roaring in a grassy savanna
energetic,Organic,hand claps,tiled bathroom,a person clapping their hands rapidly in a tiled bathroom
energetic,Organic,seal,rocky shoreline,a seal barking on a rocky shoreline
energetic,Organic,squirrel,quiet suburb,a squirrel scurrying up a tree trunk in a quiet suburb
energetic,Organic,rattlesnake,sandy wash,a rattlesnake shaking its tail in a sandy wash
energetic,Organic,human breath,running track,a person breathing heavily after a sprint on a track
energetic,Organic,whale,coastal bay,a whale breaching and splashing into the water in a bay
energetic,Organic,woodpecker,farm fence,a woodpecker pecking on a wooden fence in a farm
energetic,Organic,cat claws,living room,a cat scratching a sisal rope post in a living room
energetic,Organic,human crowd,large stadium,a crowd of people cheering in a large stadium
energetic,Domestic,blender,modern kitchen,a blender crushing ice cubes in a modern kitchen
energetic,Domestic,vacuum cleaner,hardwood hallway,a vacuum cleaner running on a hardwood floor in a hallway
energetic,Domestic,ceiling fan,bedroom,a ceiling fan spinning on its highest setting in a bedroom
energetic,Domestic,metal whisk,ceramic bowl,a whisk beating eggs in a ceramic bowl in a pantry
energetic,Domestic,washing machine,laundry room,a washing machine during a high-speed spin cycle in a laundry room
energetic,Domestic,coffee grinder,breakfast nook,a coffee grinder pulverizing beans in a sunlit breakfast nook
energetic,Domestic,pressure cooker,kitchen stove,a pressure cooker hissing steam on a stove
energetic,Domestic,mechanical keyboard,home office,a person frantically typing on a mechanical keyboard in a home office
energetic,Domestic,hairdryer,bathroom,a hairdryer blowing air on high heat in a bathroom
energetic,Domestic,kitchen timer,dining room,a kitchen timer ticking fast in a dining room
energetic,Domestic,metal whisk,bakery,a metal whisk striking the sides of a stainless steel bowl in a bakery
energetic,Domestic,popcorn popper,kitchen counter,a popcorn popper with kernels jumping inside on a counter
energetic,Domestic,electric toothbrush,tiled washroom,an electric toothbrush vibrating in a tiled washroom
energetic,Domestic,playing cards,library,a deck of cards being shuffled quickly in a library
energetic,Domestic,spray paint can,garage,a spray paint can being shaken in a garage
energetic,Domestic,radiator,old apartment,a radiator hissing steam in an old apartment
energetic,Domestic,door knocker,wooden door,a door knocker being struck rapidly against a wooden door
energetic,Domestic,scrub brush,bathtub,a person scrubbing a bathtub with a stiff brush
energetic,Electronic,electrical arc,laboratory,an electrical arc jumping between two metal poles in a laboratory
energetic,Electronic,transformer,city street,a high-voltage transformer humming on a city street corner
energetic,Electronic,geiger counter,mineral mine,a Geiger counter clicking rapidly near a mineral source
energetic,Electronic,static spark,dry room,static electricity sparking when touching a metal handle in a dry room
energetic,Electronic,server fan,data center,a computer server fan spinning at maximum speed in a data center
energetic,Electronic,electromagnetic buzz,power line,an electromagnetic interference buzz from a radio near a power line
energetic,Electronic,neon sign,rainy alley,a flickering neon sign buzzing in a rain-soaked alley
energetic,Electronic,synthesizer,garage,a synthesizer playing a fast arpeggio through a guitar amp in a garage
energetic,Electronic,drone motor,grassy field,a drone motor whirring as it takes off from a grassy field
energetic,Electronic,circuit board,workshop,a circuit board shorting out with pops and sizzles in a workshop
energetic,Electronic,bug zapper,backyard,an electric bug zapper snapping in a backyard
energetic,Electronic,microwave,kitchen,a microwave humming and clicking during a cycle in a kitchen
energetic,Electronic,camera flash,studio,a camera flash charging up with a high whine in a studio
energetic,Electronic,electric shaver,locker room,an electric shaver vibrating in a locker room
energetic,Electronic,tesla coil,exhibition hall,a Tesla coil discharging lightning bolts in an exhibition hall
energetic,Electronic,audio feedback,living room,a smart speaker's glitching audio feedback in a living room
energetic,Electronic,walkie-talkie,hiking trail,a walkie-talkie emitting rapid static bursts on a hiking trail
energetic,Electronic,toy car,linoleum floor,an electric toy car racing across a linoleum floor
