tag,domain,source,environment,scenario
thin,Domestic,sewing needle,sewing room,a sewing needle being dropped onto a wooden floor
thin,Domestic,plastic wrapper,pantry,a plastic candy wrapper being crinkled in a pantry
thin,Domestic,wristwatch,bedroom,a mechanical wristwatch ticking on a nightstand in a bedroom
thin,Domestic,light bulb,attic,the filament of a light bulb vibrating when tapped in an attic
thin,Domestic,aluminum foil,kitchen,a small piece of aluminum foil being folded in a kitchen
thin,Domestic,wine glass,cellar,the rim of a wine glass being tapped with a fingernail in a cellar
thin,Domestic,ballpoint pen,office,a ballpoint pen clicking in a quiet office
thin,Domestic,silk,boutique,a silk scarf being pulled across a smooth wooden table
thin,Domestic,thread,craft room,a thread being pulled through a needle in a craft room
thin,Domestic,tea set,parlor,a porcelain tea lid being placed on a cup in a parlor
thin,Domestic,wire hanger,closet,a wire hanger clinking against another in a closet
thin,Domestic,glass bead,workshop,a tiny glass bead hitting a metal tray in a workshop
thin,Domestic,tissue paper,living room,tissue paper being crumpled in a living room
thin,Domestic,safety pin,bedroom,a metal safety pin being snapped shut in a bedroom
thin,Domestic,pill bottle,bathroom,a single pill rattling in a plastic bottle in a bathroom
thin,Domestic,scissors,classroom,a pair of small scissors cutting through a single hair
thin,Domestic,match,porch,a single matchstick being struck in a porch
thin,Electronic,piezo buzzer,lab,a tiny piezo buzzer emitting a short beep in a lab
thin,Electronic,static,office,a static discharge snapping between a finger and a metal clip
thin,Electronic,smart watch,bedroom,a smart watch notification vibrating on a glass table
thin,Electronic,transistor,workshop,a single transistor failing with a tiny pop in a workshop
thin,Electronic,laser printer,copy room,a laser printer scanner head moving across a page
thin,Electronic,led,studio,a small led indicator clicking as it toggles on a console
thin,Electronic,capacitor,attic,a small ceramic capacitor discharging in an old radio in an attic
thin,Electronic,circuit board,garage,a circuit board scratching against a metal chassis in a garage
thin,Electronic,camera flash,studio,a camera flash recharging with a high whine in a studio
thin,Electronic,hearing aid,clinic,a hearing aid emitting a feedback whistle in a clinic
thin,Electronic,rfid tag,warehouse,an rfid tag being scanned in a warehouse
thin,Electronic,laptop,library,a laptop fan spinning at low speed in a library
thin,Electronic,phone,car,a phone's internal vibration motor on a plastic dashboard
thin,Electronic,wire,shipyard,a thin copper wire being snapped in a shipyard
thin,Electronic,digital clock,kitchen,a digital clock's alarm beeping in a kitchen
thin,Electronic,earbud,gym,an earbud falling onto a linoleum floor in a gym
thin,Electronic,key fob,parking lot,a car key fob button being pressed in a parking lot
thin,Electronic,microwave,pantry,a microwave's timer ending with a short beep in a pantry
