tag,domain,source,environment,scenario
distant,Domestic,television,living room wall,a television playing a news broadcast heard through a wall
distant,Domestic,telephone ring,office hallway,a landline telephone ringing in an office at the end of a hall
distant,Domestic,washing machine,basement laundry,a washing machine during a spin cycle in a basement laundry room
distant,Domestic,kitchen timer,dining room,a kitchen timer ticking on a counter heard from a dining room
distant,Domestic,toilet flush,bathroom door,a toilet being flushed behind a closed bathroom door
distant,Domestic,hairdryer,tiled washroom,a hairdryer running in a washroom heard from a bedroom
distant,Domestic,blender,kitchen counter,a blender crushing ice in a kitchen heard from a patio
distant,Domestic,hammering,neighbor garage,a person hitting a nail with a hammer in a neighbor's garage
distant,Domestic,radio,backyard patio,a radio playing music on a patio heard from across a fence
distant,Domestic,piano practice,house next door,a student practicing scales on a piano in a house next door
distant,Domestic,sprinkler,front lawn,a rhythmic water sprinkler running on a lawn across the street
distant,Domestic,refrigerator hum,pantry,a refrigerator compressor humming behind a pantry door
distant,Domestic,child playing,nursery,a child playing with wooden blocks in a nursery down the hall
distant,Domestic,silverware clatter,breakfast nook,silverware hitting ceramic plates in a breakfast nook heard from a porch
distant,Domestic,alarm clock,bedroom,an alarm clock beeping on a nightstand heard from a kitchen
distant,Domestic,tea kettle whistle,kitchen stove,a tea kettle whistling on a stove heard from a backyard
distant,Electronic,siren,city intersection,an emergency siren wailing at an intersection several blocks away
distant,Electronic,transformer buzz,utility pole,an electrical transformer buzzing on a utility pole across a field
distant,Electronic,pa system,school grounds,a voice speaking over a PA system on a school playground
distant,Electronic,walkie-talkie,hiking trail,a burst of static from a walkie-talkie further down a trail
distant,Electronic,radio static,campsite,white noise from a radio between stations at a distant campsite
distant,Electronic,cell phone vibration,briefcase,a cell phone vibrating inside a briefcase in another room
distant,Electronic,neon sign,storefront,a flickering neon sign buzzing in a shop window across a plaza
distant,Electronic,arc welder,shipyard,an industrial arc welder humming in a shipyard across a bay
distant,Electronic,synthesizer,recording studio,a synthesizer playing a long note behind a studio door
distant,Electronic,smoke detector,apartment hallway,a smoke detector beeping in an apartment down the hall
distant,Electronic,intercom,hospital corridor,a nurse being paged over an intercom in a hospital wing
distant,Electronic,electric fence,cattle pasture,an electric fence energizer clicking in a field across a road
distant,Electronic,drone,open field,a drone motor whirring as it flies high over an open field
distant,Electronic,bug zapper,backyard porch,an electric bug zapper snapping in a yard down the street
distant,Electronic,computer fan,server room door,the hum of cooling fans heard outside a closed server room
distant,Electronic,gaming console,bedroom wall,a gaming console's internal fan running heard through a wall
distant,Electronic,microwave beep,kitchen,a microwave signaling the end of a cycle heard from a garage
distant,Electronic,radar tower,coastal station,a radar dish motor spinning at a station on a distant hill
