tag,domain,source,environment,scenario
surging,Mechanical,pneumatic drill,construction site,a pneumatic drill starting up under full pressure on a construction site
surging,Mechanical,locomotive,train station,a steam locomotive chugging with increasing force out of a station
surging,Mechanical,vacuum pump,research facility,a vacuum pump sucking air out of a sealed chamber in a facility
surging,Mechanical,wood chipper,orchard,a wood chipper motor revving as a branch is fed into the blades
surging,Environmental,ocean wave,rocky reef,a large ocean wave breaking and rushing over a rocky reef
surging,Environmental,flash flood,desert wash,water rushing into a dry desert wash after a storm
surging,Environmental,wind,narrow canyon,a gust of wind howling through a narrow canyon
surging,Environmental,waterfall,tropical jungle,a waterfall increasing its flow after heavy rain in a jungle
surging,Environmental,geyser,geothermal field,water and steam building pressure before a geyser eruption
surging,Environmental,forest fire,pine grove,flames flaring up as they catch a dry branch in a pine grove
surging,Environmental,avalanche,mountain face,snow rushing down a steep mountain face into a valley
surging,Environmental,mudslide,rainy slope,thick earth and debris moving down a rainy slope
surging,Environmental,thunder,wide prairie,a rolling peel of thunder approaching across a wide prairie
surging,Environmental,river rapids,rocky gorge,river water churning over a series of large boulders in a gorge
surging,Environmental,gale,coastal cliff,wind whipping with increasing force against a coastal cliff
surging,Environmental,landslide,stone quarry,rocks tumbling and gathering speed down a quarry wall
surging,Environmental,tide,sea cave,ocean water rushing into a narrow sea cave during a high tide
surging,Environmental,storm,farmland,rain pelting harder as a storm front moves across farmland
surging,Environmental,volcano,volcanic island,gas rushing out of a volcanic vent on an island
surging,Environmental,whirlpool,river bend,churning water forming a whirlpool in a sharp river bend
surging,Environmental,dust devil,salt flat,swirling sand gathering intensity across a salt flat
surging,Environmental,mud pot,volcanic wasteland,thick mud bubbling more violently in a geothermal wasteland
surging,Organic,human crowd,stadium,a roar of people cheering in a large stadium
surging,Organic,horse,plain,a horse’s gallop reaching full speed across a dry plain
surging,Organic,lion,savanna,a lion’s roar building in its chest in the savanna
surging,Organic,elephant,jungle,an elephant’s trumpet call increasing in intensity in a jungle
surging,Organic,human breath,running track,panting becoming heavier after a long sprint on a track
surging,Organic,bee swarm,meadow,a swarm of bees buzzing louder as they approach a hive in a meadow
surging,Organic,dog,backyard,a dog’s growl building into a series of loud barks in a backyard
surging,Organic,wolf pack,snowy forest,a pack of wolves howling together in a snowy forest
surging,Organic,bird flock,barn,hundreds of wings flapping at once during a takeoff from a barn
surging,Organic,blue whale,open ocean,a whale’s song resonating through deep ocean water
surging,Organic,heartbeat,medical clinic,a rapid heartbeat thumping after physical exertion
surging,Organic,gorilla,rainforest,a gorilla thumping its chest faster and faster in a rainforest
surging,Organic,cat,bedroom,a deep purr vibrating more intensely as a cat settles on a bed
surging,Organic,alligator,swamp,an alligator’s low-frequency bellow in a murky swamp
surging,Organic,cicadas,orchard,a collective drone of cicadas rising in a sunlit orchard
surging,Organic,human voice,stone hall,a shout echoing and building in a large stone hall
surging,Organic,rattlesnake,desert,a rattlesnake’s tail vibrating faster as a threat nears in a desert
surging,Organic,bear,thicket,a bear’s deep grunt as it charges through thick brush in a forest
surging,Domestic,kettle,kitchen,steam rushing through a metal kettle’s whistle in a kitchen
surging,Domestic,vacuum cleaner,hallway,a vacuum cleaner motor revving up when turned on in a hallway
surging,Domestic,washing machine,laundry room,a washing machine drum spinning faster during a spin cycle
surging,Domestic,plumbing,bathroom,water rushing through metal pipes when a valve is opened in a bathroom
surging,Domestic,hairdryer,dressing room,air accelerating through a hairdryer nozzle in a dressing room
surging,Domestic,blender,kitchen,blender blades speeding up to liquefy fruit in a kitchen
surging,Domestic,furnace,basement,a furnace blower fan starting up and pushing air through ducts
surging,Domestic,toilet,bathroom,a toilet tank refilling with water after a flush in a bathroom
surging,Domestic,radiator,apartment,steam hissing and building pressure in a cast iron radiator
surging,Domestic,fireplace,living room,flames roaring as a dry log settles in a stone fireplace
surging,Domestic,shower,tiled washroom,water pressure increasing as a shower handle is turned
surging,Domestic,dishwasher,kitchen,water spraying against the internal walls of a dishwasher
surging,Domestic,coffee machine,cafe,steam building up to froth milk in a coffee machine
surging,Domestic,ceiling fan,bedroom,a ceiling fan motor humming louder on its highest speed
surging,Domestic,refrigerator,pantry,a refrigerator compressor kicking in and humming in a pantry
surging,Domestic,garbage disposal,sink,a garbage disposal grinding faster as food clears the drain
surging,Domestic,pressure cooker,kitchen,steam venting through a pressure cooker’s top valve
surging,Domestic,air conditioner,bedroom,an air conditioner unit vibrating as the cooling cycle starts
surging,Electronic,transformer,city street,an electrical transformer humming louder during a power surge
surging,Electronic,speaker,recording studio,low-frequency audio feedback building up in a studio
surging,Electronic,capacitor,laboratory,a large capacitor charging up with a high whine in a laboratory
surging,Electronic,server,data center,cooling fans ramping up to high speed in a data center
surging,Electronic,neon sign,alleyway,a neon sign buzzing more intensely as it flickers on in an alley
surging,Electronic,tesla coil,science museum,electrical arcs increasing in frequency from a tesla coil
surging,Electronic,radio,attic,white noise swelling as a radio gain is turned up in an attic
surging,Electronic,electric motor,workshop,an electric motor whining louder as it reaches top speed
surging,Electronic,synthesizer,studio,an oscillator signal passing through a resonant filter in a studio
surging,Electronic,taser,training gym,a continuous electrical discharge from a taser in a gym
surging,Electronic,microwave,kitchen,a microwave’s magnetron humming during a long heating cycle
surging,Electronic,power lines,foggy meadow,high-voltage power lines buzzing louder in humid air
surging,Electronic,drone,field,drone propellers spinning faster for a takeoff from a field
surging,Electronic,camera flash,studio,a camera’s internal circuit charging before a flash in a studio
surging,Electronic,audio amplifier,garage,an audio amplifier humming louder as it heats up in a garage
surging,Electronic,laser,research lab,a high-energy laser beam ionizing the air in a laboratory
surging,Electronic,plasma ball,museum,electricity rushing to the glass surface of a plasma ball
surging,Electronic,electric fence,farmland,a pulse of electricity moving through a wire fence on a farm
