tag,domain,source,environment,scenario
punchy,Environmental,stalactite,cave,a stalactite tip breaking off and hitting a cavern floor
punchy,Environmental,wind,ghost town,a sudden gust of wind slamming a wooden door in a ghost town
punchy,Environmental,tree,swamp,a heavy tree trunk falling into shallow water in a swamp
punchy,Environmental,mud,geothermal pool,a thick mud bubble bursting in a geothermal pool
punchy,Environmental,coconut,tropical beach,a ripe coconut hitting a wooden deck on a beach
punchy,Environmental,shale,cliffside,a piece of shale splitting under a hammer on a cliffside
punchy,Environmental,frost,window,a sudden frost crack in a thick glass window
punchy,Environmental,lava,shore,a cooled lava crust shattering under a heavy footstep
punchy,Environmental,boulder,valley floor,a single boulder impacting a valley floor during a landslide
punchy,Organic,hand clap,tiled bathroom,a single loud hand clap in a tiled bathroom
punchy,Organic,foot stomp,wooden porch,a heavy boot stomping on a wooden porch
punchy,Organic,chest thump,jungle,a gorilla thumping its chest in a dense jungle
punchy,Organic,jaw snap,swamp,an alligator snapping its jaws shut in a swamp
punchy,Organic,beak click,bird sanctuary,a toucan clicking its beak in a bird sanctuary
punchy,Organic,finger snap,library,a loud finger snap in a quiet library
punchy,Organic,tail slap,river,a beaver slapping its tail on the water surface
punchy,Organic,knuckles,classroom,a person cracking their knuckles in a classroom
punchy,Organic,tongue pop,hallway,a loud tongue pop against the roof of the mouth in a hallway
punchy,Organic,fist,gym,a fist hitting a heavy leather punching bag in a gym
punchy,Organic,teeth,bedroom,teeth clicking together suddenly in a quiet bedroom
punchy,Organic,knee,karate dojo,a knee hitting a wooden floor during a fall
punchy,Organic,wings,barn,a pigeon's wings flapping once during a sudden takeoff
punchy,Organic,bark,alleyway,a single short bark from a large dog in an alleyway
punchy,Organic,sneeze,cave,a loud sneeze echoing in a limestone cave
punchy,Organic,bite,kitchen,a person biting into a crisp apple in a kitchen
punchy,Organic,heart,stethoscope,a single strong heartbeat heard through a stethoscope
punchy,Organic,hooves,cobblestone,a horse's hoof striking a cobblestone street
punchy,Domestic,door,hotel,a heavy hotel door slamming into its frame
punchy,Domestic,cabinet,kitchen,a wooden cabinet door being shut quickly
punchy,Domestic,toaster,breakfast nook,a toaster mechanism popping up in a breakfast nook
punchy,Domestic,book,study,a heavy hardcover book being dropped onto a wooden desk
punchy,Domestic,light switch,basement,a plastic light switch being flipped in a basement
punchy,Domestic,stapler,home office,a desktop stapler driving a staple into paper
punchy,Domestic,can,garage,a metal soda can being crushed under a boot
punchy,Domestic,pan,pantry,a cast iron pan hitting a stone floor
punchy,Domestic,window,living room,a window latch clicking into place in a living room
punchy,Domestic,drawer,bedroom,a wooden dresser drawer being slammed shut
punchy,Domestic,wine bottle,cellar,a wine bottle being placed firmly on a wooden rack
punchy,Domestic,suitcase,airport,a hard-shell suitcase being dropped onto a tile floor
punchy,Domestic,lightbulb,shed,a lightbulb shattering on a concrete floor
punchy,Domestic,chair,dining room,a wooden chair leg hitting a hardwood floor
punchy,Domestic,pill bottle,bathroom,a plastic pill bottle cap being snapped shut
punchy,Domestic,belt buckle,dressing room,a metal belt buckle hitting a wooden bench
punchy,Domestic,scissors,craft room,a pair of heavy scissors snipping through cardboard
punchy,Domestic,hammer,garden,a hammer hitting a metal garden stake
punchy,Electronic,relay,server room,an electromagnetic relay clicking in a server room
punchy,Electronic,spark,laboratory,a high-voltage spark jumping between electrodes in a lab
punchy,Electronic,solenoid,vending machine,a solenoid pushing a snack coil in a vending machine
punchy,Electronic,speaker,car,a speaker cone moving suddenly at high volume
punchy,Electronic,circuit breaker,garage,a circuit breaker tripping in a garage
punchy,Electronic,camera flash,studio,a xenon flash tube firing in a photo studio
punchy,Electronic,bug zapper,patio,an insect hitting an electric bug zapper
punchy,Electronic,capacitor,workshop,a large capacitor discharging with a snap
punchy,Electronic,keyboard,home office,a mechanical keyboard key bottoming out
punchy,Electronic,hard drive,computer,a hard drive head parking with a click
punchy,Electronic,taser,training center,an electronic taser discharging into a target
punchy,Electronic,printer,office,a laser printer's solenoid engaging the paper feed
punchy,Electronic,microwave,kitchen,a microwave door latch clicking shut
punchy,Electronic,smart lock,front door,an electronic deadbolt sliding into place
punchy,Electronic,walkie-talkie,park,the transmit button being pressed on a walkie-talkie
punchy,Electronic,drum pad,outdoor stage,a rubber electronic drum pad being struck on an outdoor stage
punchy,Electronic,toy gun,playroom,a spring-loaded electronic toy gun firing
punchy,Electronic,geiger counter,mine,a single loud click from a geiger counter in a mine
