tag,domain,source,environment,scenario
robotic,Mechanical,welding robot,industrial plant,a car assembly robot welding a chassis in an industrial plant
robotic,Mechanical,flapper valve,dam,a mechanical flapper valve opening and closing in a concrete dam
robotic,Mechanical,piston pump,engine room,a small motorized piston pump pulsing in a ship's engine room
robotic,Mechanical,vacuum arm,clean room,a robotic vacuum arm picking up a silicon wafer in a clean room
robotic,Environmental,metal slats,desert,wind passing through a series of rhythmic metal slats in a desert
robotic,Environmental,water drip,cave,a rhythmic drip of water hitting a hollow metal pipe in a cave
robotic,Environmental,ice sheets,arctic,ice sheets knocking together in a steady tide in an arctic bay
robotic,Environmental,metal shutter,ghost town,a loose metal shutter banging against a wall in a ghost town
robotic,Environmental,hail,rooftop,hail hitting a grid of solar panels on a skyscraper rooftop
robotic,Environmental,geothermal steam,tundra,geothermal steam escaping a narrow vent in rhythmic bursts in a tundra
robotic,Environmental,dry branch,forest,a dry branch tapping a metal sign in a pine forest
robotic,Environmental,stones,canyon,small stones sliding down a corrugated metal culvert in a canyon
robotic,Environmental,mud bubble,geothermal field,a rhythmic air pocket bubbling through a thick mud pot
robotic,Environmental,rain,backyard,rain hitting a series of empty metal buckets in a backyard
robotic,Environmental,icicle,shed,an icicle dripping onto a resonant metal plate in a garden shed
robotic,Environmental,sand,desert storm,sand hitting a spinning metal weather vane in a desert storm
robotic,Environmental,tree trunk,forest,a tree trunk creaking at fixed intervals in a steady wind
robotic,Environmental,waves,marina,waves lapping against a hollow steel pylon in a marina
robotic,Environmental,volcanic fissure,plain,a rhythmic gas release from a volcanic fissure on a rocky plain
robotic,Environmental,sleet,mountain ridge,sleet hitting a taut wire fence on a mountain ridge
robotic,Environmental,pebble,storm drain,a pebble vibrating against a metal grate in a storm drain
robotic,Environmental,tumbleweeds,salt flat,tumbleweeds hitting a chain-link fence in a salt flat
robotic,Organic,lyrebird,forest,a lyrebird mimicking the sound of a camera shutter in a forest
robotic,Organic,tongue,study,a person clicking their tongue in a rhythmic pattern in a study
robotic,Organic,insect mandibles,jungle,a large insect's mandibles clicking in a tropical jungle
robotic,Organic,woodpecker,hollow tree,a woodpecker drumming at a consistent speed on a hollow tree
robotic,Organic,human joints,gym,a person's joints popping during a controlled movement in a gym
robotic,Organic,horse hooves,paved road,a horse's hooves trotting with perfect rhythm on a paved road
robotic,Organic,cricket,basement,a cricket chirping with mechanical precision in a dark basement
robotic,Organic,human breath,hospital,a person's heavy rhythmic breathing through a respirator mask
robotic,Organic,dog claws,hallway,a dog's claws clicking in a steady gait on a tile floor
robotic,Organic,bird wings,barn,a bird's wings flapping in short sharp bursts in a wooden barn
robotic,Organic,parrot,pet shop,a parrot repeating a short staccato phrase in a pet shop
robotic,Organic,human jaw,kitchen,a human jaw clicking while chewing in a quiet kitchen
robotic,Organic,alligator scales,swamp,an alligator's scales scraping against a metal pipe in a swamp
robotic,Organic,crab pincers,tidal pool,a crab's pincers snapping together in a rocky tidal pool
robotic,Organic,fingernails,study,a person tapping their fingernails on a glass desk in a study
robotic,Organic,grasshopper,meadow,a grasshopper's legs rubbing together in a rhythmic pulse in a meadow
robotic,Organic,beaver tail,pond,a beaver's tail slapping water at regular intervals in a pond
robotic,Organic,marching feet,cobblestone street,a group of people marching in unison on a cobblestone street
robotic,Domestic,spray arm,kitchen,a dishwasher's spray arm rotating and hitting a metal rack
robotic,Domestic,vacuum cleaner,living room,an automated vacuum cleaner bumping into a wooden chair leg
robotic,Domestic,window blind,bedroom,a motorized window blind opening in a series of steps
robotic,Domestic,kitchen timer,pantry,a mechanical kitchen timer ticking in a quiet pantry
robotic,Domestic,washing machine,laundry room,a washing machine's agitator reversing direction in a laundry room
robotic,Domestic,coffee machine,kitchen,a coffee machine's internal pump pulsing in a kitchen
robotic,Domestic,electric toothbrush,bathroom,an electric toothbrush vibrating in a tiled bathroom
robotic,Domestic,printer head,office,a digital printer's head carriage moving across a page
robotic,Domestic,microwave turntable,kitchen,a microwave's turntable motor stuttering in a kitchen
robotic,Domestic,ceiling fan,bedroom,a ceiling fan's pull-chain clinking against the motor housing
robotic,Domestic,smart lock,hallway,a smart lock's deadbolt motor sliding into a door frame
robotic,Domestic,paper shredder,office,a paper shredder's blades grabbing a sheet of paper in an office
robotic,Domestic,pet feeder,kitchen,an automated pet feeder dispensing kibble into a ceramic bowl
robotic,Domestic,dvd tray,living room,a dvd player tray sliding open in a living room
robotic,Domestic,recliner frame,parlor,a motorized recliner chair moving its metal frame in a parlor
robotic,Domestic,electric razor,bathroom,an electric razor's oscillating blades in a bathroom
robotic,Domestic,hard drive,bedroom,a hard drive's head parking with a click in a laptop
robotic,Domestic,toaster lever,breakfast nook,a toaster's lever snapping up in a breakfast nook
robotic,Electronic,stepper motor,office,a stepper motor in a laser printer initializing in an office
robotic,Electronic,relay switch,server room,a relay switch clicking repeatedly in a server room
robotic,Electronic,hard drive head,data center,a hard drive head scanning a platter in a data center
robotic,Electronic,solenoid,arcade,an electromagnetic solenoid firing in a pinball machine in an arcade
robotic,Electronic,autofocus motor,park,a digital camera's autofocus motor hunting in a park
robotic,Electronic,cooling fan,hallway,a smart speaker's internal fan spinning up in a hallway
robotic,Electronic,drone motors,meadow,a drone's brushless motors chirping during a startup sequence
robotic,Electronic,geiger counter,mine,a geiger counter clicking in a steady radiation field in a mine
robotic,Electronic,crt monitor,basement,a crt monitor degaussing with a metallic thud in a basement
robotic,Electronic,infrared sensor,gallery,an infrared sensor clicking as it detects motion in a gallery
robotic,Electronic,circuit breaker,electrical box,a circuit breaker flipping in a metal electrical box
robotic,Electronic,barcode scanner,warehouse,a barcode scanner's internal mirror spinning in a warehouse
robotic,Electronic,fence energizer,farmland,an electric fence energizer pulsing on a farm
robotic,Electronic,piezoelectric igniter,kitchen,a piezoelectric igniter clicking on a gas stove
robotic,Electronic,telecommunications switch,hub,a telecommunications switchboard clicking in a tech hub
robotic,Electronic,gaming console fan,bedroom,a cooling fan in a gaming console ramping up in a bedroom
robotic,Electronic,micro-servo,workshop,a micro-servo moving a flap on a model airplane in a workshop
robotic,Electronic,smart watch,nightstand,a smart watch vibrating against a glass tabletop on a nightstand
