category,tag,domain,source,environment,scenario
Energy/Dynamics,powerful,Environmental,ocean,shore,a massive wave crashing into a deep sea cave
Energy/Dynamics,powerful,Environmental,avalanche,slope,the overwhelming rumble of a massive snow avalanche
Energy/Dynamics,powerful,Environmental,fire,woodland,the intense roar of a crowning forest fire
Energy/Dynamics,powerful,Environmental,lightning,field,a direct lightning strike hitting a metal conductor
Energy/Dynamics,powerful,Environmental,geyser,basin,a geyser erupting with a violent burst of water
Energy/Dynamics,powerful,Environmental,landslide,mountain,a massive rockslide rushing down a steep slope
Energy/Dynamics,powerful,Environmental,storm,prairie,the ominous low drone of a tornado's wind
Energy/Dynamics,powerful,Environmental,glacier,arctic,a massive glacier wall calving and crashing into the sea
Energy/Dynamics,powerful,Environmental,river,rapids,a flooded river surging through a narrow stone gorge
Energy/Dynamics,powerful,Environmental,wind,desert,wind howling across a vast expanse of sand dunes
Energy/Dynamics,powerful,Environmental,ice sheet,tundra,a massive ice sheet shifting and groaning rhythmically
Energy/Dynamics,powerful,Environmental,rain,tin roof,torrential rain hammering on a corrugated roof
Energy/Dynamics,powerful,Environmental,earthquake,valley,the subterranean rumble of the earth shifting
Energy/Dynamics,powerful,Environmental,geothermal,valley,a high-pressure steam vent hissing in a mountain field
Energy/Dynamics,powerful,Environmental,waves,pier,the layered splashing of a heavy tide against concrete
Energy/Dynamics,powerful,Organic,elephant,savanna,an elephant trumpeting with maximum force across the plains
Energy/Dynamics,powerful,Organic,lion,plain,a lion's deep abdominal roar at dusk
Energy/Dynamics,powerful,Organic,whale,ocean,a blue whale singing in the deep ocean
Energy/Dynamics,powerful,Organic,alligator,swamp,an alligator bellowing in a dark swamp
Energy/Dynamics,powerful,Organic,buffalo,grassland,the thudding hooves of a stampeding buffalo herd
Energy/Dynamics,powerful,Organic,gorilla,rainforest,a silverback gorilla beating its chest with flat palms
Energy/Dynamics,powerful,Organic,bear,den,a grizzly bear letting out a deep low growl
Energy/Dynamics,powerful,Organic,walrus,ice floe,a walrus grunting on a frozen shoreline
Energy/Dynamics,powerful,Organic,hippo,riverbank,a hippopotamus letting out a deep guttural snort
Energy/Dynamics,powerful,Organic,human,cathedral,a deep bass voice chanting in a stone cathedral
Energy/Dynamics,powerful,Organic,heartbeat,room,a heavy heartbeat heard through a stethoscope after a run
Energy/Dynamics,powerful,Organic,ostrich,desert,the low booming call of a male ostrich
Energy/Dynamics,powerful,Organic,tiger,jungle,a tiger huffing in the dense undergrowth
Energy/Dynamics,powerful,Organic,rhino,scrubland,a rhinoceros charging through heavy brush
Energy/Dynamics,powerful,Organic,bull,paddock,a bull breathing heavily in a wooden stall
Energy/Dynamics,powerful,Organic,moose,wetland,a moose wading through deep thick mud
Energy/Dynamics,powerful,Organic,camel,dunes,a camel's low resonant groan in the wind
Energy/Dynamics,powerful,Organic,wolf,forest,a wolf's low-frequency warning growl
Energy/Dynamics,powerful,Domestic,door,mansion,a heavy oak front door being slammed shut
Energy/Dynamics,powerful,Domestic,wardrobe,bedroom,a heavy oak wardrobe being slid across a floor
Energy/Dynamics,powerful,Domestic,washing machine,laundry,a washing machine in a heavy unbalanced spin cycle
Energy/Dynamics,powerful,Domestic,refrigerator,kitchen,an old refrigerator's compressor humming loudly
Energy/Dynamics,powerful,Domestic,sofa,living room,a heavy sofa being dragged across a rug
Energy/Dynamics,powerful,Domestic,pot,stove,a heavy cast iron pot being set on a stone counter
Energy/Dynamics,powerful,Domestic,fireplace,den,a heavy log falling onto a bed of hot ash
Energy/Dynamics,powerful,Domestic,rug,hallway,a large rolled rug dropping onto a wooden floor
Energy/Dynamics,powerful,Domestic,chest,attic,a cedar chest lid closing with a heavy thud
Energy/Dynamics,powerful,Domestic,curtains,theater,heavy velvet curtains being drawn closed
Energy/Dynamics,powerful,Domestic,bookshelf,library,a large bookshelf being slid against a wall
Energy/Dynamics,powerful,Domestic,bathtub,bathroom,water draining through a large floor pipe
Energy/Dynamics,powerful,Domestic,garage door,driveway,a motorized garage door rumbling open
Energy/Dynamics,powerful,Domestic,mattress,bedroom,a heavy mattress being flipped over
Energy/Dynamics,powerful,Domestic,trunk,car,a heavy car trunk closing shut
Energy/Dynamics,powerful,Domestic,radiator,apartment,the deep clanking of a steam radiator
Energy/Dynamics,powerful,Domestic,vacuum,hallway,the motor of a vacuum cleaner in an empty echoey room
Energy/Dynamics,powerful,Domestic,armchair,study,a leather armchair creaking under weight
Energy/Dynamics,powerful,Electronic,subwoofer,club,a subwoofer vibrating the floor of a dance hall
Energy/Dynamics,powerful,Electronic,transformer,pole,a power transformer humming on a utility pole
Energy/Dynamics,powerful,Electronic,generator,site,a large diesel generator humming at full load
Energy/Dynamics,powerful,Electronic,server,data center,the collective drone of server cooling fans
Energy/Dynamics,powerful,Electronic,electric motor,factory,a large electric motor winding down
Energy/Dynamics,powerful,Electronic,inductor,lab,the magnetic hum of a high-power inductor
Energy/Dynamics,powerful,Electronic,amplifier,stage,an electric guitar amplifier humming with heavy saturation
Energy/Dynamics,powerful,Electronic,charging station,garage,a bus charging station emitting a low hum
Energy/Dynamics,powerful,Electronic,mainframe,office,the steady thrum of a mainframe computer
Energy/Dynamics,powerful,Electronic,tesla coil,museum,the low-frequency buzz of a large tesla coil
Energy/Dynamics,powerful,Electronic,sonar,submarine,a deep sonar ping echoing in the water
Energy/Dynamics,powerful,Electronic,particle accelerator,lab,the low pulse of a particle accelerator
Energy/Dynamics,powerful,Electronic,synthesizer,studio,a synthesizer playing a sub-bass drone
Energy/Dynamics,powerful,Electronic,hydroelectric plant,dam,the deep vibration of a dam's generators
Energy/Dynamics,powerful,Electronic,ups,closet,the low hum of an uninterruptible power supply
Energy/Dynamics,powerful,Electronic,arc welder,workshop,the deep crackle of an arc welder
Energy/Dynamics,powerful,Electronic,vacuum tube,studio,the low-frequency saturation of a tube preamp
Energy/Dynamics,powerful,Electronic,speaker,arena,a large pa speaker emitting a low-frequency pulse
Energy/Dynamics,aggressive,Musical,electric guitar,garage,an electric guitar playing a chugging riff with heavy distortion
Energy/Dynamics,aggressive,Musical,snare drum,gymnasium,a snare drum being struck with a sharp rimshot repeatedly
Energy/Dynamics,aggressive,Musical,trumpet,alley,a trumpet playing a loud brassy note in a narrow alley
Energy/Dynamics,aggressive,Musical,cello,cellar,a cello being bowed with extreme pressure on the low strings
Energy/Dynamics,aggressive,Musical,bass guitar,jazz club,a bass guitar string being slapped hard against the fretboard
Energy/Dynamics,aggressive,Musical,sax,lounge,a tenor saxophone playing a loud growling melody
Energy/Dynamics,aggressive,Musical,timpani,concert hall,a timpani roll with hard mallets at peak volume
Energy/Dynamics,aggressive,Musical,drums,arena,a drum kit being played with heavy aggressive strokes
Energy/Dynamics,aggressive,Musical,piano,ballroom,a grand piano playing a loud dissonant cluster
Energy/Dynamics,aggressive,Musical,cymbals,stadium,brass crash cymbals being struck with maximum velocity
Energy/Dynamics,aggressive,Musical,violin,attic,a violin playing a fast scratchy tremolo
Energy/Dynamics,aggressive,Musical,brass choir,cathedral,a brass section playing a sharp fortissimo staccato
Energy/Dynamics,aggressive,Musical,woodblock,orchestra pit,a woodblock being struck with a hard plastic mallet
Energy/Dynamics,aggressive,Musical,banjo,porch,a banjo being strummed with heavy metal fingerpicks
Energy/Dynamics,aggressive,Musical,organ,abbey,a pipe organ using a sharp reed stop at high volume
Energy/Dynamics,aggressive,Musical,recorder,park,a plastic recorder overblown into a squeak
Energy/Dynamics,aggressive,Musical,xylophone,classroom,a xylophone hit with hard mallets in a fast sequence
Energy/Dynamics,aggressive,Musical,tambourine,festival,a tambourine being struck hard against a palm
Energy/Dynamics,aggressive,Mechanical,chainsaw,forest,a high-revving chainsaw cutting into hardwood
Energy/Dynamics,aggressive,Mechanical,jackhammer,street,a jackhammer biting into a steel manhole cover
Energy/Dynamics,aggressive,Mechanical,circular saw,lumberyard,a circular saw cutting through a sheet of metal
Energy/Dynamics,aggressive,Mechanical,grinder,workshop,a grinding wheel throwing a dense spray of sparks
Energy/Dynamics,aggressive,Mechanical,pneumatic drill,site,a pneumatic drill whining through hard stone
Energy/Dynamics,aggressive,Mechanical,lathe,factory,a metal lathe taking an over-deep cut in steel
Energy/Dynamics,aggressive,Mechanical,shredder,office,a paper shredder struggling with a thick stack of cardboard
Energy/Dynamics,aggressive,Mechanical,lawnmower,yard,a lawnmower engine revving in thick tall grass
Energy/Dynamics,aggressive,Mechanical,drill,garage,an industrial drill bit screeching against a metal plate
Energy/Dynamics,aggressive,Mechanical,impact wrench,auto shop,an impact wrench hammering a stuck bolt
Energy/Dynamics,aggressive,Mechanical,stamping machine,plant,a heavy metal press hitting repeatedly at high speed
Energy/Dynamics,aggressive,Mechanical,blender,kitchen,an industrial blender crushing a load of ice
Energy/Dynamics,aggressive,Mechanical,shutter,house,wooden window shutters banging violently in the wind
Energy/Dynamics,aggressive,Mechanical,propeller,hangar,a metal propeller being spun at high speed
Energy/Dynamics,aggressive,Mechanical,pump,station,a high-pressure pump cavitating under load
Energy/Dynamics,aggressive,Mechanical,gears,mill,large iron gears grinding together without oil
Energy/Dynamics,aggressive,Mechanical,fan,server room,an industrial cooling fan spinning at its mechanical limit
Energy/Dynamics,aggressive,Mechanical,nail gun,construction site,a pneumatic nail gun firing in rapid succession
Energy/Dynamics,aggressive,Environmental,wind,bridge,gale-force wind shrieking through bridge cables
Energy/Dynamics,aggressive,Environmental,hail,skylight,heavy hail smashing into a glass greenhouse
Energy/Dynamics,aggressive,Environmental,waves,cliff,waves crashing violently into a vertical rock face
Energy/Dynamics,aggressive,Environmental,storm,prairie,the intense roar of a tornado's vortex
Energy/Dynamics,aggressive,Environmental,fire,woods,a brush fire crackling and popping with intense heat
Energy/Dynamics,aggressive,Environmental,thunder,valley,a sharp lightning crack followed by immediate thunder
Energy/Dynamics,aggressive,Environmental,ice,lake,a large ice sheet splintering with a loud snap
Energy/Dynamics,aggressive,Environmental,rain,tin roof,heavy rain hammering on a metal shed in a storm
Energy/Dynamics,aggressive,Environmental,waterfall,gorge,water hitting a flat rock ledge with a sharp slap
Energy/Dynamics,aggressive,Environmental,geyser,basin,a geyser erupting with a high-pressure hiss
Energy/Dynamics,aggressive,Environmental,sandstorm,desert,sandblasting wind hitting a metal structure
Energy/Dynamics,aggressive,Environmental,avalanche,slope,the roar of snow and rocks rushing down a mountain
Energy/Dynamics,aggressive,Environmental,lightning,field,a direct lightning strike hitting a tree
Energy/Dynamics,aggressive,Environmental,river,rapids,a river surging over a bed of jagged boulders
Energy/Dynamics,aggressive,Environmental,volcano,island,the explosive roar of a steam vent
Energy/Dynamics,aggressive,Environmental,branches,forest,dead branches snapping in a violent wind
Energy/Dynamics,aggressive,Environmental,pebbles,shore,pebbles clattering violently in a retreating wave
Energy/Dynamics,aggressive,Environmental,sea spray,pier,sea spray hissing through a narrow gap in a wall
Energy/Dynamics,aggressive,Organic,bear,den,a grizzly bear letting out a loud warning snarl
Energy/Dynamics,aggressive,Organic,dog,neighborhood,a large dog barking and snarling at a fence
Energy/Dynamics,aggressive,Organic,lion,plain,a lion's aggressive growl during a hunt
Energy/Dynamics,aggressive,Organic,wolf,forest,a pack of wolves snarling over a kill
Energy/Dynamics,aggressive,Organic,alligator,swamp,an alligator's jaws snapping shut with a loud crack
Energy/Dynamics,aggressive,Organic,bull,paddock,a bull snorting and pawing at the ground
Energy/Dynamics,aggressive,Organic,monkeys,jungle,a troop of howler monkeys screaming at dawn
Energy/Dynamics,aggressive,Organic,bees,apiary,the intense hum of a disturbed beehive
Energy/Dynamics,aggressive,Organic,cicadas,orchard,the overwhelming buzz of a cicada swarm in the heat
Energy/Dynamics,aggressive,Organic,vocal,theatre,an operatic soprano hitting a loud piercing note
Energy/Dynamics,aggressive,Organic,wings,cave,the collective flutter of a million bats taking flight
Energy/Dynamics,aggressive,Organic,snake,desert,a rattlesnake shaking its rattle vigorously
Energy/Dynamics,aggressive,Organic,cat,living room,a cat hissing and spitting in a fight
Energy/Dynamics,aggressive,Organic,human,gym,a person shouting during a heavy lift
Energy/Dynamics,aggressive,Organic,hooves,road,a cavalry charge of horses on a hard road
Energy/Dynamics,aggressive,Organic,birds,jungle,a group of macaws screaming in the canopy
Energy/Dynamics,aggressive,Organic,teeth,bathroom,intense teeth chattering in freezing conditions
Energy/Dynamics,aggressive,Domestic,vacuum,hallway,a powerful industrial vacuum cleaner on its high setting
Energy/Dynamics,aggressive,Domestic,blender,kitchen,a high-powered blender running at full speed on frozen fruit
Energy/Dynamics,aggressive,Domestic,kettle,kitchen,a steam kettle whistling at maximum pressure
Energy/Dynamics,aggressive,Domestic,faucet,bathroom,a high-pressure water pipe hammering against a wall
Energy/Dynamics,aggressive,Domestic,door,foyer,a heavy metal security door being slammed
Energy/Dynamics,aggressive,Domestic,fireplace,den,a chimney fire roaring with intense heat
Energy/Dynamics,aggressive,Domestic,dryer,laundry room,a dryer tumbling a heavy load of sneakers
Energy/Dynamics,aggressive,Domestic,washing machine,laundry,a washer in an unbalanced spin cycle thumping
Energy/Dynamics,aggressive,Domestic,hair dryer,bathroom,a professional hair dryer on maximum heat and fan
Energy/Dynamics,aggressive,Domestic,fan,bedroom,a large floor fan on its highest setting
Energy/Dynamics,aggressive,Domestic,stove,kitchen,a gas burner igniting with a loud woosh
Energy/Dynamics,aggressive,Domestic,microwave,kitchen,a microwave magnetron humming at peak power
Energy/Dynamics,aggressive,Domestic,dishes,kitchen,a tray of silverware being spilled on a tile floor
Energy/Dynamics,aggressive,Domestic,fountain,garden,a high-pressure garden hose spraying a metal fence
Energy/Dynamics,aggressive,Domestic,iron,sewing room,a steam iron releasing a full burst of steam
Energy/Dynamics,aggressive,Domestic,closet,bedroom,a stack of heavy books falling over
Energy/Dynamics,aggressive,Domestic,shredder,study,a paper shredder cutting through a thick stack
Energy/Dynamics,aggressive,Domestic,can,pantry,a tin can being crushed by hand
Energy/Dynamics,aggressive,Electronic,feedback,stage,intense electronic feedback howling through a pa
Energy/Dynamics,aggressive,Electronic,taser,alley,a continuous electric arc from a high-power taser
Energy/Dynamics,aggressive,Electronic,synthesizer,studio,a synthesizer with maximum distortion and resonance
Energy/Dynamics,aggressive,Electronic,short circuit,basement,a high-voltage short circuit arcing in a box
Energy/Dynamics,aggressive,Electronic,speaker,club,a speaker driver hitting its physical limit
Energy/Dynamics,aggressive,Electronic,transformer,pole,a transformer humming with intense electrical load
Energy/Dynamics,aggressive,Electronic,buzzer,factory,a loud industrial piezo alarm sounding
Energy/Dynamics,aggressive,Electronic,neon,diner,a large neon sign buzzing intensely with a fault
Energy/Dynamics,aggressive,Electronic,generator,site,a portable generator at full mechanical load
Energy/Dynamics,aggressive,Electronic,modem,attic,a high-speed modem handshake at peak volume
Energy/Dynamics,aggressive,Electronic,radio,car,intense radio static at high volume
Energy/Dynamics,aggressive,Electronic,amplifier,garage,a tube amplifier being pushed into heavy clipping
Energy/Dynamics,aggressive,Electronic,plasma,lab,a plasma globe buzzing at high frequency
Energy/Dynamics,aggressive,Electronic,radar,observatory,a high-power radar transmitter pulsing
Energy/Dynamics,aggressive,Electronic,server room,office,the overwhelming drone of server cooling fans
Energy/Dynamics,aggressive,Electronic,microwave,pantry,a microwave magnetron at peak resonance
Energy/Dynamics,aggressive,Electronic,oscillator,workshop,a square wave at maximum amplitude
Energy/Dynamics,aggressive,Electronic,intercom,hall,a speaker pop when the intercom is keyed
Energy/Dynamics,intense,Musical,violin,studio,a violin playing a fast aggressive tremolo
Energy/Dynamics,intense,Musical,trumpet,theatre,a trumpet hitting a sustained high-register note
Energy/Dynamics,intense,Musical,snare drum,gymnasium,a snare drum being struck with a rapid press roll
Energy/Dynamics,intense,Musical,piano,ballroom,a grand piano playing a rapid fortissimo arpeggio
Energy/Dynamics,intense,Musical,brass choir,cathedral,a brass section playing a dense dissonant chord
Energy/Dynamics,intense,Musical,cello,conservatory,a cello playing a fast vibrato on the low strings
Energy/Dynamics,intense,Musical,timpani,concert hall,a timpani roll building to an explosive peak
Energy/Dynamics,intense,Musical,flute,meadow,a piccolo flute playing a sharp trill at high volume
Energy/Dynamics,intense,Musical,synthesizer,stage,a synthesizer sweep with high resonance and filter drive
Energy/Dynamics,intense,Musical,gong,temple,a large gong shimmering with a wall of overtones
Energy/Dynamics,intense,Musical,electric guitar,arena,a guitar holding a sustained feedback note
Energy/Dynamics,intense,Musical,harp,theatre,a rapid glissando across all harp strings
Energy/Dynamics,intense,Musical,bagpipes,highlands,the steady loud drone of highland bagpipes
Energy/Dynamics,intense,Musical,marimba,foyer,a marimba playing a rapid tremolo with hard mallets
Energy/Dynamics,intense,Musical,saxophone,jazz club,a tenor saxophone playing a loud squealing note
Energy/Dynamics,intense,Musical,choir,church,a choir singing a loud polyphonic passage
Energy/Dynamics,intense,Musical,tambourine,festival,a tambourine being shaken with maximum force
Energy/Dynamics,intense,Musical,drum kit,garage,a drum kit being played at peak speed and volume
Energy/Dynamics,intense,Mechanical,drill,garage,an industrial drill bit screeching against metal
Energy/Dynamics,intense,Mechanical,circular saw,lumberyard,a circular saw cutting through a sheet of steel
Energy/Dynamics,intense,Mechanical,jet engine,runway,a jet turbine at full throttle during takeoff
Energy/Dynamics,intense,Mechanical,rock crusher,quarry,a massive rock crusher at peak load
Energy/Dynamics,intense,Mechanical,jackhammer,street,a jackhammer striking a steel plate at high speed
Energy/Dynamics,intense,Mechanical,stamping machine,plant,a heavy metal press hitting repeatedly at speed
Energy/Dynamics,intense,Mechanical,boiler,basement,a commercial boiler system at peak burn
Energy/Dynamics,intense,Mechanical,turbine,dam,a hydroelectric turbine humming with maximum vibration
Energy/Dynamics,intense,Mechanical,fan,server room,an industrial cooling fan spinning at its limit
Energy/Dynamics,intense,Mechanical,printing press,basement,a large-scale press running at full speed
Energy/Dynamics,intense,Mechanical,shredder,office,a paper shredder cutting through a thick cardboard stack
Energy/Dynamics,intense,Mechanical,pump,station,a high-pressure pump cavitating under peak load
Energy/Dynamics,intense,Mechanical,generator,site,a large diesel generator humming at full capacity
Energy/Dynamics,intense,Environmental,thunder,canyon,a close-range lightning strike crackling in a gorge
Energy/Dynamics,intense,Environmental,waterfall,gorge,the roar of a massive waterfall during a flood
Energy/Dynamics,intense,Environmental,storm,prairie,the intense roar of a tornado's wind
Energy/Dynamics,intense,Environmental,waves,cliff,waves crashing into a cave with maximum impact
Energy/Dynamics,intense,Environmental,geyser,basin,a geyser erupting with maximum steam pressure
Energy/Dynamics,intense,Environmental,glacier,arctic,a glacier wall collapsing into the sea
Energy/Dynamics,intense,Environmental,river,rapids,a river surging through a narrow gorge at peak flow
Energy/Dynamics,intense,Environmental,lightning,field,a direct lightning strike hitting a metal pole
Energy/Dynamics,intense,Environmental,ice sheet,tundra,a massive ice sheet cracking with intense energy
Energy/Dynamics,intense,Environmental,volcano,island,the explosive roar of a volcanic eruption
Energy/Dynamics,intense,Environmental,geothermal,valley,the intense hiss of a high-pressure steam vent
Energy/Dynamics,intense,Environmental,waves,pier,the sustained splashing of a heavy tide
Energy/Dynamics,intense,Organic,cicadas,orchard,a swarm of cicadas buzzing at peak intensity
Energy/Dynamics,intense,Organic,frogs,marsh,the deafening chorus of frogs in a wetland
Energy/Dynamics,intense,Organic,lions,plain,a pride of lions roaring in unison
Energy/Dynamics,intense,Organic,monkeys,rainforest,a troop of howler monkeys at dawn
Energy/Dynamics,intense,Organic,human,stadium,a crowd of eighty thousand people screaming
Energy/Dynamics,intense,Organic,whale,ocean,a whale song at close range underwater
Energy/Dynamics,intense,Organic,elephant,savanna,an elephant trumpeting at maximum volume
Energy/Dynamics,intense,Organic,wolves,forest,a pack of wolves howling at peak volume
Energy/Dynamics,intense,Organic,locusts,field,the intense buzz of a locust swarm passing
Energy/Dynamics,intense,Organic,crickets,meadow,the overwhelming chirping of field crickets in heat
Energy/Dynamics,intense,Organic,vocal,theatre,an operatic soprano hitting a piercing high note
Energy/Dynamics,intense,Organic,snore,bedroom,a deep rattling snore at maximum volume
Energy/Dynamics,intense,Organic,heart,quiet room,a heart beating at maximum rate after a sprint
Energy/Dynamics,intense,Domestic,vacuum,hallway,a powerful industrial vacuum cleaner on high
Energy/Dynamics,intense,Domestic,blender,kitchen,a high-powered blender running at full speed on ice
Energy/Dynamics,intense,Domestic,shower,bathroom,a multi-head shower spray at full pressure
Energy/Dynamics,intense,Domestic,hair dryer,bathroom,a professional hair dryer on maximum heat
Energy/Dynamics,intense,Domestic,microwave,kitchen,a microwave humming at full power
Energy/Dynamics,intense,Domestic,radio,living room,a radio turned to maximum volume with static
Energy/Dynamics,intense,Domestic,dishes,kitchen,a tray of silverware being spilled on tile
Energy/Dynamics,intense,Domestic,washing machine,laundry,a washer in an unbalanced spin cycle
Energy/Dynamics,intense,Electronic,feedback,stage,intense electronic feedback in a sound system
Energy/Dynamics,intense,Electronic,buzzer,factory,a loud industrial piezo alarm
Energy/Dynamics,explosive,Musical,crash cymbals,stadium,brass crash cymbals clashing with maximum force
Energy/Dynamics,explosive,Musical,snare drum,gymnasium,a snare drum being struck with a heavy rimshot
Energy/Dynamics,explosive,Musical,taiko drum,shrine,a massive taiko drum being struck once at peak volume
Energy/Dynamics,explosive,Musical,gong,temple,a large gong being hit with a hard mallet
Energy/Dynamics,explosive,Musical,timpani,concert hall,a timpani drum being struck with a hard plastic mallet
Energy/Dynamics,explosive,Musical,bass drum,orchestra pit,a concert bass drum being struck once forcefully
Energy/Dynamics,explosive,Musical,grand piano,ballroom,a loud dissonant chord being hammered on a piano
Energy/Dynamics,explosive,Musical,trumpet,cathedral,a trumpet playing a sharp staccato fanfare note
Energy/Dynamics,explosive,Musical,woodblock,hall,a woodblock being struck with a heavy mallet
Energy/Dynamics,explosive,Musical,chimes,tower,a single large chime being struck with a metal hammer
Energy/Dynamics,explosive,Musical,xylophone,studio,a xylophone being struck with a hard rubber mallet
Energy/Dynamics,explosive,Musical,guitar,garage,an electric guitar playing a loud power chord
Energy/Dynamics,explosive,Musical,tambourine,festival,a tambourine being struck hard against a thigh
Energy/Dynamics,explosive,Musical,handbells,church,a single handbell being rung with a sharp motion
Energy/Dynamics,explosive,Musical,udu drum,gallery,a sharp palm slap on the opening of an udu drum
Energy/Dynamics,explosive,Musical,log drum,jungle,a hollow log drum being struck with a solid bat
Energy/Dynamics,explosive,Musical,bongo,beach,a high-tuned bongo being hit with a sharp finger slap
Energy/Dynamics,explosive,Musical,cowbell,arena,a cowbell being struck with a heavy wooden stick
Energy/Dynamics,explosive,Mechanical,nail gun,construction site,a pneumatic nail gun firing into a wooden stud
Energy/Dynamics,explosive,Mechanical,rivet gun,shipyard,a pneumatic rivet gun firing a single shot
Energy/Dynamics,explosive,Mechanical,impact wrench,auto shop,an impact wrench tightening a bolt with a burst
Energy/Dynamics,explosive,Mechanical,steam whistle,station,the initial burst of a locomotive steam whistle
Energy/Dynamics,explosive,Mechanical,air compressor,garage,a high-pressure air tank valve popping open
Energy/Dynamics,explosive,Mechanical,piston,engine room,a heavy piston striking the top of a cylinder
Energy/Dynamics,explosive,Mechanical,stamping machine,plant,a metal stamping press hitting a part once
Energy/Dynamics,explosive,Mechanical,punch press,workshop,a punch press cutting a hole through steel
Energy/Dynamics,explosive,Mechanical,staple gun,attic,an industrial staple gun firing into wood
Energy/Dynamics,explosive,Mechanical,hammer,garage,a ball-peen hammer striking a steel anvil
Energy/Dynamics,explosive,Mechanical,valve,power plant,a high-pressure safety valve popping open
Energy/Dynamics,explosive,Mechanical,jackhammer,street,the first strike of a jackhammer on concrete
Energy/Dynamics,explosive,Mechanical,shutter,camera,a mechanical camera shutter firing at high speed
Energy/Dynamics,explosive,Mechanical,lock,vault,a heavy vault lock bolt snapping into place
Energy/Dynamics,explosive,Mechanical,boiler,basement,a commercial boiler igniting with a loud woosh
Energy/Dynamics,explosive,Mechanical,printing press,basement,the initial impact of a letterpress on paper
Energy/Dynamics,explosive,Mechanical,relay,substation,a heavy-duty relay clicking into place
Energy/Dynamics,explosive,Mechanical,lighter,porch,the initial ignition of a gas lighter
