tag,domain,source,environment,scenario
saturated,Environmental,lightning strike,mountain ridge,a lightning bolt striking a tall tree on a mountain ridge
saturated,Environmental,tornado,wheat field,a tornado's winds ripping through a farmhouse in a wheat field
saturated,Environmental,geothermal vent,wasteland,a high-pressure geothermal vent hissing in a volcanic wasteland
saturated,Organic,lion,savanna,a lion's chest vibrating during a sustained roar in the savanna
saturated,Organic,elephant,jungle,an elephant's long and powerful trumpet call in a tropical jungle
saturated,Organic,grizzly bear,cave,a grizzly bear's deep and resonant growl inside a rocky cave
saturated,Organic,human voice,concrete tunnel,a person shouting at the top of their lungs in a concrete tunnel
saturated,Organic,horse,wooden stable,a horse's loud and sustained whinny in a wooden stable
saturated,Organic,gorilla,rainforest,a gorilla thumping its chest with extreme force in a rainforest
saturated,Organic,cicadas,orchard,a swarm of cicadas buzzing at high volume in a sunlit orchard
saturated,Organic,bee swarm,meadow,a massive swarm of bees hovering near a hive in a meadow
saturated,Organic,wolf,snowy forest,a wolf's long and mournful howl in a snowy forest
saturated,Organic,alligator,swamp,an alligator's low-frequency bellowing in a murky swamp
saturated,Organic,walrus,arctic beach,a walrus's deep grunt on a rocky arctic beach
saturated,Organic,blue whale,open ocean,a blue whale vocalizing in the deep open ocean
saturated,Organic,human breath,running track,a person's heavy and labored breathing after a long sprint
saturated,Organic,stomach,quiet room,a stomach growling loudly and continuously in a quiet room
saturated,Organic,dry leaves,forest,dry leaves rustling intensely during a gale in a forest
saturated,Organic,dog,backyard,a large dog's heavy panting after playing in a sunny backyard
saturated,Organic,bird of prey,canyon,a hawk's sharp screech echoing in a deep desert canyon
saturated,Organic,cat,bedroom,a large cat's deep and steady purr on a soft bed
saturated,Domestic,vacuum cleaner,hallway,a vacuum cleaner running on its highest setting on a thick rug
saturated,Domestic,blender,kitchen,a blender motor straining while crushing ice in a kitchen
saturated,Domestic,pressure cooker,stove,a pressure cooker's safety valve whistling intensely on a stove
saturated,Domestic,washing machine,laundry room,a washing machine during a high-speed spin cycle with a heavy load
saturated,Domestic,hairdryer,bathroom,a hairdryer blowing air on high heat and speed in a bathroom
saturated,Domestic,frying pan,kitchen,oil sizzling and popping in a hot cast iron pan
saturated,Domestic,boiling water,pantry,water boiling vigorously in a large metal pot in a pantry
saturated,Domestic,radiator,apartment,a cast iron radiator hissing and thumping with steam in an apartment
saturated,Domestic,garbage disposal,kitchen sink,a garbage disposal grinding a fruit pit in a kitchen sink
saturated,Domestic,coffee grinder,breakfast nook,a coffee grinder pulverizing beans in a sunlit breakfast nook
saturated,Domestic,ceiling fan,bedroom,an unbalanced ceiling fan motor humming on its highest setting
saturated,Domestic,electric toothbrush,washroom,an electric toothbrush vibrating against a ceramic sink
saturated,Domestic,microwave,pantry,a microwave's transformer humming while running in a pantry
saturated,Domestic,furnace,basement,a furnace igniting and blowing air through metal ducts in a basement
saturated,Domestic,air conditioner,living room,a window air conditioner unit vibrating against its frame
saturated,Domestic,clothes dryer,laundry room,a dryer tumbling a heavy load of wet denim in a laundry room
saturated,Domestic,ironing board,bedroom,a steam iron's pump vibrating on an ironing board
saturated,Domestic,meat cleaver,butcher shop,a meat cleaver hacking through a thick bone on a wooden block
saturated,Electronic,guitar amp,garage,an electric guitar amplifier's feedback squealing in a garage
saturated,Electronic,transformer,city street,a large electrical transformer humming loudly on a utility pole
saturated,Electronic,radio static,attic,intense white noise from an old radio between stations in an attic
saturated,Electronic,neon sign,alleyway,a large neon sign's transformer buzzing in a rainy alleyway
saturated,Electronic,server fans,data center,the collective roar of cooling fans in a large data center
saturated,Electronic,speaker,car trunk,a car speaker's cone distorting at maximum volume in a trunk
saturated,Electronic,circuit board,workshop,a circuit board shorting out with a continuous series of pops
saturated,Electronic,bug zapper,backyard,an electric bug zapper hitting a large insect in a backyard
saturated,Electronic,tesla coil,laboratory,a large tesla coil's continuous electrical discharge in a lab
saturated,Electronic,geiger counter,uranium mine,a geiger counter clicking frantically near a radiation source
saturated,Electronic,smart speaker,hallway,a smart speaker's digital audio glitching in a hallway
saturated,Electronic,plasma ball,science museum,a large plasma ball's internal hum in a science museum
saturated,Electronic,walkie-talkie,hiking trail,a walkie-talkie emitting a long burst of white noise on a trail
saturated,Electronic,electric shaver,bathroom,an electric shaver motor vibrating in a tiled bathroom
saturated,Electronic,power lines,foggy field,high-voltage power lines humming in a foggy meadow
saturated,Electronic,taser,training gym,an electronic taser discharging into a conductive target in a gym
saturated,Electronic,microwave magnetron,kitchen,a microwave's magnetron humming during a long heating cycle
saturated,Electronic,audio feedback,stadium,piercing audio feedback through a large stadium PA system
