tag,domain,source,environment,scenario
bassy,Mechanical,wood chipper,blooming orchard,a wood chipper motor idling in a blooming orchard
bassy,Mechanical,tractor,cornfield,a heavy tractor pulling a plow through a cornfield
bassy,Mechanical,air compressor,garage,a large air compressor vibrating on a concrete floor in a garage
bassy,Mechanical,conveyor belt,mine,a heavy-duty conveyor belt carrying large rocks in a mine
bassy,Environmental,thunder,wide prairie,distant thunder rolling across a wide prairie
bassy,Environmental,earthquake,mountain range,an earthquake shifting tectonic plates beneath a mountain range
bassy,Environmental,ocean swell,cliff cave,a massive ocean swell hitting a sea cave at the base of a cliff
bassy,Environmental,avalanche,mountain valley,an avalanche of snow and ice rushing into a mountain valley
bassy,Environmental,waterfall,jungle,a massive waterfall plunging into a pool in a jungle
bassy,Environmental,volcanic tremor,volcanic island,a volcanic tremor preceding an eruption on an island
bassy,Environmental,mudslide,canyon wall,a mudslide moving down a steep canyon wall
bassy,Environmental,wind,skyscraper,wind buffeting the side of a tall skyscraper
bassy,Environmental,glacier,arctic,a glacier calving a massive ice block into the ocean
bassy,Environmental,geyser,geothermal field,the subterranean vibration before a geyser erupts in a field
bassy,Environmental,forest fire,pine grove,a massive forest fire moving through a pine grove
bassy,Environmental,flash flood,desert wash,a flash flood rushing through a dry wash in the desert
bassy,Environmental,storm surge,wooden pier,a heavy storm surge hitting a wooden pier in a coastal town
bassy,Environmental,rockfall,stone quarry,a massive rockfall in a stone quarry
bassy,Environmental,lake ice,frozen lake,thick lake ice shifting and booming during a winter night
bassy,Environmental,whirlpool,river gorge,a large whirlpool churning in a deep river gorge
bassy,Environmental,sinkhole,field,the ground collapsing into a sinkhole in a field
bassy,Environmental,lava flow,volcanic wasteland,a thick lava flow moving over a hollow lava tube
bassy,Organic,elephant,savanna,an elephant emitting a vibration in a savanna
bassy,Organic,blue whale,open ocean,a blue whale vocalizing in the open ocean
bassy,Organic,lion,grassland,a lion's chest vibrating during a roar in the grasslands
bassy,Organic,human voice,tiled shower,a person humming in a tiled shower
bassy,Organic,hippopotamus,river,a hippopotamus grunting underwater in a river
bassy,Organic,alligator,murky swamp,an alligator bellowing in a murky swamp
bassy,Organic,horse,stable,a horse breathing through its nose in a wooden stable
bassy,Organic,chest thump,gym,a person thumping their chest in a large gym
bassy,Organic,footsteps,hallway,heavy footsteps on a hollow wooden floor in a hallway
bassy,Organic,bear,cave,a bear growling in its chest inside a cave
bassy,Organic,ostrich,desert,an ostrich emitting a call in a desert
bassy,Organic,gorilla,rainforest,a gorilla beating its chest in a tropical rainforest
bassy,Organic,cat purr,bedroom,a large cat's purr vibrating on a mattress in a bedroom
bassy,Organic,stomach,quiet room,a stomach growling in a quiet room
bassy,Organic,oak tree,forest,a massive oak tree creaking in a strong wind in a forest
bassy,Organic,buffalo herd,prairie,a herd of buffalo stampeding across a prairie
bassy,Organic,snoring,nylon tent,a person snoring inside a nylon tent
bassy,Organic,heartbeat,wooden door,a heartbeat heard through a wooden door
bassy,Domestic,washing machine,laundry room,a washing machine during a heavy spin cycle in a laundry room
bassy,Domestic,refrigerator,kitchen,a refrigerator compressor starting up in a kitchen
bassy,Domestic,furnace,quiet basement,a furnace igniting in a quiet basement
bassy,Domestic,fire door,carpeted hotel,a heavy fire door slamming shut in a carpeted hotel
bassy,Domestic,ceiling fan,bedroom,a large ceiling fan wobbling on its mount in a bedroom
bassy,Domestic,closet door,hallway,a sliding closet door moving along its metal track in a hallway
bassy,Domestic,vacuum cleaner,living room,a vacuum cleaner motor running on a thick rug in a living room
bassy,Domestic,bathtub,bathroom,water draining out of a large bathtub in a bathroom
bassy,Domestic,dryer,laundry room,a dryer tumbling heavy sneakers in a laundry room
bassy,Domestic,garage door,driveway,a motorized garage door opening in a driveway
bassy,Domestic,cabinet door,pantry,a heavy wooden cabinet door being closed in a pantry
bassy,Domestic,fireplace,living room,the roar of a fire in a large stone fireplace
bassy,Domestic,air conditioner,window,a window air conditioner vibrating against the frame
bassy,Domestic,floorboard,dusty attic,a heavy floorboard creaking in a dusty attic
bassy,Domestic,trash can,alley,a plastic trash can being dragged across asphalt in an alley
bassy,Domestic,armchair,parlor,a heavy armchair being pushed across a hardwood floor
bassy,Domestic,window sash,study,a heavy window sash being slid down in a study
bassy,Domestic,radiator,bedroom,a cast iron radiator thumping as steam enters in a bedroom
bassy,Electronic,subwoofer,car trunk,a subwoofer vibrating the trunk of a car
bassy,Electronic,transformer,city street,a large electrical transformer humming on a city street
bassy,Electronic,power lines,foggy field,high-voltage power lines humming in a foggy field
bassy,Electronic,electric motor,workshop,a large electric motor spinning up in a workshop
bassy,Electronic,amplifier,garage,a bass guitar amplifier humming in a garage
bassy,Electronic,neon sign,dark bar,a large neon sign buzzing in a dark bar
bassy,Electronic,server fans,data center,the collective hum of server fans in a data center
bassy,Electronic,audio feedback,stage monitor,audio feedback through a large stage monitor
bassy,Electronic,plasma ball,science museum,a large plasma ball humming in a science museum
bassy,Electronic,arc welder,shipyard,an industrial arc welder humming in a shipyard
bassy,Electronic,crt television,living room,a cathode ray tube television humming in a living room
bassy,Electronic,microwave transformer,kitchen,a microwave transformer humming in a kitchen
bassy,Electronic,fence energizer,farm,an electric fence energizer clicking in a farm
bassy,Electronic,ups unit,office,a large uninterruptible power supply humming during a power outage
bassy,Electronic,radio transmitter,station,a high-power radio transmitter humming at a station
bassy,Electronic,drone,meadow,a heavy-lift drone hovering over a meadow
bassy,Electronic,induction cooktop,kitchen,an induction cooktop humming at high power in a kitchen
bassy,Electronic,hair dryer,bathroom,a hair dryer motor vibrating in a bathroom
