tag,domain,source,environment,scenario
artificial,Environmental,lab signal generator,laboratory,electronic pink noise mimicking a hailstorm in a laboratory
artificial,Environmental,zoo enclosure,zoo,a digital rain forest soundscape in a zoo enclosure
artificial,Organic,vocoder,tiled hallway,a vocoder-processed human voice in a tiled hallway
artificial,Organic,computer terminal,study,synthesized speech from a computer terminal in a study
artificial,Organic,electronic toy,pet shop,digital parrot mimicry from an electronic toy in a pet shop
artificial,Organic,heartbeat monitor,hospital room,an electronic heartbeat monitor pulsing in a hospital room
artificial,Organic,security device,yard,a synthesized dog bark from a security device in a yard
artificial,Organic,animatronic bear,forest museum,a robotic growl from an animatronic bear in a forest museum
artificial,Organic,medical mannequin,clinic,digital breathing from a medical training mannequin in a clinic
artificial,Organic,soundboard,stadium,synthesized applause from a stadium soundboard
artificial,Organic,sonic repeller,tent,an electronic mosquito buzz from a sonic repeller in a tent
artificial,Organic,digital processor,stone chapel,a vocoded choir through a digital processor in a stone chapel
artificial,Organic,motion-activated prop,basement,a digital scream from a motion-activated prop in a basement
artificial,Organic,greeting card,kitchen,a synthesized cat meow from an electronic greeting card in a kitchen
artificial,Organic,digital installation,greenhouse,an electronic insect swarm from a digital installation in a greenhouse
artificial,Organic,video game engine,living room,a digital footstep sound being triggered in a living room
artificial,Organic,plastic doll,nursery,a synthesized baby cry from a plastic doll in a nursery
artificial,Organic,digital clock,parlor,a robotic bird chirp from a digital clock in a parlor
artificial,Organic,foley stage,theater,an electronic horse gallop from a foley stage in a theater
artificial,Organic,hydrophone,underwater exhibit,synthesized whale song through a hydrophone in an underwater exhibit
artificial,Domestic,touchscreen,kitchen,a smart fridge touchscreen clicking in a kitchen
artificial,Domestic,microwave,pantry,a microwave digital signal in a pantry
artificial,Domestic,doorbell,hallway,an electronic doorbell ringing in a hallway
artificial,Domestic,washing machine,laundry room,a washing machine digital melody in a laundry room
artificial,Domestic,induction cooktop,modern kitchen,an induction cooktop pulse in a modern kitchen
artificial,Domestic,alarm clock,bedroom,a digital alarm clock signaling in a bedroom
artificial,Domestic,smart speaker,living room,a smart speaker notification in a living room
artificial,Domestic,air freshener,bathroom,an electronic air freshener spraying in a bathroom
artificial,Domestic,thermostat,hallway,a digital thermostat clicking in a hallway
artificial,Domestic,robot mop,dining room,a robot mop whirring in a dining room
artificial,Domestic,smart lock,front door,a smart lock motor engaging in a front door
artificial,Domestic,toy car,playroom,an electronic toy car racing in a playroom
artificial,Domestic,kitchen scale,pantry,a digital kitchen scale signaling in a pantry
artificial,Domestic,smart oven,kitchen,a smart oven preheat signal in a kitchen
artificial,Domestic,toothbrush,washroom,an electronic toothbrush mode change in a washroom
artificial,Domestic,photo frame,study,a digital photo frame transitioning in a study
artificial,Domestic,coffee maker,breakfast nook,a smart coffee maker brewing in a breakfast nook
artificial,Domestic,pet door,garage,an electronic pet door opening in a garage
artificial,Electronic,sample rate reducer,laboratory,digital aliasing from a sample rate reducer in a laboratory
artificial,Electronic,test tone generator,anechoic chamber,a sinusoidal test tone in an anechoic chamber
artificial,Electronic,radio,attic,white noise from a radio between stations in an attic
artificial,Electronic,recording console,studio,digital clipping in a recording console in a studio
artificial,Electronic,circuit board,workshop,a square wave pulse from a circuit board in a workshop
artificial,Electronic,server,data center,quantization error noise in a data center
artificial,Electronic,microphone,gymnasium,electronic feedback from a microphone in a gymnasium
artificial,Electronic,audio file,library,a digital glitch from a corrupted audio file in a library
artificial,Electronic,ground loop,basement,an electronic hum from a ground loop in a basement
artificial,Electronic,motor controller,garage,pulse width modulation from a motor controller in a garage
artificial,Electronic,VCO,electronics lab,a sawtooth wave from a voltage controlled oscillator in a lab
artificial,Electronic,handheld scanner,warehouse,a digital bleep from a handheld scanner in a warehouse
artificial,Electronic,neon sign,alleyway,an electronic buzz from a neon sign transformer in an alleyway
artificial,Electronic,modem,office,a digital data burst from a modem in an office
artificial,Electronic,motherboard,server room,electronic chirps from a motherboard in a server room
artificial,Electronic,reverb processor,empty hall,a digital reverb tail in an empty hall
artificial,Electronic,short circuit,laboratory,an electronic sizzle from a short circuit in a laboratory
artificial,Electronic,telecommunications hub,hub,digital bitstream noise in a telecommunications hub
