tag,domain,source,environment,scenario
full,Environmental,avalanche,mountain slope,an avalanche of snow rushing down a steep peak
full,Environmental,geyser,geothermal park,a geyser's sustained eruption of steam and water
full,Environmental,river rapids,rocky gorge,river rapids churning through a rocky gorge
full,Environmental,rain,farm shed,rain pelting a corrugated tin roof of a farm shed
full,Environmental,hail,greenhouse,hail hitting a glass greenhouse in a suburban garden
full,Environmental,volcanic rumble,island,a volcanic rumble coming from deep underground
full,Environmental,ice shelf,arctic bay,a massive ice shelf calving into the ocean
full,Environmental,waves,sea cave,waves echoing deep inside a coastal sea cave
full,Environmental,forest canopy,pine forest,a dense forest canopy rustling in a strong wind
full,Environmental,mud pot,volcanic field,a thick mud pot bubbling and steaming in a volcanic field
full,Environmental,sandstorm,desert ruin,a sandstorm blasting against the walls of a desert ruin
full,Environmental,storm surge,coastal village,a storm surge hitting a wooden pier in a coastal village
full,Organic,lion,open savanna,a lion's sustained roar in the open savanna
full,Organic,elephant,jungle,an elephant's long trumpet call in a jungle
full,Organic,blue whale,open ocean,a blue whale's low-frequency song in the open ocean
full,Organic,grizzly bear,rocky cave,a grizzly bear's deep growl in a rocky cave
full,Organic,opera singer,auditorium,an opera singer's sustained note in an auditorium
full,Organic,human heart,doctor office,a human heart beating steadily heard through a chest
full,Organic,stomach,quiet room,a stomach growling loudly in a quiet room
full,Organic,swan wings,lake,a swan's wings flapping heavily during takeoff from a lake
full,Organic,horse herd,dry plain,a herd of horses stampeding across a dry plain
full,Organic,beaver tail,still pond,a beaver's tail slapping the surface of a still pond
full,Organic,alligator,swamp,an alligator's low bellow in a swamp
full,Organic,wolf,snowy forest,a wolf's long howl in a snowy forest
full,Organic,great horned owl,nighttime wood,a great horned owl's hoot in a nighttime wood
full,Organic,large cat,living room rug,a large cat's deep purr while resting on a rug
full,Organic,horse,wooden stable,a horse's long whinny in a wooden stable
full,Organic,gorilla,mountain rainforest,a gorilla thumping its chest in a mountain rainforest
full,Organic,human breath,running track,a person's deep breath after a long run on a track
full,Organic,dry leaves,forest floor,dry leaves rustling under a person's weight in a forest
full,Domestic,fireplace,stone fireplace,a fire roaring in a large stone fireplace
full,Domestic,vacuum cleaner,hallway,a vacuum cleaner running on a thick carpet in a hallway
full,Domestic,washing machine,laundry room,a washing machine's agitator moving through a full load
full,Domestic,clothes dryer,laundry room,a clothes dryer tumbling heavy towels in a laundry room
full,Domestic,blender,kitchen,a blender liquefying a thick smoothie in a kitchen
full,Domestic,teakettle,kitchen stove,a teakettle's sustained whistle on a stove
full,Domestic,water faucet,bathroom,water pouring from a wide faucet into a ceramic bathtub
full,Domestic,shower head,bathroom,a shower head spraying water against a plastic curtain
full,Domestic,wooden door,stone hall,a heavy wooden door swinging shut on metal hinges in a stone hall
full,Domestic,refrigerator,kitchen,a refrigerator's compressor humming in a kitchen
full,Domestic,cast iron radiator,bedroom,a cast iron radiator thumping and hissing in a bedroom
full,Domestic,floorboard,attic,a heavy floorboard creaking under a person's weight in an attic
full,Domestic,kitchen cabinet,pantry,a kitchen cabinet being slammed shut in a pantry
full,Domestic,trunk lid,garage,a car's trunk lid being closed firmly in a garage
full,Domestic,rug,backyard,a heavy rug being beaten with a wooden paddle outdoors
full,Domestic,leather suitcase,stone floor,a leather suitcase being dragged across a stone floor
full,Domestic,grandfather clock,parlor,a grandfather clock's pendulum swinging in a wooden case
full,Domestic,sash window,library,a large sash window being slid down in a library
full,Electronic,subwoofer,car trunk,a subwoofer's sustained hum in a car trunk
full,Electronic,electrical transformer,city street,a large electrical transformer buzzing on a city street
full,Electronic,power lines,foggy meadow,high-voltage power lines humming in a foggy meadow
full,Electronic,guitar amplifier,stage,an electric guitar amplifier's feedback on a stage
full,Electronic,synthesizer,recording studio,a synthesizer's long chord through a rotary speaker
full,Electronic,neon sign,dark bar,a large neon sign's constant hum in a dark bar
full,Electronic,cooling fans,server room,the collective drone of cooling fans in a server room
full,Electronic,radio static,attic,white noise from an old radio between stations in an attic
full,Electronic,plasma ball,science museum,a plasma ball's internal hum in a science museum
full,Electronic,tesla coil,laboratory,a large tesla coil's electrical discharge in a laboratory
full,Electronic,electric motor,workshop,a electric motor's steady whine in a workshop
full,Electronic,intercom,school hallway,an intercom's constant buzz in a school hallway
full,Electronic,radar dish,coastal station,a radar dish's motor spinning in a coastal station
full,Electronic,sonar pulse,underwater,a sonar pulse echoing in an underwater environment
full,Electronic,microwave,kitchen,a microwave's hum while heating food in a kitchen
full,Electronic,induction cooktop,kitchen,an induction cooktop's magnetic vibration in a kitchen
full,Electronic,high-voltage arc,lab,a high-voltage arc jumping between electrodes in a lab
full,Electronic,electronic siren,city street,an electronic siren's wail on a city street
