tag,domain,source,environment,scenario
explosive,Electronic,capacitor,lab,a large electrolytic capacitor failing with a snap in a lab
explosive,Electronic,circuit breaker,basement,a main circuit breaker tripping with a heavy click in a basement
explosive,Electronic,speaker,car,a car speaker cone tearing under extreme volume
explosive,Electronic,static discharge,office,a static spark jumping to a metal filing cabinet in an office
explosive,Electronic,tesla coil,exhibition hall,a tesla coil discharging a massive spark in a hall
explosive,Electronic,bug zapper,garden,a large moth hitting an electric bug zapper in a garden
explosive,Electronic,battery,workshop,a lithium battery casing rupturing in a workshop
explosive,Electronic,television,living room,a crt television tube imploding in a living room
explosive,Electronic,amplifier,stage,a guitar amplifier fuse blowing during a performance
explosive,Electronic,flash tube,studio,a high-power studio flash tube shattering
explosive,Electronic,computer,server room,a power supply unit shorting out in a server room
explosive,Electronic,taser,training gym,an electronic taser discharging into a conductive target
explosive,Electronic,junction box,industrial site,an electrical arc jumping inside a metal junction box
explosive,Electronic,neon sign,rainy street,a neon sign transformer shorting out in the rain
explosive,Electronic,microwave,kitchen,a microwave magnetron failing with a loud pop
explosive,Electronic,vacuum tube,attic,an old radio vacuum tube shattering in a dusty attic
explosive,Electronic,drone,park,a drone battery failing and expanding during a crash in a park
