tag,domain,source,environment,scenario
compressed,Environmental,air,snow cave,air escaping from a collapsing snow cave on a mountain
compressed,Environmental,rain,backyard,rain hitting a taut plastic tarp stretched over a garden
compressed,Environmental,geyser,geothermal park,geyser water being forced through a narrow rocky vent
compressed,Environmental,lava,volcanic island,molten lava moving through a tight subterranean tube
compressed,Environmental,soil,construction site,soil being compacted by a heavy vibrating roller
compressed,Environmental,tree trunk,rainforest,a tree trunk being squeezed by a thick climbing vine
compressed,Environmental,glacier,arctic,glacier ice fracturing under the weight of a moving shelf
compressed,Environmental,river water,narrow gorge,river water being forced through a narrow stone gorge
compressed,Environmental,falling snow,pine forest,falling snow landing in a deep and heavy snow drift
compressed,Environmental,gas bubble,marshland,a gas bubble rising and popping through thick peat mud
compressed,Organic,human throat,stone hall,a human voice shouting through a constricted throat
compressed,Organic,heart,running track,a human heart beating under extreme physical exertion
compressed,Organic,lungs,observatory,lungs exhaling a sharp breath through pursed lips
compressed,Organic,hands,library,two palms being squeezed together with great force
compressed,Organic,snake,jungle,snake coils tightening around a hollow branch
compressed,Organic,bird,bird sanctuary,a bird chirping through a narrow and pointed beak
compressed,Organic,dog,backyard,a large dog growling through tightly closed teeth
compressed,Organic,joint,yoga studio,a person's joint popping under the weight of a pose
compressed,Organic,footstep,riverbank,a footstep landing in wet and packed clay on a riverbank
compressed,Organic,insect wings,hollow log,insect wings vibrating in a tight and narrow cocoon
compressed,Organic,cat,bedroom,a cat purring while being held tightly in a person's arms
compressed,Organic,stomach,elevator,a human stomach gurgling in a cramped and quiet space
compressed,Organic,teeth,bedroom,teeth grinding together under heavy jaw pressure in sleep
compressed,Organic,fish,fishing boat,a large fish flapping its body in a narrow nylon net
compressed,Organic,squirrel,park,a squirrel chattering inside a small hollow in a tree
compressed,Organic,muscles,gym,human muscles tensing and creaking during a heavy lift
compressed,Organic,bee,flower garden,a bee buzzing inside the closed petals of a flower
compressed,Organic,frog,drainage pipe,a frog croaking inside a narrow stone drainage pipe
compressed,Domestic,sponge,kitchen,a wet sponge being squeezed in a person's hand
compressed,Domestic,ketchup bottle,diner,ketchup being forced out of a nearly empty plastic bottle
compressed,Domestic,vacuum nozzle,living room,a vacuum cleaner nozzle being pressed against a thick rug
compressed,Domestic,plastic container,pantry,air escaping from a sealed plastic food container
compressed,Domestic,door seal,hallway,a rubber door seal being pressed into a metal frame
compressed,Domestic,pill bottle,bathroom,a child-proof pill bottle cap being screwed on tightly
compressed,Domestic,cushion,parlor,a foam cushion being sat on and flattening against a chair
compressed,Domestic,toothpaste,washroom,toothpaste being squeezed from a nearly flat tube
compressed,Domestic,window,attic,a wooden window being forced into a tight and swollen frame
compressed,Domestic,luggage,bedroom,a suitcase being zipped shut while overstuffed with clothes
compressed,Domestic,spray bottle,garden,a plastic spray bottle trigger being pulled slowly against pressure
compressed,Domestic,dishcloth,kitchen,a wet dishcloth being wrung out over a sink
compressed,Domestic,plastic wrap,dining room,plastic wrap being stretched tightly over a ceramic bowl
compressed,Domestic,laundry,laundry room,wet laundry being stuffed into a small mesh bag
compressed,Domestic,glass jar,pantry,the rubber seal on a glass jar being pulled open
compressed,Domestic,ironing board,bedroom,ironing board metal legs being folded into a tight position
compressed,Domestic,drawer,study,a wooden drawer being forced into a narrow desk slot
compressed,Domestic,pipe,basement,a water pipe hissing behind a thick sheet of drywall
compressed,Electronic,radio,attic,a radio signal passing through a narrow bandpass filter
compressed,Electronic,preamp,recording studio,an audio signal clipping in a small solid-state preamp
compressed,Electronic,walkie-talkie,hiking trail,a walkie-talkie transmit button being pressed and held
compressed,Electronic,capacitor,workshop,a small capacitor charging up in a cramped circuit board
compressed,Electronic,intercom,school,an intercom speaker vibrating at its physical excursion limit
compressed,Electronic,cell phone,subway,audio being played through a tiny cell phone speaker
compressed,Electronic,transmitter,field,a static burst in a low-power radio transmitter
compressed,Electronic,digital file,office,a digital audio file with extreme bit-rate reduction playing
compressed,Electronic,guitar amp,garage,an electric guitar amplifier running with a dying battery
compressed,Electronic,transformer,basement,an electrical transformer humming in a shielded metal box
compressed,Electronic,buzzer,playroom,an electronic buzzer vibrating inside a thick plastic casing
compressed,Electronic,smartwatch,bedroom,a smartwatch vibration motor buzzing against a human wrist
compressed,Electronic,printer,office,laser printer rollers grabbing a sheet of paper at a high speed
compressed,Electronic,taser,training gym,an electronic taser discharging in a small confined space
compressed,Electronic,solenoid,vending machine,an electromagnetic solenoid clicking against a rubber stop
compressed,Electronic,shielded cable,server room,data packet noise in a high-density shielded cable
compressed,Electronic,voice memo,library,a voice memo being played through a phone's earpiece
compressed,Electronic,circuit breaker,electrical room,a circuit breaker tripping inside a heavy metal box
