category,tag,domain,source,environment,scenario,file
harmonic/resonant,resonant,mechanical,generator,outpost,the steady throb of a large backup generator in a remote shed,resonant/resonant_mechanical_0028.mp3
harmonic/resonant,resonant,mechanical,fan,server room,the massive roar of a high-volume data center cooling fan,resonant/resonant_mechanical_0029.mp3
harmonic/resonant,resonant,mechanical,bell,ship,the decaying ring of a brass ship bell after a heavy strike,resonant/resonant_mechanical_0030.mp3
harmonic/resonant,resonant,mechanical,spring,basement,the metallic ring of a high-tension coil spring being released,resonant/resonant_mechanical_0031.mp3
harmonic/resonant,resonant,mechanical,valve,shipyard,the roar of a large pressure valve closing in a steel hull,resonant/resonant_mechanical_0032.mp3
harmonic/resonant,resonant,mechanical,drill,mine,the whine of a high-torque hammer drill into a stone wall,resonant/resonant_mechanical_0033.mp3
harmonic/resonant,resonant,mechanical,shutter,museum,the mechanical resonance of a medium-format camera body after a click,resonant/resonant_mechanical_0034.mp3
harmonic/resonant,resonant,environmental,thunder,plains,a massive thunderclap rolling across the flat expanse of the plains,resonant/resonant_environmental_0035.mp3
harmonic/resonant,resonant,environmental,echo,cave,a person's shout reflecting off the jagged walls of a limestone cavern,resonant/resonant_environmental_0036.mp3
harmonic/resonant,resonant,environmental,waterfall,valley,the heavy roar of a massive curtain waterfall hitting a pool,resonant/resonant_environmental_0037.mp3
harmonic/resonant,resonant,environmental,waves,cliffs,the deep boom of a wave crashing into a large sea cave,resonant/resonant_environmental_0038.mp3
harmonic/resonant,resonant,environmental,ice,glacier,the deep groan of a massive ice sheet shifting over rock,resonant/resonant_environmental_0039.mp3
harmonic/resonant,resonant,environmental,geyser,basin,the resonant gurgling of a geothermal pool before eruption,resonant/resonant_environmental_0040.mp3
harmonic/resonant,resonant,environmental,rockslide,mountain,a massive boulder crashing onto a flat granite slope,resonant/resonant_environmental_0041.mp3
harmonic/resonant,resonant,environmental,avalanche,slope,the loud rumbling of a heavy snow and debris slide,resonant/resonant_environmental_0042.mp3
harmonic/resonant,resonant,environmental,fire,forest,the steady roar of a large crowning forest fire in the wind,resonant/resonant_environmental_0043.mp3
harmonic/resonant,resonant,environmental,wind,canyon,a low howling wind through a wide sandstone canyon,resonant/resonant_environmental_0044.mp3
harmonic/resonant,resonant,environmental,bamboo,grove,the heavy clacking of thick bamboo stalks in a storm,resonant/resonant_environmental_0045.mp3
harmonic/resonant,resonant,environmental,steam,vent,the roaring hiss of a high-pressure volcanic fumarole,resonant/resonant_environmental_0046.mp3
harmonic/resonant,resonant,environmental,lava,tube,the hollow bubbling of lava flowing through a subterranean cave,resonant/resonant_environmental_0047.mp3
harmonic/resonant,resonant,environmental,stalactite,cavern,the resonant ring of a large water drop in a stone hall,resonant/resonant_environmental_0048.mp3
harmonic/resonant,resonant,environmental,river,canyon,the deep gurgle of a river as it flows into a narrow gorge,resonant/resonant_environmental_0049.mp3
harmonic/resonant,resonant,environmental,storm,harbor,the clatter of metal ship rigging in a deep sea cave,resonant/resonant_environmental_0050.mp3
harmonic/resonant,resonant,environmental,earthquake,valley,the low-frequency shifting of the ground in a ravine,resonant/resonant_environmental_0051.mp3
harmonic/resonant,resonant,environmental,rain,warehouse,heavy rain drumming on the roof of a massive empty building,resonant/resonant_environmental_0052.mp3
harmonic/resonant,resonant,organic,voice,hall,the deep guttural chanting of a bass-baritone monk in a temple,resonant/resonant_organic_0053.mp3
harmonic/resonant,resonant,organic,purr,parlor,the resonant low-frequency purr of a large domestic cat,resonant/resonant_organic_0054.mp3
harmonic/resonant,resonant,organic,whale,ocean,the low-frequency moan of a distant humpback whale,resonant/resonant_organic_0055.mp3
harmonic/resonant,resonant,organic,lion,savanna,the deep resonant roar of a male lion at dawn,resonant/resonant_organic_0056.mp3
harmonic/resonant,resonant,organic,elephant,savanna,the low-frequency rumble of an elephant's infrasonic call,resonant/resonant_organic_0057.mp3
harmonic/resonant,resonant,organic,throat,hall,the lingering resonance of an overtone singer's note,resonant/resonant_organic_0058.mp3
harmonic/resonant,resonant,organic,howl,woods,the loud mournful howl of a lone wolf in the forest,resonant/resonant_organic_0059.mp3
harmonic/resonant,resonant,organic,bark,yard,the powerful resonant bark of a large mastiff dog,resonant/resonant_organic_0060.mp3
harmonic/resonant,resonant,organic,laugh,pub,a loud hearty laugh directed into a quiet stone room,resonant/resonant_organic_0061.mp3
harmonic/resonant,resonant,organic,wings,woods,the heavy thumping of a large bird's wings taking flight,resonant/resonant_organic_0062.mp3
harmonic/resonant,resonant,organic,wood,workshop,the powerful creak of a heavy wooden floor under weight,resonant/resonant_organic_0063.mp3
harmonic/resonant,resonant,organic,scales,swamp,the heavy splash of an alligator's tail in a river bend,resonant/resonant_organic_0064.mp3
harmonic/resonant,resonant,organic,hooves,road,the heavy thud of a draft horse galloping on a dirt path,resonant/resonant_organic_0065.mp3
harmonic/resonant,resonant,organic,snore,bedroom,a deep rhythmic snore vibrating the air of a room,resonant/resonant_organic_0066.mp3
harmonic/resonant,resonant,organic,shout,stadium,the roar of a stadium crowd after a scoring play,resonant/resonant_organic_0067.mp3
harmonic/resonant,resonant,organic,heartbeat,room,the thumping of a heart heard through a wooden floor,resonant/resonant_organic_0068.mp3
harmonic/resonant,resonant,organic,beak,forest,the powerful drumming of a woodpecker on a hollow tree,resonant/resonant_organic_0069.mp3
harmonic/resonant,resonant,domestic,door,hallway,the heavy thud of a solid oak front door closing,resonant/resonant_domestic_0070.mp3
harmonic/resonant,resonant,domestic,clock,foyer,the slow resonant tick of a large grandfather clock,resonant/resonant_domestic_0071.mp3
harmonic/resonant,resonant,domestic,pot,kitchen,the heavy clang of a cast iron dutch oven on a stove,resonant/resonant_domestic_0072.mp3
harmonic/resonant,resonant,domestic,kettle,pantry,the piercing whistle of a tea kettle at full boil,resonant/resonant_domestic_0073.mp3
harmonic/resonant,resonant,domestic,faucet,bathroom,the powerful roar of water filling a large bathtub,resonant/resonant_domestic_0074.mp3
harmonic/resonant,resonant,domestic,cabinet,pantry,the solid thud of a thick wooden dresser drawer closing,resonant/resonant_domestic_0075.mp3
harmonic/resonant,resonant,domestic,stairs,foyer,the deep creak of a wooden staircase under a heavy step,resonant/resonant_domestic_0076.mp3
harmonic/resonant,resonant,domestic,rug,hallway,the heavy thud of a large rug hitting a wood floor,resonant/resonant_domestic_0077.mp3
harmonic/resonant,resonant,domestic,safe,office,the metallic clunk of a fireproof safe handle turning,resonant/resonant_domestic_0078.mp3
harmonic/resonant,resonant,domestic,trunk,attic,the resonant creak of a large antique storage trunk,resonant/resonant_domestic_0079.mp3
harmonic/resonant,resonant,domestic,fan,bedroom,the powerful whir of a ceiling fan on high speed,resonant/resonant_domestic_0080.mp3
harmonic/resonant,resonant,domestic,iron,laundry,the loud hiss of a steam iron releasing pressure,resonant/resonant_domestic_0081.mp3
harmonic/resonant,resonant,domestic,blender,kitchen,the rhythmic thrum of an industrial stand mixer,resonant/resonant_domestic_0082.mp3
harmonic/resonant,resonant,domestic,refrigerator,kitchen,the steady hum of a large commercial fridge,resonant/resonant_domestic_0083.mp3
harmonic/resonant,resonant,domestic,keys,foyer,the loud jingle of a large ring of keys on a hook,resonant/resonant_domestic_0084.mp3
harmonic/resonant,resonant,domestic,can,pantry,the loud snap of a soda tab being opened quickly,resonant/resonant_domestic_0085.mp3
harmonic/resonant,resonant,domestic,glass,dining room,the transparent ring of a crystal glass being struck,resonant/resonant_domestic_0086.mp3
harmonic/resonant,resonant,electronic,subwoofer,club,a deep sustained sub-bass pulse from a large speaker,resonant/resonant_electronic_0087.mp3
harmonic/resonant,resonant,electronic,transformer,substation,the heavy 60hz hum of a large power transformer,resonant/resonant_electronic_0088.mp3
harmonic/resonant,resonant,electronic,hum,basement,the steady thrum of an electrical inverter in a room,resonant/resonant_electronic_0089.mp3
harmonic/resonant,resonant,electronic,synth,den,a thick low-frequency pad sound from an analog synth,resonant/resonant_electronic_0090.mp3
harmonic/resonant,resonant,electronic,amplifier,stage,the low-frequency hum of a large tube bass amp,resonant/resonant_electronic_0091.mp3
harmonic/resonant,resonant,electronic,monitor,office,the subtle low thrum of an industrial cooling system,resonant/resonant_electronic_0092.mp3
harmonic/resonant,resonant,electronic,alarm,factory,the low-frequency pulse of an industrial evacuation siren,resonant/resonant_electronic_0093.mp3
harmonic/resonant,resonant,electronic,fan,server room,the massive thrum of a high-volume server rack fan,resonant/resonant_electronic_0094.mp3
harmonic/resonant,resonant,electronic,static,radio,the low-frequency rumble of radio interference on a speaker,resonant/resonant_electronic_0095.mp3
harmonic/resonant,resonant,electronic,relay,closet,the solid click of a high-voltage industrial contactor,resonant/resonant_electronic_0096.mp3
harmonic/resonant,resonant,electronic,microwave,kitchen,the heavy hum of a commercial microwave oven,resonant/resonant_electronic_0097.mp3
harmonic/resonant,resonant,electronic,battery,garage,the low-frequency buzz of a heavy-duty battery charger,resonant/resonant_electronic_0098.mp3
harmonic/resonant,resonant,electronic,motor,workshop,the powerful growl of an industrial wood planer,resonant/resonant_electronic_0099.mp3
harmonic/resonant,resonant,electronic,charger,bedroom,the subtle low-frequency whine of a large power brick,resonant/resonant_electronic_0100.mp3
harmonic/resonant,resonant,electronic,scanner,office,the resonant whir of a large format scanner,resonant/resonant_electronic_0101.mp3
harmonic/resonant,resonant,electronic,heater,bedroom,the steady low hum of an electric oil radiator,resonant/resonant_electronic_0102.mp3
harmonic/resonant,resonant,electronic,phone,foyer,the loud vibration of a smartphone on a metal table,resonant/resonant_electronic_0103.mp3
harmonic/resonant,high,musical,piccolo,observatory,a staccato note played on a small silver piccolo in a dome,high/high_musical_0000.mp3
harmonic/resonant,high,musical,triangle,chamber,a metal beater striking a small steel triangle in a music room,high/high_musical_0001.mp3
harmonic/resonant,high,musical,finger cymbals,temple,two small thick finger cymbals clashing in a stone hall,high/high_musical_0002.mp3
harmonic/resonant,high,musical,glockenspiel,nursery,a metal mallet hitting the smallest bar on a glockenspiel,high/high_musical_0003.mp3
harmonic/resonant,high,musical,violin,studio,a bow drawing a high harmonic note on a thin violin string,high/high_musical_0004.mp3
harmonic/resonant,high,musical,tin whistle,meadow,a sharp breath through a narrow-bore metal penny whistle,high/high_musical_0005.mp3
harmonic/resonant,high,musical,harp,gallery,a sharp pluck on the shortest high-tension harp string,high/high_musical_0006.mp3
harmonic/resonant,high,musical,recorder,classroom,a high-register note on a plastic soprano recorder,high/high_musical_0007.mp3
harmonic/resonant,high,musical,celesta,palace,the clear tinkling ring of a high celesta key strike,high/high_musical_0008.mp3
harmonic/resonant,high,musical,mandolin,orchard,a sharp pluck on a high-tension mandolin string,high/high_musical_0009.mp3
harmonic/resonant,high,musical,flute,meadow,a high-pitched trill on a silver transverse flute,high/high_musical_0010.mp3
harmonic/resonant,high,musical,zither,courtyard,a wire string being plucked by a narrow metal plectrum,high/high_musical_0011.mp3
harmonic/resonant,high,musical,harmonica,porch,a high-register blow through a single harmonica hole,high/high_musical_0012.mp3
harmonic/resonant,high,musical,ukulele,porch,a sharp pluck on a high nylon ukulele string,high/high_musical_0013.mp3
harmonic/resonant,high,musical,accordion,street,a thin reedy note on a small button accordion,high/high_musical_0014.mp3
harmonic/resonant,high,musical,bells,tundra,a high-pitched jingle from a narrow silver bell,high/high_musical_0015.mp3
harmonic/resonant,high,musical,trumpet,plaza,a high fanfare note on a muted trumpet in a square,high/high_musical_0016.mp3
harmonic/resonant,high,mechanical,watch,library,the rapid ticking of a small mechanical wristwatch,high/high_mechanical_0017.mp3
harmonic/resonant,high,mechanical,drill,garage,the high-pitched whine of a small electric rotary tool,high/high_mechanical_0018.mp3
harmonic/resonant,high,mechanical,turbine,hangar,the high-frequency sing of a spinning air turbine,high/high_mechanical_0019.mp3
harmonic/resonant,high,mechanical,escapement,watchmaker,the delicate vibration of a balance wheel in a shop,high/high_mechanical_0020.mp3
harmonic/resonant,high,mechanical,shutter,studio,the sharp snap of a camera with a narrow leaf shutter,high/high_mechanical_0021.mp3
harmonic/resonant,high,mechanical,relay,server room,the fast click of a small electronic relay switch,high/high_mechanical_0022.mp3
harmonic/resonant,high,mechanical,lathe,factory,the high-pitched chatter of a lathe on a thin rod,high/high_mechanical_0023.mp3
harmonic/resonant,high,mechanical,fan,office,the whir of a small usb cooling fan on a desk,high/high_mechanical_0024.mp3
harmonic/resonant,high,mechanical,typewriter,study,the sharp strike of a typewriter key on a metal platen,high/high_mechanical_0025.mp3
harmonic/resonant,high,mechanical,stapler,office,the click of a small handheld travel stapler,high/high_mechanical_0026.mp3
harmonic/resonant,high,mechanical,lock,vault,the click of a small tumbler in a jewelry box lock,high/high_mechanical_0027.mp3
harmonic/resonant,high,mechanical,spring,basement,the twang of a thin high-tension coil spring,high/high_mechanical_0028.mp3
harmonic/resonant,high,mechanical,valve,shipyard,the hiss of air from a narrow needle valve,high/high_mechanical_0029.mp3
harmonic/resonant,high,mechanical,meter,garage,the sharp click of a mechanical meter incrementing,high/high_mechanical_0030.mp3
harmonic/resonant,high,mechanical,tally counter,stadium,the snap of a metal hand counter,high/high_mechanical_0031.mp3
harmonic/resonant,high,mechanical,button,elevator,the precise click of a metal elevator button,high/high_mechanical_0032.mp3
harmonic/resonant,high,mechanical,bearing,factory,the ring of a tiny ball bearing on a glass plate,high/high_mechanical_0033.mp3
harmonic/resonant,high,environmental,wind,canyon,wind whistling through a needle-fine crack in a rock,high/high_environmental_0034.mp3
harmonic/resonant,high,environmental,steam,vent,the high-pitched hiss from a narrow geothermal vent,high/high_environmental_0035.mp3
harmonic/resonant,high,environmental,rain,tin roof,a single raindrop hitting a narrow metal strip,high/high_environmental_0036.mp3
harmonic/resonant,high,environmental,hail,carport,a small hailstone hitting a thin metal car roof,high/high_environmental_0037.mp3
harmonic/resonant,high,environmental,ice,lake,the crack of a narrow ice shard in the wind,high/high_environmental_0038.mp3
harmonic/resonant,high,environmental,thorns,desert,the scratch of a thorn on a narrow metal tube,high/high_environmental_0039.mp3
harmonic/resonant,high,environmental,bamboo,grove,the clack of two thin bamboo stalks colliding,high/high_environmental_0040.mp3
harmonic/resonant,high,environmental,fire,campsite,the pop of a small dry needle in a fire,high/high_environmental_0041.mp3
harmonic/resonant,high,environmental,lava,field,the crackle of a small volcanic glass bubble,high/high_environmental_0042.mp3
harmonic/resonant,high,environmental,sand,dune,the whistle of sand grains through a narrow crack,high/high_environmental_0043.mp3
harmonic/resonant,high,environmental,geyser,valley,the high-pitched hiss from a narrow geyser vent,high/high_environmental_0044.mp3
harmonic/resonant,high,environmental,snow,tundra,the squeak of a boot on a narrow patch of ice,high/high_environmental_0045.mp3
harmonic/resonant,high,environmental,leaves,garden,the rustle of a single thin willow leaf in wind,high/high_environmental_0046.mp3
harmonic/resonant,high,environmental,mist,valley,the hiss of a fine spray through a narrow nozzle,high/high_environmental_0047.mp3
harmonic/resonant,high,environmental,echo,canyon,a whisper reflecting off a narrow rock crevice,high/high_environmental_0048.mp3
harmonic/resonant,high,environmental,stalactite,cavern,the ring of a water drop in a small rock pool,high/high_environmental_0049.mp3
harmonic/resonant,high,environmental,rock,quarry,the ring of a small pebble on a granite floor,high/high_environmental_0050.mp3
harmonic/resonant,high,organic,bird,jungle,a small tropical bird letting out a sharp cry,high/high_organic_0051.mp3
harmonic/resonant,high,organic,whistle,stadium,a human whistle through a narrow gap in the teeth,high/high_organic_0052.mp3
harmonic/resonant,high,organic,insect,meadow,the high-pitched buzz of a cicada in summer,high/high_organic_0053.mp3
harmonic/resonant,high,organic,teeth,arctic,the high-pitched chatter of teeth in the cold,high/high_organic_0054.mp3
harmonic/resonant,high,organic,fingernail,table,a tap of a fingernail on a narrow surface,high/high_organic_0055.mp3
harmonic/resonant,high,organic,claws,tile,the click of a rodent's claw on a thin plastic tray,high/high_organic_0056.mp3
harmonic/resonant,high,organic,bone,desert,the snap of a very thin and dry bird bone,high/high_organic_0057.mp3
harmonic/resonant,high,organic,beak,forest,a bird pecking at a very thin hollow branch,high/high_organic_0058.mp3
harmonic/resonant,high,organic,shout,canyon,a high-pitched yell through a narrow rock crevice,high/high_organic_0059.mp3
harmonic/resonant,high,organic,egg,nest,the crack of a small eggshell on a narrow branch,high/high_organic_0060.mp3
harmonic/resonant,high,organic,nuts,market,the sharp clink of a narrow nut hitting a bowl,high/high_organic_0061.mp3
harmonic/resonant,high,organic,scales,swamp,the rustle of a snake through a narrow hollow pipe,high/high_organic_0062.mp3
harmonic/resonant,high,organic,skin,beach,a sharp slap of a finger on a narrow patch of skin,high/high_organic_0063.mp3
harmonic/resonant,high,organic,wings,garden,the high-pitched flutter of a moth in a narrow gap,high/high_organic_0064.mp3
harmonic/resonant,high,organic,hooves,plaza,the sharp trot of a pony on a narrow stone path,high/high_organic_0065.mp3
harmonic/resonant,high,organic,seeds,field,the rattle of a dry poppy pod in the wind,high/high_organic_0066.mp3
harmonic/resonant,high,organic,tongue,room,the click of a tongue on the roof of a mouth,high/high_organic_0067.mp3
harmonic/resonant,high,domestic,spray,bathroom,the hiss of air and liquid through a narrow nozzle,high/high_domestic_0068.mp3
harmonic/resonant,high,domestic,kettle,pantry,the whistle of a small tea kettle reaching its peak,high/high_domestic_0069.mp3
harmonic/resonant,high,domestic,zipper,closet,the pull of a small plastic zipper on a jacket,high/high_domestic_0070.mp3
harmonic/resonant,high,domestic,clock,hallway,the tick of a small battery-powered travel clock,high/high_domestic_0071.mp3
harmonic/resonant,high,domestic,faucet,bathroom,the drip of water into a narrow metal basin,high/high_domestic_0072.mp3
harmonic/resonant,high,domestic,scissors,studio,the snip of embroidery scissors through thread,high/high_domestic_0073.mp3
harmonic/resonant,high,domestic,keys,foyer,the jingle of a single small key on a ring,high/high_domestic_0074.mp3
harmonic/resonant,high,domestic,coin,laundry,the ring of a small coin on a metal washer top,high/high_domestic_0075.mp3
harmonic/resonant,high,domestic,silverware,kitchen,the clink of a small spoon in a porcelain cup,high/high_domestic_0076.mp3
harmonic/resonant,high,domestic,foil,pantry,the crinkle of a small strip of aluminum foil,high/high_domestic_0077.mp3
harmonic/resonant,high,domestic,paper,study,the rustle of a narrow strip of paper being torn,high/high_domestic_0078.mp3
harmonic/resonant,high,domestic,drawer,office,the slide of a narrow drawer on metal rollers,high/high_domestic_0079.mp3
harmonic/resonant,high,domestic,cabinet,pantry,the thud of a small cabinet door closing,high/high_domestic_0080.mp3
harmonic/resonant,high,domestic,pot,kitchen,the ring of a small lid being set on a metal pot,high/high_domestic_0081.mp3
harmonic/resonant,high,domestic,can,pantry,the snap of a small soda tab being opened,high/high_domestic_0082.mp3
harmonic/resonant,high,domestic,fan,bedroom,the whir of a small usb fan on a desk,high/high_domestic_0083.mp3
harmonic/resonant,high,domestic,glass,dining room,the ring of a small crystal goblet being struck,high/high_domestic_0084.mp3
harmonic/resonant,high,electronic,synthesizer,studio,a sawtooth wave passing through a narrow band-pass filter,high/high_electronic_0085.mp3
harmonic/resonant,high,electronic,buzzer,factory,the tone of a piezoelectric buzzer from a speaker,high/high_electronic_0086.mp3
harmonic/resonant,high,electronic,alarm,apartment,the chirp of a digital watch alarm in a room,high/high_electronic_0087.mp3
harmonic/resonant,high,electronic,modem,bedroom,the digital chirp of a router through a small vent,high/high_electronic_0088.mp3
harmonic/resonant,high,electronic,monitor,office,the ring of a small power adapter on a desk,high/high_electronic_0089.mp3
harmonic/resonant,high,electronic,transformer,substation,the hum of a transformer in a narrow path,high/high_electronic_0090.mp3
harmonic/resonant,high,electronic,flash,studio,the whine of a flash unit from a narrow source,high/high_electronic_0091.mp3
harmonic/resonant,high,electronic,relay,closet,the click of a miniature signal relay switch,high/high_electronic_0092.mp3
harmonic/resonant,high,electronic,static,radio,a burst of white noise from a narrow speaker,high/high_electronic_0093.mp3
harmonic/resonant,high,electronic,microwave,kitchen,the beep of a microwave ending its cycle,high/high_electronic_0094.mp3
harmonic/resonant,high,electronic,battery,garage,the sizzle of a charger in a metal toolbox,high/high_electronic_0095.mp3
harmonic/resonant,high,electronic,motor,workshop,the growl of a small motor through a pipe,high/high_electronic_0096.mp3
harmonic/resonant,high,electronic,hard drive,office,the whir of a drive on a flat surface,high/high_electronic_0097.mp3
harmonic/resonant,high,electronic,scanner,library,the whir of a scanner head on a glass pane,high/high_electronic_0098.mp3
harmonic/resonant,high,electronic,heater,bedroom,the hum of a small heater in a focused path,high/high_electronic_0099.mp3
harmonic/resonant,high,electronic,fuse,basement,the tink of a small glass fuse blowing,high/high_electronic_0100.mp3
harmonic/resonant,high,electronic,phone,foyer,the vibration of a phone on a narrow glass edge,high/high_electronic_0101.mp3
harmonic/resonant,tonal,musical,tuning fork,library,a steel tuning fork being struck and held against a wooden table,tonal/tonal_musical_0000.mp3
harmonic/resonant,tonal,musical,recorder,classroom,a steady clear note on a plastic soprano recorder,tonal/tonal_musical_0001.mp3
harmonic/resonant,tonal,musical,handbells,church,the clean ring of a single brass handbell in a quiet chapel,tonal/tonal_musical_0002.mp3
harmonic/resonant,tonal,musical,triangle,chamber,a single strike on a small steel triangle in a music room,tonal/tonal_musical_0003.mp3
harmonic/resonant,tonal,musical,glass harp,conservatory,the resonant clear tone of a water-filled wine glass,tonal/tonal_musical_0004.mp3
harmonic/resonant,tonal,musical,piccolo,observatory,a high-pitched sustained note on a silver piccolo,tonal/tonal_musical_0005.mp3
harmonic/resonant,tonal,musical,celesta,palace,a single note on a celesta echoing in a high-ceilinged hall,tonal/tonal_musical_0006.mp3
harmonic/resonant,tonal,musical,flute,meadow,a solo flute note sustaining in the clear mountain air,tonal/tonal_musical_0007.mp3
harmonic/resonant,tonal,musical,chime bar,nursery,a metal mallet striking a silver chime bar once,tonal/tonal_musical_0008.mp3
harmonic/resonant,tonal,musical,harp,gallery,the isolated ring of a high-register gut harp string,tonal/tonal_musical_0009.mp3
harmonic/resonant,tonal,musical,organ,cathedral,a single lead-pipe organ note sustaining in a stone cathedral,tonal/tonal_musical_0010.mp3
harmonic/resonant,tonal,musical,singing bowl,temple,the clear resonance of a quartz crystal singing bowl,tonal/tonal_musical_0011.mp3
harmonic/resonant,tonal,musical,vibraphone,ballroom,a vibraphone bar struck with a soft mallet,tonal/tonal_musical_0012.mp3
harmonic/resonant,tonal,musical,trumpet,harbor,a single clear trumpet fanfare note over water,tonal/tonal_musical_0013.mp3
harmonic/resonant,tonal,musical,zither,courtyard,the clean pluck of a high-tension wire string,tonal/tonal_musical_0014.mp3
harmonic/resonant,tonal,musical,glockenspiel,attic,a steel glockenspiel note sustaining in a quiet space,tonal/tonal_musical_0015.mp3
harmonic/resonant,tonal,musical,violin,studio,a high-pitched harmonic note on a solo violin string,tonal/tonal_musical_0016.mp3
harmonic/resonant,tonal,mechanical,motor,laboratory,the perfectly balanced hum of a high-precision motor,tonal/tonal_mechanical_0017.mp3
harmonic/resonant,tonal,mechanical,bell,shipyard,a single clean strike on a polished brass ship's bell,tonal/tonal_mechanical_0018.mp3
harmonic/resonant,tonal,mechanical,escapement,watchmaker,the isolated and precise tick of a large wall clock,tonal/tonal_mechanical_0019.mp3
harmonic/resonant,tonal,mechanical,turbine,hangar,the high-pitched steady whine of a small air turbine,tonal/tonal_mechanical_0020.mp3
harmonic/resonant,tonal,mechanical,tuning,workshop,the resonance of a metal gear being tapped,tonal/tonal_mechanical_0021.mp3
harmonic/resonant,tonal,mechanical,shutter,museum,the clean mechanical click of a high-quality shutter,tonal/tonal_mechanical_0022.mp3
harmonic/resonant,tonal,mechanical,switch,office,the sharp isolated snap of a professional toggle switch,tonal/tonal_mechanical_0023.mp3
harmonic/resonant,tonal,mechanical,spring,basement,the clear vibration of a large coil spring,tonal/tonal_mechanical_0024.mp3
harmonic/resonant,tonal,mechanical,lathe,factory,the high-pitched sing of a metal-cutting tool on steel,tonal/tonal_mechanical_0025.mp3
harmonic/resonant,tonal,mechanical,relay,server room,the single precise click of a high-voltage contactor,tonal/tonal_mechanical_0026.mp3
harmonic/resonant,tonal,mechanical,propeller,airfield,the steady drone of a wooden propeller,tonal/tonal_mechanical_0027.mp3
harmonic/resonant,tonal,mechanical,projector,theater,the high-frequency whir of a digital projector fan,tonal/tonal_mechanical_0028.mp3
