category,tag,domain,source,environment,scenario,file
spatial/near,near,environmental,mist,lake,the sound of air moisture condensing and dripping onto a metal leaf,near/near_environmental_0049.mp3
spatial/near,near,environmental,dust,attic,a handful of dry dirt being poured onto a wooden floorboard,near/near_environmental_0050.mp3
spatial/near,near,environmental,hail,car roof,a single large hailstone hitting the metal roof of a parked vehicle,near/near_environmental_0051.mp3
spatial/near,near,organic,whisper,quiet room,a soft breathy whisper directly into the ear canal,near/near_organic_0052.mp3
spatial/near,near,organic,fingernails,desk,the rapid tapping of fingernails on a polished wooden surface,near/near_organic_0053.mp3
spatial/near,near,organic,teeth,kitchen,the crisp crunch of an apple being bitten into,near/near_organic_0054.mp3
spatial/near,near,organic,heartbeat,bedroom,the muffled thumping of a human heart heard through a chest,near/near_organic_0055.mp3
spatial/near,near,organic,breathing,tent,the slow steady sound of inhalation and exhalation through the nose,near/near_organic_0056.mp3
spatial/near,near,organic,bones,gymnasium,the sharp audible crack of a knuckle joint,near/near_organic_0057.mp3
spatial/near,near,organic,wings,garden,the rapid humming of a hummingbird's wings at a nearby feeder,near/near_organic_0058.mp3
spatial/near,near,organic,wood,workshop,a dry cedar splinter being snapped between the fingers,near/near_organic_0059.mp3
spatial/near,near,organic,scales,reptile house,a snake's scales sliding over a dry piece of bark,near/near_organic_0060.mp3
spatial/near,near,organic,beak,bird feeder,the clicking of a parrot's beak as it cracks a sunflower seed,near/near_organic_0061.mp3
spatial/near,near,organic,shells,beach,the tinkling of small crushed seashells being poured from hand to hand,near/near_organic_0062.mp3
spatial/near,near,organic,roots,garden,the snapping of thin plant roots as they are pulled from the soil,near/near_organic_0063.mp3
spatial/near,near,organic,fur,bedroom,the static crackle of a cat's dry fur being stroked by a hand,near/near_organic_0064.mp3
spatial/near,near,organic,tongue,woods,a single sharp clicking sound made by a tongue against the palate,near/near_organic_0065.mp3
spatial/near,near,organic,leaves,autumn park,a squirrel scurrying through dry oak leaves right next to a path,near/near_organic_0066.mp3
spatial/near,near,organic,skin,bathroom,the sound of wet hands being rubbed together quickly,near/near_organic_0067.mp3
spatial/near,near,organic,bark,forest,the snapping of a thin piece of dry birch bark being peeled away,near/near_organic_0068.mp3
spatial/near,near,domestic,glassware,kitchen,the clinking of a silver spoon against the inside of a crystal glass,near/near_domestic_0069.mp3
spatial/near,near,domestic,silverware,dining room,the clatter of a stainless steel fork being set on a ceramic plate,near/near_domestic_0070.mp3
spatial/near,near,domestic,keys,foyer,a large ring of brass keys being tossed onto a wooden table,near/near_domestic_0071.mp3
spatial/near,near,domestic,foil,pantry,the sharp crinkling of a sheet of aluminum foil being folded,near/near_domestic_0072.mp3
spatial/near,near,domestic,kettle,stove,the steady high-pitched whistle of a tea kettle beginning to boil,near/near_domestic_0073.mp3
spatial/near,near,domestic,ice,wet bar,the tinkling of ice cubes being dropped into a heavy glass tumbler,near/near_domestic_0074.mp3
spatial/near,near,domestic,zipper,closet,the fast sliding of a metal zipper being pulled up on a jacket,near/near_domestic_0075.mp3
spatial/near,near,domestic,coins,bedroom,the clinking of several copper pennies being shaken in a glass jar,near/near_domestic_0076.mp3
spatial/near,near,domestic,light bulb,attic,the tinkle of a broken glass filament inside a light bulb,near/near_domestic_0077.mp3
spatial/near,near,domestic,paper,office,the sound of a single sheet of paper being torn in half,near/near_domestic_0078.mp3
spatial/near,near,domestic,shampoo,bathroom,the squelch of thick soap being squeezed from a plastic bottle,near/near_domestic_0079.mp3
spatial/near,near,domestic,scissors,sewing room,the rhythmic snip of metal blades through crisp cotton fabric,near/near_domestic_0080.mp3
spatial/near,near,domestic,beads,craft room,the spilling of small glass beads onto a metal tray,near/near_domestic_0081.mp3
spatial/near,near,domestic,can opener,kitchen,the piercing of a metal can lid by a manual gear tool,near/near_domestic_0082.mp3
spatial/near,near,domestic,staple,office,the click of a metal staple being removed from a paper stack,near/near_domestic_0083.mp3
spatial/near,near,domestic,door,bathroom,the mechanical click of a door handle being turned and released,near/near_domestic_0084.mp3
spatial/near,near,domestic,towel,bathroom,the soft sound of a dry towel being snapped in the air,near/near_domestic_0085.mp3
spatial/near,near,electronic,phone,nightstand,the vibrating of a mobile phone against a hollow wooden drawer,near/near_electronic_0086.mp3
spatial/near,near,electronic,static,radio,the sharp crackle of electromagnetic interference on a portable radio,near/near_electronic_0087.mp3
spatial/near,near,electronic,neon sign,diner,the constant buzzing of a small neon light on a window,near/near_electronic_0088.mp3
spatial/near,near,electronic,capacitors,bench,the rising high-pitched whine of a camera flash circuit charging,near/near_electronic_0089.mp3
spatial/near,near,electronic,hard drive,office,the high-speed whir and clicking of an external disk drive on a desk,near/near_electronic_0090.mp3
spatial/near,near,electronic,taser,security,the rapid electrical snapping of a stun gun arc being tested,near/near_electronic_0091.mp3
spatial/near,near,electronic,led,workshop,the faint ultrasonic hum of a dimmed led light fixture overhead,near/near_electronic_0092.mp3
spatial/near,near,electronic,buzzer,kitchen,the sharp electronic beep of a digital microwave timer,near/near_electronic_0093.mp3
spatial/near,near,electronic,relay,factory,the solid clicking of an electromechanical relay in a control box,near/near_electronic_0094.mp3
spatial/near,near,electronic,fan,home office,the quiet whir of a computer cooling fan exhausting air,near/near_electronic_0095.mp3
spatial/near,near,electronic,watch,bedroom,the electronic chirp of a digital watch alarm on a wrist,near/near_electronic_0096.mp3
spatial/near,near,electronic,modem,study,the high-pitched digital pulses of a data transfer on a router,near/near_electronic_0097.mp3
spatial/near,near,electronic,speaker,studio,the sharp transient pop of an audio cable being plugged in,near/near_electronic_0098.mp3
spatial/near,near,electronic,transformer,garage,the low-frequency hum of a power adapter plugged into a wall,near/near_electronic_0099.mp3
spatial/near,near,electronic,display,store,the high-frequency coil whine of a tablet screen at full brightness,near/near_electronic_0100.mp3
spatial/near,near,electronic,printer,office,the rapid ticking of a dot-matrix print head on a form,near/near_electronic_0101.mp3
spatial/near,near,electronic,intercom,hallway,the static burst of a two-way radio being keyed open,near/near_electronic_0102.mp3
spatial/near,direct,musical,claves,empty studio,the sharp dry clack of two rosewood sticks struck in a dead room,direct/direct_musical_0000.mp3
spatial/near,direct,musical,piano,carpeted hall,a single staccato note in the mid-register with no pedal,direct/direct_musical_0001.mp3
spatial/near,direct,musical,triangle,padded booth,a strike on a steel triangle with all resonance immediately dampened,direct/direct_musical_0002.mp3
spatial/near,direct,musical,snare drum,studio,a center-head strike on a drum with heavy muffling rings,direct/direct_musical_0003.mp3
spatial/near,direct,musical,acoustic guitar,closet,a thumb pluck of a low e-string in a small dampened space,direct/direct_musical_0004.mp3
spatial/near,direct,musical,woodblock,orchestra hall,a sharp strike on a maple block with no trailing echo,direct/direct_musical_0005.mp3
spatial/near,direct,musical,castanets,stage,a rhythmic snapping of wooden castanets in a dry acoustic,direct/direct_musical_0006.mp3
spatial/near,direct,musical,tambourine,booth,a single punchy shake of a tambourine with the jingles taped,direct/direct_musical_0007.mp3
spatial/near,direct,musical,harp,music room,a single plucked harmonic on a gut harp string,direct/direct_musical_0008.mp3
spatial/near,direct,musical,glockenspiel,nursery,a hard mallet strike on a metal bar with no sustain,direct/direct_musical_0009.mp3
spatial/near,direct,musical,xylophone,classroom,a sharp hit on a high rosewood bar in a carpeted room,direct/direct_musical_0010.mp3
spatial/near,direct,musical,banjo,den,a crisp fingerstyle pluck on a steel-string banjo,direct/direct_musical_0011.mp3
spatial/near,direct,musical,ukulele,bedroom,a short staccato strum on a small nylon instrument,direct/direct_musical_0012.mp3
spatial/near,direct,musical,cello,basement,a short sharp pizzicato on a cello's lowest string,direct/direct_musical_0013.mp3
spatial/near,direct,musical,flute,meadow,a single short overblown note from a wooden pipe,direct/direct_musical_0014.mp3
spatial/near,direct,musical,violin,attic,a sudden short bow scrape on a single violin string,direct/direct_musical_0015.mp3
spatial/near,direct,musical,organ,chapel,the sudden puff of air as a single pipe stop opens,direct/direct_musical_0016.mp3
spatial/near,direct,mechanical,staple gun,warehouse,the solid mechanical punch of a stapler firing into a wooden beam,direct/direct_mechanical_0017.mp3
spatial/near,direct,mechanical,camera shutter,studio,the fast sharp click of a professional camera in a dry room,direct/direct_mechanical_0018.mp3
spatial/near,direct,mechanical,lock,bank vault,the heavy metal click of a bolt engaging in a mechanism,direct/direct_mechanical_0019.mp3
spatial/near,direct,mechanical,switch,cockpit,the solid snap of a metal toggle switch being flipped,direct/direct_mechanical_0020.mp3
spatial/near,direct,mechanical,typewriter,library,the short sharp strike of a typewriter hammer on a ribbon,direct/direct_mechanical_0021.mp3
spatial/near,direct,mechanical,latches,hangar,the sudden metallic click of a heavy industrial latch,direct/direct_mechanical_0022.mp3
spatial/near,direct,mechanical,gears,watchmaker,the tight rhythmic clicking of steel gears in a housing,direct/direct_mechanical_0023.mp3
spatial/near,direct,mechanical,drill,shipyard,the sharp impact of a pneumatic hammer hitting a metal plate,direct/direct_mechanical_0024.mp3
spatial/near,direct,mechanical,metronome,study,the sharp wooden click of a mechanical arm hitting a stop,direct/direct_mechanical_0025.mp3
spatial/near,direct,mechanical,valves,factory,a short sharp hiss from a high-pressure air valve,direct/direct_mechanical_0026.mp3
spatial/near,direct,mechanical,keypad,safe,the solid click of a mechanical push-button on a vault,direct/direct_mechanical_0027.mp3
spatial/near,direct,mechanical,winch,pier,the sudden metallic ratcheting of a boat winch gear,direct/direct_mechanical_0028.mp3
spatial/near,direct,mechanical,pulleys,warehouse,the short sharp squeal of a tight nylon rope on metal,direct/direct_mechanical_0029.mp3
spatial/near,direct,mechanical,punch,mailroom,the sharp click of a hole punch going through heavy card,direct/direct_mechanical_0030.mp3
spatial/near,direct,mechanical,engine,garage,the tight rhythmic idling of a small high-revving motor,direct/direct_mechanical_0031.mp3
spatial/near,direct,mechanical,hammer,workshop,the sharp strike of a metal hammer hitting a steel anvil,direct/direct_mechanical_0032.mp3
spatial/near,direct,mechanical,sewing machine,loft,the rapid pulse of a needle hitting a metal plate,direct/direct_mechanical_0033.mp3
spatial/near,direct,mechanical,clock,attic,the sudden rhythmic ticking of a large grandfather clock,direct/direct_mechanical_0034.mp3
spatial/near,direct,environmental,lightning,open plains,a sudden sharp crack of a nearby lightning bolt in a field,direct/direct_environmental_0035.mp3
spatial/near,direct,environmental,ice,pond,a sharp crack of thick ice under a sudden heavy weight,direct/direct_environmental_0036.mp3
spatial/near,direct,environmental,rock,canyon,the sharp clack of two granite stones hitting each other,direct/direct_environmental_0037.mp3
spatial/near,direct,environmental,hail,car roof,the sudden sharp thud of a large hailstone on flat metal,direct/direct_environmental_0038.mp3
spatial/near,near,environmental,fire,fireplace,the sudden snap of a dry hardwood log in a hearth,near/near_environmental_0103.mp3
spatial/near,direct,environmental,twigs,woods,the sharp snap of a thick oak branch under a heavy boot,direct/direct_environmental_0039.mp3
spatial/near,direct,environmental,geyser,volcanic field,a sudden short burst of steam from a narrow vent,direct/direct_environmental_0040.mp3
spatial/near,direct,environmental,thaw,eaves,the sharp crack of an icicle breaking on a stone path,direct/direct_environmental_0041.mp3
spatial/near,direct,environmental,avalanche,slope,the sudden sharp thud of a falling block of hard snow,direct/direct_environmental_0042.mp3
spatial/near,direct,environmental,stalactite,cavern,the sharp ring of a water drop hitting a flat stone,direct/direct_environmental_0043.mp3
spatial/near,direct,environmental,reeds,marsh,the sharp clack of two dry bamboo stalks in a gust,direct/direct_environmental_0044.mp3
spatial/near,direct,environmental,waves,shore,the sharp slap of a wave against a flat coastal rock,direct/direct_environmental_0045.mp3
spatial/near,direct,environmental,earthquake,valley,the sudden sharp jolt of a shifting rock in a gorge,direct/direct_environmental_0046.mp3
spatial/near,direct,environmental,rain,tin roof,a sharp loud drop of rain hitting a corrugated metal sheet,direct/direct_environmental_0047.mp3
spatial/near,direct,environmental,water,cave,the sudden sharp splash of a rock in a shallow pool,direct/direct_environmental_0048.mp3
spatial/near,direct,environmental,wind,canyon,a sudden sharp gust of wind through a narrow gap,direct/direct_environmental_0049.mp3
spatial/near,direct,environmental,sand,desert,the sudden sharp pellet of sand hitting a metal sign,direct/direct_environmental_0050.mp3
spatial/near,direct,organic,teeth,kitchen,the sharp crunch of a single hard almond being bitten,direct/direct_organic_0051.mp3
spatial/near,direct,organic,fingernails,desk,the sharp tap of a fingernail on a glass desktop,direct/direct_organic_0052.mp3
spatial/near,direct,organic,bones,gymnasium,the sudden sharp crack of a knuckle in a dry hall,direct/direct_organic_0053.mp3
spatial/near,direct,organic,beak,woods,the sharp rap of a woodpecker on a piece of hard deadwood,direct/direct_organic_0054.mp3
spatial/near,direct,organic,wings,garden,the sharp buzz of a large beetle's wings in flight,direct/direct_organic_0055.mp3
spatial/near,direct,organic,hooves,cobblestone,the sharp clack of a horse's hoof on a stone paver,direct/direct_organic_0056.mp3
spatial/near,direct,organic,shells,beach,the sharp snap of a dry seashell being stepped on,direct/direct_organic_0057.mp3
spatial/near,direct,organic,seeds,field,the sharp pop of a dried gorse seed pod in the sun,direct/direct_organic_0058.mp3
spatial/near,direct,organic,wood,workshop,the sharp snap of a dry mahogany strip being broken,direct/direct_organic_0059.mp3
spatial/near,direct,organic,insects,meadow,the sharp piercing chirp of a lone field cricket,direct/direct_organic_0060.mp3
spatial/near,direct,organic,birds,orchard,the sharp alarm call of a blue jay in a tree,direct/direct_organic_0061.mp3
spatial/near,direct,organic,scales,desert,the sharp rhythmic rattle of a snake in a bush,direct/direct_organic_0062.mp3
spatial/near,direct,organic,chatter,zoo,the sharp clicking sound of a dolphin's sonar,direct/direct_organic_0063.mp3
spatial/near,direct,organic,bark,park,the sharp snap of a piece of thick cork bark,direct/direct_organic_0064.mp3
spatial/near,direct,organic,nutshell,porch,the sharp crack of a hazelnut shell being crushed,direct/direct_organic_0065.mp3
spatial/near,direct,organic,twigs,forest,the sharp snap of a dry cedar branch on a path,direct/direct_organic_0066.mp3
spatial/near,direct,organic,egg,kitchen,the sharp crack of a chicken egg on the edge of a bowl,direct/direct_organic_0067.mp3
spatial/near,direct,domestic,glassware,dining room,the sharp clink of two heavy glass tumblers together,direct/direct_domestic_0068.mp3
spatial/near,direct,domestic,silverware,kitchen,the sharp clack of a stainless steel knife on a ceramic plate,direct/direct_domestic_0069.mp3
spatial/near,direct,domestic,keys,foyer,the sharp jingle of a heavy set of brass keys in hand,direct/direct_domestic_0070.mp3
spatial/near,direct,domestic,door,hallway,the solid sudden thud of a heavy oak door latching shut,direct/direct_domestic_0071.mp3
spatial/near,direct,domestic,coins,bedroom,the sharp clink of a large coin on a wooden table,direct/direct_domestic_0072.mp3
spatial/near,direct,domestic,cabinet,kitchen,the sharp click of a magnetic cabinet latch engaging,direct/direct_domestic_0073.mp3
spatial/near,direct,domestic,scissors,sewing room,the sharp snip of heavy-duty tailor shears,direct/direct_domestic_0074.mp3
spatial/near,direct,domestic,zipper,closet,the sharp fast slide of a heavy metal zipper up a bag,direct/direct_domestic_0075.mp3
spatial/near,direct,domestic,staple gun,workshop,the sharp punch of a staple gun into a wood block,direct/direct_domestic_0076.mp3
spatial/near,direct,domestic,light bulb,attic,the sharp pop of a high-wattage bulb burning out,direct/direct_domestic_0077.mp3
spatial/near,direct,domestic,beads,craft room,the sharp click of two glass marbles hitting,direct/direct_domestic_0078.mp3
spatial/near,direct,domestic,can,pantry,the sharp click of a metal can tab being pulled open,direct/direct_domestic_0079.mp3
spatial/near,direct,domestic,pot,kitchen,the sharp clang of a heavy metal lid on a pot,direct/direct_domestic_0080.mp3
spatial/near,direct,domestic,ceramic,patio,the sharp crack of a terra cotta pot breaking on stone,direct/direct_domestic_0081.mp3
spatial/near,direct,domestic,silverware,kitchen,the sharp clink of a spoon hitting a glass jar,direct/direct_domestic_0082.mp3
spatial/near,direct,domestic,lock,front door,the sharp turn of a deadbolt lock in a frame,direct/direct_domestic_0083.mp3
spatial/near,direct,domestic,faucet,bathroom,the sharp click of a metal tap handle being shut,direct/direct_domestic_0084.mp3
spatial/near,direct,electronic,buzzer,kitchen,the sharp short beep of a digital microwave alarm,direct/direct_electronic_0085.mp3
spatial/near,direct,electronic,static,radio,a sharp short burst of electromagnetic radio interference,direct/direct_electronic_0086.mp3
spatial/near,direct,electronic,relay,factory,the sharp solid click of a heavy-duty power relay,direct/direct_electronic_0087.mp3
spatial/near,direct,electronic,switch,office,the sharp click of a computer power button being pressed,direct/direct_electronic_0088.mp3
spatial/near,direct,electronic,flash,studio,the sharp pop of a camera flash tube discharging,direct/direct_electronic_0089.mp3
spatial/near,direct,electronic,taser,security,the sharp electrical snap of a handheld stun gun arc,direct/direct_electronic_0090.mp3
spatial/near,direct,electronic,capacitors,bench,the sharp pop of a discharging electronic capacitor,direct/direct_electronic_0091.mp3
spatial/near,direct,electronic,watch,bedroom,the sharp electronic beep of a digital wristwatch alarm,direct/direct_electronic_0092.mp3
spatial/near,direct,electronic,speaker,living room,the sharp transient pop of a speaker being turned on,direct/direct_electronic_0093.mp3
spatial/near,direct,electronic,keyboard,study,the sharp click of a mechanical blue keyboard switch,direct/direct_electronic_0094.mp3
spatial/near,direct,electronic,mouse,office,the sharp click of a gaming mouse button,direct/direct_electronic_0095.mp3
spatial/near,direct,electronic,hard drive,server,the sharp seek-click of a hard drive read-head,direct/direct_electronic_0096.mp3
spatial/near,direct,electronic,modem,study,the sharp digital pulse of a network signal indicator,direct/direct_electronic_0097.mp3
spatial/near,direct,electronic,oscilloscope,lab,a sharp short high-frequency square wave tone,direct/direct_electronic_0098.mp3
spatial/near,direct,electronic,fan,office,the sharp whir of a small high-speed cooling fan,direct/direct_electronic_0099.mp3
spatial/near,direct,electronic,relay,garage,the sharp click of an automotive relay in a box,direct/direct_electronic_0100.mp3
spatial/near,direct,electronic,spark,workshop,the sharp crack of a handheld piezo igniter,direct/direct_electronic_0101.mp3
spatial/near,focused,musical,harmonica,train station,a thin pinched note through a single harmonica hole,focused/focused_musical_0000.mp3
spatial/near,focused,musical,oboe,orchestra hall,a nasal high-pitched note from a wooden oboe reed,focused/focused_musical_0001.mp3
spatial/near,focused,musical,flute,meadow,a tight focused whistle through a silver flute pipe,focused/focused_musical_0002.mp3
spatial/near,focused,musical,trumpet,hall,a pinched muted note from a brass trumpet bell,focused/focused_musical_0003.mp3
spatial/near,focused,musical,violin,attic,a thin strained sound on the highest violin string,focused/focused_musical_0004.mp3
spatial/near,focused,musical,didgeridoo,outback,a tight pinched drone from a narrow eucalyptus branch,focused/focused_musical_0005.mp3
spatial/near,focused,musical,recorder,classroom,a thin focused whistle on a plastic pipe instrument,focused/focused_musical_0006.mp3
spatial/near,focused,musical,piano,ballroom,a thin filtered note from a piano heard through a cracked door,focused/focused_musical_0007.mp3
spatial/near,focused,musical,guitar,studio,a thin pinched tone from an electric guitar with a wah pedal,focused/focused_musical_0008.mp3
spatial/near,focused,musical,organ,church,a thin nasal tone from a small reed organ pipe,focused/focused_musical_0009.mp3
spatial/near,focused,musical,ukulele,beach,a thin pinched strum on a tiny soprano ukulele,focused/focused_musical_0010.mp3
spatial/near,focused,musical,bagpipes,hills,a thin nasal drone from a small bagpipe chanter pipe,focused/focused_musical_0011.mp3
spatial/near,focused,musical,saxophone,club,a thin pinched squeak from a soprano saxophone,focused/focused_musical_0012.mp3
spatial/near,focused,musical,zither,monastery,a thin pinched pluck on a short wire zither string,focused/focused_musical_0013.mp3
spatial/near,focused,musical,banjo,cabin,a thin nasal twang from a light-gauge banjo string,focused/focused_musical_0014.mp3
spatial/near,focused,musical,kalimba,rainforest,a thin pinched ping on a narrow metal thumb piano tine,focused/focused_musical_0015.mp3
spatial/near,focused,musical,whistle,stadium,a thin piercing blast from a metal pea whistle,focused/focused_musical_0016.mp3
spatial/near,focused,mechanical,whistle,factory,a thin high-pitched hiss of steam through a small pipe,focused/focused_mechanical_0017.mp3
spatial/near,focused,mechanical,valves,laboratory,a thin pinched hiss of air from a micro needle valve,focused/focused_mechanical_0018.mp3
spatial/near,focused,mechanical,engine,garage,a thin high-pitched whine from a small cooling turbine,focused/focused_mechanical_0019.mp3
spatial/near,focused,mechanical,fan,bedroom,a thin whir of air through a narrow cooling vent,focused/focused_mechanical_0020.mp3
spatial/near,focused,mechanical,lathe,workshop,a thin high-pitched squeal of a tool on a small rod,focused/focused_mechanical_0021.mp3
spatial/near,focused,mechanical,drill,shipyard,a thin high-frequency whine of a precision pneumatic drill,focused/focused_mechanical_0022.mp3
spatial/near,focused,mechanical,gears,watchmaker,a thin high-pitched clicking of tiny metal gears,focused/focused_mechanical_0023.mp3
spatial/near,focused,mechanical,camera,studio,a thin sharp click of a micro-camera shutter mechanism,focused/focused_mechanical_0024.mp3
spatial/near,focused,mechanical,stapler,office,a thin sharp click of a miniature paper stapler,focused/focused_mechanical_0025.mp3
spatial/near,focused,mechanical,pulleys,warehouse,a thin high-pitched squeak of a wire on a pulley,focused/focused_mechanical_0026.mp3
spatial/near,focused,mechanical,winch,pier,a thin metallic ratcheting of a small precision fishing winch,focused/focused_mechanical_0027.mp3
spatial/near,focused,mechanical,clockwork,attic,a thin rapid whir of a tiny mechanical watch spring,focused/focused_mechanical_0028.mp3
spatial/near,focused,mechanical,lock,bedroom,a thin metallic scrape of a small key in a narrow keyhole,focused/focused_mechanical_0029.mp3
spatial/near,focused,mechanical,switches,cockpit,a thin sharp click of a micro-switch on a panel,focused/focused_mechanical_0030.mp3
spatial/near,focused,mechanical,exhaust,garage,a thin high-pitched whistling from a small engine tailpipe,focused/focused_mechanical_0031.mp3
spatial/near,focused,mechanical,pump,well,a thin rhythmic wheezing of a small portable hand pump,focused/focused_mechanical_0032.mp3
spatial/near,focused,mechanical,printer,office,a thin rhythmic clicking of a small label printer,focused/focused_mechanical_0033.mp3
spatial/near,focused,mechanical,sewing machine,loft,a thin rapid pulse of a miniature sewing machine,focused/focused_mechanical_0034.mp3
spatial/near,focused,environmental,wind,canyon,a thin piercing whistle of wind through a narrow rock slit,focused/focused_environmental_0035.mp3
spatial/near,focused,environmental,water,cave,a thin high-pitched stream of water hitting a flat stone,focused/focused_environmental_0036.mp3
spatial/near,focused,environmental,geyser,plain,a thin intense hiss of steam from a micro-vent opening,focused/focused_environmental_0037.mp3
spatial/near,focused,environmental,rain,garden,a thin steady stream of rain through a small gutter hole,focused/focused_environmental_0038.mp3
