category,tag,domain,source,environment,scenario,file
material,woody,mechanical,manual drill,garage,a hand-cranked drill boring into a thick oak plank,woody/woody_mechanical_0026.mp3
material,woody,mechanical,shutter,bedroom,the rattling of wooden window slats in a breeze,woody/woody_mechanical_0027.mp3
material,woody,mechanical,staircase,old house,the deep creak of a heavy oak step under weight,woody/woody_mechanical_0028.mp3
material,woody,mechanical,gate,farmland,a wooden latch sliding into a timber socket,woody/woody_mechanical_0029.mp3
material,woody,mechanical,barrel,warehouse,a heavy oak cask being rolled across a floor,woody/woody_mechanical_0030.mp3
material,woody,mechanical,platform,theater,the hollow thud of footsteps on a wooden stage,woody/woody_mechanical_0031.mp3
material,woody,mechanical,scaffolding,construction site,the rhythmic swaying and creaking of bamboo poles,woody/woody_mechanical_0032.mp3
material,woody,mechanical,press,vineyard,the heavy groan of a timber screw pressing grapes,woody/woody_mechanical_0033.mp3
material,woody,mechanical,cart,cobblestone street,the clattering of wooden wheels on stone pavers,woody/woody_mechanical_0034.mp3
material,woody,environmental,tree,ancient forest,the heavy groan of an old oak tree swaying in wind,woody/woody_environmental_0035.mp3
material,woody,environmental,hollow log,riverbank,a woodpecker hammering on a standing dead tree,woody/woody_environmental_0036.mp3
material,woody,environmental,bamboo,marshland,the hollow clacking of stalks in a gusty breeze,woody/woody_environmental_0037.mp3
material,woody,environmental,twigs,woods,the sharp snap of a dry cedar branch underfoot,woody/woody_environmental_0038.mp3
material,woody,environmental,reeds,marsh,the dry clattering of tall river grass in a storm,woody/woody_environmental_0039.mp3
material,woody,environmental,fire,campsite,the rhythmic crackling and popping of a dry hardwood log,woody/woody_environmental_0040.mp3
material,woody,environmental,landslide,mountain gorge,the heavy thud of falling tree trunks hitting rocks,woody/woody_environmental_0041.mp3
material,woody,environmental,storm,shipyard,the creaking of a wooden hull in a heavy swell,woody/woody_environmental_0042.mp3
material,woody,environmental,thaw,forest floor,melting snow clumps hitting a pile of dry sticks,woody/woody_environmental_0043.mp3
material,woody,environmental,leaves,park,the dry rustle of wind through a hedge of dead oak leaves,woody/woody_environmental_0044.mp3
material,woody,environmental,roots,garden,the snapping of thick plant fibers during a pull,woody/woody_environmental_0045.mp3
material,woody,environmental,bark,woods,a piece of thick cork bark being peeled from a trunk,woody/woody_environmental_0046.mp3
material,woody,environmental,dam,brook,water rushing over a beaver's structure of sticks,woody/woody_environmental_0047.mp3
material,woody,environmental,thicket,meadow,the rustle of a small animal moving through dry brush,woody/woody_environmental_0048.mp3
material,woody,environmental,cave,cavern,the resonant thud of a stalactite hitting a fallen log,woody/woody_environmental_0049.mp3
material,woody,environmental,cliff,canyon,a dry branch falling and bouncing off a sandstone ledge,woody/woody_environmental_0050.mp3
material,woody,environmental,orchard,farm,the snapping of an apple tree branch under heavy fruit,woody/woody_environmental_0051.mp3
material,woody,environmental,valley,hills,the hollow echo of a tree falling in a remote woods,woody/woody_environmental_0052.mp3
material,woody,organic,teeth,kitchen,the crisp crunch of a person biting into a hard nut,woody/woody_organic_0053.mp3
material,woody,organic,bones,gymnasium,the sharp audible crack of a knuckle joint,woody/woody_organic_0054.mp3
material,woody,organic,fingernails,study,a fingernail tapping on a polished mahogany desktop,woody/woody_organic_0055.mp3
material,woody,organic,beak,bird feeder,the clicking of a parrot's beak on a wooden perch,woody/woody_organic_0056.mp3
material,woody,organic,scales,reptile house,a snake's scales sliding over a dry piece of bark,woody/woody_organic_0057.mp3
material,woody,organic,chest,jungle,the resonant hollow thumping of a gorilla's chest beat,woody/woody_organic_0058.mp3
material,woody,organic,hooves,pasture,the rhythmic thudding of a horse galloping on turf,woody/woody_organic_0059.mp3
material,woody,organic,skin,bathroom,dry hands being rubbed together with a raspy sound,woody/woody_organic_0060.mp3
material,woody,organic,seeds,field,the popping of dry gorse pods in the summer sun,woody/woody_organic_0061.mp3
material,woody,organic,fur,bedroom,the sound of a soft brush grooming a cat's coat,woody/woody_organic_0062.mp3
material,woody,organic,nutshell,porch,the sharp crack of a walnut shell being crushed,woody/woody_organic_0063.mp3
material,woody,organic,throat,monastery,a deep guttural resonance from a throat singer,woody/woody_organic_0064.mp3
material,woody,organic,wings,garden,the low flutter of a large butterfly's wings,woody/woody_organic_0065.mp3
material,woody,organic,snore,bedroom,a rhythmic snoring with a raspy wooden quality,woody/woody_organic_0066.mp3
material,woody,organic,vocalization,woods,the harsh caw of a crow in a pine tree,woody/woody_organic_0067.mp3
material,woody,organic,heartbeat,quiet room,the muffled thumping of a heart through a chest,woody/woody_organic_0068.mp3
material,woody,organic,egg,kitchen,the sound of an eggshell cracking against a wooden bowl,woody/woody_organic_0069.mp3
material,woody,organic,tongue,woods,a single sharp clicking sound made by a tongue,woody/woody_organic_0070.mp3
material,woody,domestic,cutting board,kitchen,a heavy knife hitting a wooden block while chopping,woody/woody_domestic_0071.mp3
material,woody,domestic,door,mansion,the heavy resonant thud of a solid oak door closing,woody/woody_domestic_0072.mp3
material,woody,domestic,drawer,bedroom,the sliding and sticking of a wooden dresser drawer,woody/woody_domestic_0073.mp3
material,woody,domestic,broom,porch,a straw broom sweeping a wooden deck floor,woody/woody_domestic_0074.mp3
material,woody,domestic,trunk,attic,the groan and thud of a heavy cedar chest lid,woody/woody_domestic_0075.mp3
material,woody,domestic,chair,dining room,the scraping of a wooden leg across a floor,woody/woody_domestic_0076.mp3
material,woody,domestic,safe,office,the mechanical whir of a wooden dial being turned,woody/woody_domestic_0077.mp3
material,woody,domestic,cabinet,kitchen,the solid thud of a wooden cupboard door closing,woody/woody_domestic_0078.mp3
material,woody,domestic,stairs,old house,the layered creaks of a wooden staircase under weight,woody/woody_domestic_0079.mp3
material,woody,domestic,fireplace,den,the crackling and popping of a large oak log,woody/woody_domestic_0080.mp3
material,woody,domestic,rug,hallway,the thud and floorboard creak of a heavy rug drop,woody/woody_domestic_0081.mp3
material,woody,domestic,blender,kitchen,the motor hum vibrating through a wooden countertop,woody/woody_domestic_0082.mp3
material,woody,domestic,shampoo,bathroom,thick liquid hitting the bottom of a wooden bucket,woody/woody_domestic_0083.mp3
material,woody,domestic,curtains,theater,the rustle of wooden rings sliding on a rod,woody/woody_domestic_0084.mp3
material,woody,domestic,shoes,mudroom,the thud of a wooden clog hitting the floor,woody/woody_domestic_0085.mp3
material,woody,domestic,silverware,kitchen,the clink of a wooden spoon on a ceramic bowl,woody/woody_domestic_0086.mp3
material,woody,domestic,kettle,stove,the automatic click of an electric kettle on a wooden base,woody/woody_domestic_0087.mp3
material,woody,electronic,synthesizer,studio,a resonant low-pass filtered sawtooth pulse,woody/woody_electronic_0088.mp3
material,woody,electronic,speaker,living room,the vibration of a wooden speaker cabinet during a bass hit,woody/woody_electronic_0089.mp3
material,woody,electronic,oscillator,lab,a square-wave tone with high-order harmonics removed,woody/woody_electronic_0090.mp3
material,woody,electronic,hum,substation,the electrical hum of a transformer in a wooden housing,woody/woody_electronic_0091.mp3
material,woody,electronic,led,workshop,the ultrasonic hum of a dimmed bulb in a wooden fixture,woody/woody_electronic_0092.mp3
material,woody,electronic,static,radio,the crackling of radio noise processed through a wooden resonator,woody/woody_electronic_0093.mp3
material,woody,electronic,pulse,server room,the rhythmic thrum of a fan in a plywood enclosure,woody/woody_electronic_0094.mp3
material,woody,electronic,modem,study,the digital chirp of a router on a hollow wooden desk,woody/woody_electronic_0095.mp3
material,woody,electronic,hard drive,server,the whir of a disk drive vibrating a wooden shelf,woody/woody_electronic_0096.mp3
material,woody,electronic,taser,security,the electrical snap of an arc through a dry wooden post,woody/woody_electronic_0097.mp3
material,woody,electronic,watch,bedroom,the electronic tick of a digital watch on a bedside table,woody/woody_electronic_0098.mp3
material,woody,electronic,transformer,street,the deep buzz of a utility unit near a wooden pole,woody/woody_electronic_0099.mp3
material,woody,electronic,feedback,stage,a controlled guitar feedback note through a vintage cabinet,woody/woody_electronic_0100.mp3
material,woody,electronic,relay,factory,the solid click of an electronic relay in a wooden box,woody/woody_electronic_0101.mp3
material,woody,electronic,capacitor,bench,the pop of a component heard through a wooden benchtop,woody/woody_electronic_0102.mp3
material,woody,electronic,intercom,hallway,the static burst of a speaker in a wooden wall panel,woody/woody_electronic_0103.mp3
material,woody,electronic,television,living room,the low-frequency thrum of a tv on a wooden stand,woody/woody_electronic_0104.mp3
material,metallic,musical,triangle,cathedral,a single crisp strike on a high-grade steel triangle,metallic/metallic_musical_0000.mp3
material,metallic,musical,cymbals,stadium,a forceful crash of two orchestral brass cymbals,metallic/metallic_musical_0001.mp3
material,metallic,musical,glockenspiel,nursery,a mallet strike on a high-pitched steel bar,metallic/metallic_musical_0002.mp3
material,metallic,musical,tuning fork,lab,the steady pure pitch of a metal fork after a strike,metallic/metallic_musical_0003.mp3
material,metallic,musical,harp,conservatory,the vibration of a plucked wire harp string,metallic/metallic_musical_0004.mp3
material,metallic,musical,bells,clock tower,the tolling of a heavy bronze bell in a stone belfry,metallic/metallic_musical_0005.mp3
material,metallic,musical,chimes,tower,a single sharp strike on a tubular brass pipe,metallic/metallic_musical_0006.mp3
material,metallic,musical,acoustic guitar,studio,a bright strum across new steel strings,metallic/metallic_musical_0007.mp3
material,metallic,musical,banjo,front porch,a sharp fingerstyle pluck on a steel string,metallic/metallic_musical_0008.mp3
material,metallic,musical,piano,ballroom,a high-register piano note with the damper pedal held,metallic/metallic_musical_0009.mp3
material,metallic,musical,trumpet,alley,the brassy resonance of air moving through a metal bell,metallic/metallic_musical_0010.mp3
material,metallic,musical,tambourine,festival,the jingles of a tambourine vibrating after a tap,metallic/metallic_musical_0011.mp3
material,metallic,musical,harmonica,train station,the metallic vibration of a reed during an inhale,metallic/metallic_musical_0012.mp3
material,metallic,musical,cello,basement,a sharp pizzicato pluck on a cello's wire-wound string,metallic/metallic_musical_0013.mp3
material,metallic,musical,cowbell,field,a forceful strike on a metal cowbell with a stick,metallic/metallic_musical_0014.mp3
material,metallic,musical,gong,monastery,a resonant mallet strike on a large bronze disc,metallic/metallic_musical_0015.mp3
material,metallic,musical,snare drum,rehearsal room,a sharp rimshot on a high-tension snare head,metallic/metallic_musical_0016.mp3
material,metallic,mechanical,gears,factory,the tight rhythmic clicking of steel cogs in a housing,metallic/metallic_mechanical_0017.mp3
material,metallic,mechanical,winch,dock,the metallic ratcheting of a boat winch under load,metallic/metallic_mechanical_0018.mp3
material,metallic,mechanical,lathe,machine shop,the high-speed whir of a spinning metal spindle,metallic/metallic_mechanical_0019.mp3
material,metallic,mechanical,drill,shipyard,the sharp impact of a pneumatic hammer on a plate,metallic/metallic_mechanical_0020.mp3
material,metallic,mechanical,chains,warehouse,the rattling of a heavy iron chain being dragged,metallic/metallic_mechanical_0021.mp3
material,metallic,mechanical,typewriter,library,the strike of a typewriter key on a metal platen,metallic/metallic_mechanical_0022.mp3
material,metallic,mechanical,lock,bank vault,the sharp mechanical snap of a steel bolt locking,metallic/metallic_mechanical_0023.mp3
material,metallic,mechanical,switch,cockpit,the solid click of a metal toggle switch being flipped,metallic/metallic_mechanical_0024.mp3
material,metallic,mechanical,clockwork,attic,the rapid whir of a winding mechanical spring,metallic/metallic_mechanical_0025.mp3
material,metallic,mechanical,pulleys,warehouse,the metallic squeal of a wire on a metal pulley,metallic/metallic_mechanical_0026.mp3
material,metallic,mechanical,camera,studio,the mechanical click and whir of a vintage shutter,metallic/metallic_mechanical_0027.mp3
material,metallic,mechanical,sewing machine,loft,the rapid pulse of a needle hitting a metal plate,metallic/metallic_mechanical_0028.mp3
material,metallic,mechanical,stapler,office,the solid punch of a handheld stapler on paper,metallic/metallic_mechanical_0029.mp3
material,metallic,mechanical,elevator,hotel,the high-pitched ding of a metal floor arrival bell,metallic/metallic_mechanical_0030.mp3
material,metallic,mechanical,motor,workshop,the whir and vibration of a small induction motor,metallic/metallic_mechanical_0031.mp3
material,metallic,mechanical,exhaust,garage,the resonant humming and popping of a v8 engine,metallic/metallic_mechanical_0032.mp3
material,metallic,mechanical,fan,warehouse,the whirring of a large industrial metal fan,metallic/metallic_mechanical_0033.mp3
material,metallic,environmental,hail,car roof,the sudden sharp thud of a hailstone on a metal roof,metallic/metallic_environmental_0034.mp3
material,metallic,environmental,sand,desert,the skittering of windblown sand against a metal sign,metallic/metallic_environmental_0035.mp3
material,metallic,environmental,water drop,cave,a water drop hitting a resonant mineral pool,metallic/metallic_environmental_0036.mp3
material,metallic,environmental,ice,glacier,the high-pitched crack of a shifting ice sheet,metallic/metallic_environmental_0037.mp3
material,metallic,environmental,lightning,plains,a sharp crack of a nearby lightning bolt in a field,metallic/metallic_environmental_0038.mp3
material,metallic,environmental,thunder,valley,the high-frequency tail of a lightning crack,metallic/metallic_environmental_0039.mp3
material,metallic,environmental,geyser,volcanic field,steam hissing through a narrow mineral vent,metallic/metallic_environmental_0040.mp3
material,metallic,environmental,thaw,eaves,the tinkling of an icicle melting into a bucket,metallic/metallic_environmental_0041.mp3
material,metallic,environmental,rocks,gorge,two small pebbles being struck together in a canyon,metallic/metallic_environmental_0042.mp3
material,metallic,environmental,mist,lake,the sound of moisture hitting a cold metal railing,metallic/metallic_environmental_0043.mp3
material,metallic,environmental,fire,campsite,the sharp snap of a dry cedar twig in a flame,metallic/metallic_environmental_0044.mp3
material,metallic,environmental,reeds,marsh,the whistling of wind through a hollow reed,metallic/metallic_environmental_0045.mp3
material,metallic,environmental,waves,shore,the slap of a wave against a flat coastal rock,metallic/metallic_environmental_0046.mp3
material,metallic,environmental,stalactite,cavern,the sharp ring of a water drop on stone,metallic/metallic_environmental_0047.mp3
material,metallic,environmental,rain,tin roof,a sharp loud drop of rain on a corrugated sheet,metallic/metallic_environmental_0048.mp3
material,metallic,environmental,avalanche,slope,the sound of snow sliding over a metal fence,metallic/metallic_environmental_0049.mp3
material,metallic,environmental,stream,brook,water bubbling over a bed of quartz pebbles,metallic/metallic_environmental_0050.mp3
material,metallic,organic,beak,bird feeder,the clicking of a parrot's beak on a metal ring,metallic/metallic_organic_0051.mp3
material,metallic,organic,shells,beach,the tinkling of small crushed seashells being poured,metallic/metallic_organic_0052.mp3
material,metallic,organic,scales,desert,the dry slide of a snake over a metal signpost,metallic/metallic_organic_0053.mp3
material,metallic,organic,teeth,kitchen,the sharp ring of a tooth on a crystal glass rim,metallic/metallic_organic_0054.mp3
material,metallic,organic,fingernails,desk,the sharp tap of a nail on a metal desktop surface,metallic/metallic_organic_0055.mp3
material,metallic,organic,bones,gym,the sharp crack of a knuckle in a resonant hall,metallic/metallic_organic_0056.mp3
material,metallic,organic,wood,workshop,the sharp snap of a dry mahogany strip,metallic/metallic_organic_0057.mp3
material,metallic,organic,insect,meadow,the piercing chirp of a field cricket in grass,metallic/metallic_organic_0058.mp3
material,metallic,organic,wings,garden,the humming of a bee's wings near the head,metallic/metallic_organic_0059.mp3
material,metallic,organic,bark,park,the sharp snap of a piece of dry cork bark,metallic/metallic_organic_0060.mp3
material,metallic,organic,nutshell,porch,the sharp crack of a hazelnut shell by a lever,metallic/metallic_organic_0061.mp3
material,metallic,organic,twigs,forest,the sharp snap of a dry cedar branch on a path,metallic/metallic_organic_0062.mp3
material,metallic,organic,egg,kitchen,the sharp crack of an egg on a ceramic bowl,metallic/metallic_organic_0063.mp3
material,metallic,organic,chatter,zoo,the sharp clicking sound of a dolphin's sonar,metallic/metallic_organic_0064.mp3
material,metallic,organic,hooves,cobblestone,the sharp clack of a horse's hoof on stone,metallic/metallic_organic_0065.mp3
material,metallic,organic,roots,garden,the sharp snap of a tiny plant fiber being pulled,metallic/metallic_organic_0066.mp3
material,metallic,organic,skin,bathroom,the squeak of a wet finger on a mirror surface,metallic/metallic_organic_0067.mp3
material,metallic,domestic,keys,foyer,a large ring of brass keys being tossed onto a table,metallic/metallic_domestic_0068.mp3
material,metallic,domestic,coins,bedroom,the clinking of copper pennies being shaken in a jar,metallic/metallic_domestic_0069.mp3
material,metallic,domestic,silverware,kitchen,the clink of a silver spoon in a porcelain teacup,metallic/metallic_domestic_0070.mp3
material,metallic,domestic,glassware,dining room,the ringing of a crystal glass after a toast,metallic/metallic_domestic_0071.mp3
material,metallic,domestic,foil,pantry,the sharp crinkling of a sheet of aluminum foil,metallic/metallic_domestic_0072.mp3
material,metallic,domestic,kettle,stove,the steady whistle of a boiling tea kettle,metallic/metallic_domestic_0073.mp3
material,metallic,domestic,ice,wet bar,the tinkling of ice cubes in a heavy glass tumbler,metallic/metallic_domestic_0074.mp3
material,metallic,domestic,zipper,closet,the sliding of a metal zipper on a jacket,metallic/metallic_domestic_0075.mp3
material,metallic,domestic,paper,office,the tearing of a single sheet of silk paper,metallic/metallic_domestic_0076.mp3
material,metallic,domestic,scissors,sewing room,the rhythmic snip of blades through silk,metallic/metallic_domestic_0077.mp3
material,metallic,domestic,beads,craft room,the spilling of glass beads onto a metal tray,metallic/metallic_domestic_0078.mp3
material,metallic,domestic,can opener,kitchen,the piercing of a metal can lid by a gear tool,metallic/metallic_domestic_0079.mp3
material,metallic,domestic,staple,office,the click of a staple being removed from paper,metallic/metallic_domestic_0080.mp3
material,metallic,domestic,door,bathroom,the mechanical click of a metal door handle,metallic/metallic_domestic_0081.mp3
material,metallic,domestic,light bulb,attic,the tinkle of a broken filament in a bulb,metallic/metallic_domestic_0082.mp3
material,metallic,domestic,silverware,kitchen,the clink of a fork on a glass bowl,metallic/metallic_domestic_0083.mp3
material,metallic,domestic,lock,front door,the sharp turn of a deadbolt in a frame,metallic/metallic_domestic_0084.mp3
material,metallic,electronic,capacitor,bench,the pop of a discharging electronic component,metallic/metallic_electronic_0085.mp3
material,metallic,electronic,hum,substation,a heavy 60hz electrical hum from a transformer,metallic/metallic_electronic_0086.mp3
material,metallic,electronic,static,radio,the clean hiss of fm white noise on a receiver,metallic/metallic_electronic_0087.mp3
material,metallic,electronic,buzzer,kitchen,the sharp beep of a digital microwave timer,metallic/metallic_electronic_0088.mp3
material,metallic,electronic,watch,bedroom,the electronic chirp of a digital watch alarm,metallic/metallic_electronic_0089.mp3
material,metallic,electronic,flash,studio,the high-pitched whine of a charging flash strobe,metallic/metallic_electronic_0090.mp3
material,metallic,electronic,led,workshop,the steady hum of a high-end power supply,metallic/metallic_electronic_0091.mp3
material,metallic,electronic,relay,factory,the clean click of an electronic relay bank,metallic/metallic_electronic_0092.mp3
material,metallic,electronic,speaker,studio,a pure test tone from a reference monitor,metallic/metallic_electronic_0093.mp3
material,metallic,electronic,synthesizer,studio,a single unmodulated sawtooth wave pulse,metallic/metallic_electronic_0094.mp3
material,metallic,electronic,modem,study,the high-pitched pulse of a data signal on a router,metallic/metallic_electronic_0095.mp3
material,metallic,electronic,taser,security,the sharp crackle of an electrical taser arc,metallic/metallic_electronic_0096.mp3
material,metallic,electronic,hard drive,server,the whir and clicking of a mechanical disk,metallic/metallic_electronic_0097.mp3
material,metallic,electronic,television,living room,the high-pitched whine of an old tube tv,metallic/metallic_electronic_0098.mp3
material,metallic,electronic,intercom,hallway,the sharp beep of an apartment buzzer,metallic/metallic_electronic_0099.mp3
material,metallic,electronic,scanner,store,the beep of a handheld barcode scanner,metallic/metallic_electronic_0100.mp3
material,metallic,electronic,keyboard,office,the click of a mechanical blue switch,metallic/metallic_electronic_0101.mp3
material,brassy,musical,trumpet,cathedral,a bold brass fanfare echoing in a grand stone nave,brassy/brassy_musical_0000.mp3
material,brassy,musical,trombone,ballroom,a resonant swell from a brass tenor trombone,brassy/brassy_musical_0001.mp3
material,brassy,musical,tuba,rehearsal room,a deep resonant blast from a wide tuba bell,brassy/brassy_musical_0002.mp3
material,brassy,musical,french horn,mountain pass,a warm brass horn call echoing in a valley,brassy/brassy_musical_0003.mp3
material,brassy,musical,sousaphone,parade,a resonant walking bass line on a brass horn,brassy/brassy_musical_0004.mp3
material,brassy,musical,cornet,park,a bright melodic run on a brass cornet,brassy/brassy_musical_0005.mp3
material,brassy,musical,bugle,camp,a sharp brassy morning call from a bugle bell,brassy/brassy_musical_0006.mp3
material,brassy,musical,sax,jazz club,a loud overblown note on a tenor saxophone,brassy/brassy_musical_0007.mp3
material,brassy,musical,euphonium,hall,a warm brassy melody in a large room,brassy/brassy_musical_0008.mp3
material,brassy,musical,mellophone,field,a bold brassy tone from a marching horn,brassy/brassy_musical_0009.mp3
material,brassy,musical,piccolo trumpet,cathedral,a sharp piercing trill in the high register,brassy/brassy_musical_0010.mp3
material,brassy,musical,bass trombone,basement,a low guttural growl through a brass pipe,brassy/brassy_musical_0011.mp3
material,brassy,musical,flugelhorn,studio,a soft mellow brassy note in a room,brassy/brassy_musical_0012.mp3
material,brassy,musical,baritone horn,stage,a resonant brassy melody in an auditorium,brassy/brassy_musical_0013.mp3
material,brassy,musical,ophicleide,museum,a low-register buzz from a vintage brass horn,brassy/brassy_musical_0014.mp3
material,brassy,musical,serpent,monastery,a deep resonant tone through a curved brass tube,brassy/brassy_musical_0015.mp3
material,brassy,musical,shofar,cliff,a sharp brassy blast from a ritual horn,brassy/brassy_musical_0016.mp3
material,brassy,mechanical,steam whistle,station,a loud piercing blast from a vintage locomotive pipe,brassy/brassy_mechanical_0017.mp3
material,brassy,mechanical,foghorn,harbor,a deep resonant boom from a brass harbor horn,brassy/brassy_mechanical_0018.mp3
material,brassy,mechanical,gears,old mill,the rhythmic clicking of large brass cogs in a clock,brassy/brassy_mechanical_0019.mp3
material,brassy,mechanical,valves,factory,a short sharp hiss from a brass pressure valve,brassy/brassy_mechanical_0020.mp3
material,brassy,mechanical,winch,dock,the metallic ratcheting of a polished brass boat hoist,brassy/brassy_mechanical_0021.mp3
material,brassy,mechanical,turbine,power station,the high-velocity whine of a brass water turbine,brassy/brassy_mechanical_0022.mp3
material,brassy,mechanical,clockwork,attic,the rapid whir of a winding brass clock spring,brassy/brassy_mechanical_0023.mp3
material,brassy,mechanical,pulleys,warehouse,the metallic squeal of a chain on a brass pulley,brassy/brassy_mechanical_0024.mp3
material,brassy,mechanical,bell,ship,the tolling of a brass ship's bell in a gale,brassy/brassy_mechanical_0025.mp3
material,brassy,mechanical,pump,well,the rhythmic thumping of a brass piston pump head,brassy/brassy_mechanical_0026.mp3
material,brassy,mechanical,lathe,workshop,the whir of a spinning brass rod being shaved,brassy/brassy_mechanical_0027.mp3
material,brassy,mechanical,faucet,bathroom,the metallic click of a brass tap handle shutting,brassy/brassy_mechanical_0028.mp3
material,brassy,mechanical,lock,front door,the sharp turn of a key in a brass lock cylinder,brassy/brassy_mechanical_0029.mp3
material,brassy,mechanical,ornament,study,the resonance of a brass bowl being struck,brassy/brassy_mechanical_0030.mp3
material,brassy,mechanical,shaker,lab,the high-speed vibration of a brass arm on a tray,brassy/brassy_mechanical_0031.mp3
material,brassy,mechanical,camera,museum,the mechanical resonance of a brass shutter frame,brassy/brassy_mechanical_0032.mp3
material,brassy,mechanical,winch,pier,the steady ratcheting of a brass winch gear,brassy/brassy_mechanical_0033.mp3
material,brassy,mechanical,boiler,basement,the resonant roar of a burner in a brass tank,brassy/brassy_mechanical_0034.mp3
material,brassy,environmental,wind,canyon,the whistling of a breeze through a brassy rock fissure,brassy/brassy_environmental_0035.mp3
material,brassy,environmental,thunder,plains,a rolling rumble with a bright brassy tail,brassy/brassy_environmental_0036.mp3
material,brassy,environmental,waterfall,jungle,the crashing of water onto a brassy mineral ledge,brassy/brassy_environmental_0037.mp3
material,brassy,environmental,ocean,shore,the boom of a wave hitting a brassy rock wall,brassy/brassy_environmental_0038.mp3
material,brassy,environmental,ice,glacier,the deep booming groan of a shifting ice sheet,brassy/brassy_environmental_0039.mp3
material,brassy,environmental,volcano,crater,the subterranean grumble of moving lava in a vent,brassy/brassy_environmental_0040.mp3
material,brassy,environmental,geyser,volcanic field,steam hissing through a brassy mineral crust,brassy/brassy_environmental_0041.mp3
material,brassy,environmental,thaw,eaves,the tinkling of meltwater in a brass basin,brassy/brassy_environmental_0042.mp3
material,brassy,environmental,reeds,marsh,the whistling of wind through a brassy hollow stalk,brassy/brassy_environmental_0043.mp3
material,brassy,environmental,rain,tin roof,a sharp loud drop of rain on a brassy metal sheet,brassy/brassy_environmental_0044.mp3
material,brassy,environmental,lightning,valley,a sharp lightning crack with a brassy tail,brassy/brassy_environmental_0045.mp3
material,brassy,environmental,rocks,gorge,two small pebbles striking a brassy stone ledge,brassy/brassy_environmental_0046.mp3
material,brassy,environmental,mist,lake,the sound of air movement over a brassy water surface,brassy/brassy_environmental_0047.mp3
material,brassy,environmental,cave,cavern,a water drop hitting a resonant brassy mineral pool,brassy/brassy_environmental_0048.mp3
material,brassy,environmental,stalactite,cave,the sharp ring of a brassy mineral crust strike,brassy/brassy_environmental_0049.mp3
material,brassy,environmental,sand,desert,the skittering of sand against a brass signpost,brassy/brassy_environmental_0050.mp3
material,brassy,environmental,avalanche,slope,the rushing sound of snow over a brassy ledge,brassy/brassy_environmental_0051.mp3
material,brassy,organic,lion,savanna,a guttural roar from a predator with a brassy edge,brassy/brassy_organic_0052.mp3
