category,tag,domain,source,environment,scenario,file
dynamic/variable,fluctuating,environmental,wind,canyon,wind gusting and swirling through a narrow rocky gap in a canyon,fluctuating/fluctuating_environmental_0034.mp3
dynamic/variable,fluctuating,environmental,fire,forest,a forest fire roaring as the wind feeds it at different intervals,fluctuating/fluctuating_environmental_0035.mp3
dynamic/variable,fluctuating,environmental,waterfall,jungle,a waterfall's roar changing as the wind shifts the spray in a jungle,fluctuating/fluctuating_environmental_0036.mp3
dynamic/variable,fluctuating,environmental,ocean,beach,the roar of the surf as waves of different sizes break on a shoreline,fluctuating/fluctuating_environmental_0037.mp3
dynamic/variable,fluctuating,environmental,thunder,plains,a long roll of thunder that rumbles and peaks at different intervals,fluctuating/fluctuating_environmental_0038.mp3
dynamic/variable,fluctuating,environmental,rain,marsh,rain intensity changing as a storm cell moves over a marshland,fluctuating/fluctuating_environmental_0039.mp3
dynamic/variable,fluctuating,environmental,river,gorge,a river's roar as it flows over a series of uneven rapids in a gorge,fluctuating/fluctuating_environmental_0040.mp3
dynamic/variable,fluctuating,environmental,mist,fjord,air moving through a heavy fog bank that is shifting in a fjord,fluctuating/fluctuating_environmental_0041.mp3
dynamic/variable,fluctuating,environmental,lava,volcano,molten lava bubbling and popping with varying intensity in a crater,fluctuating/fluctuating_environmental_0042.mp3
dynamic/variable,fluctuating,environmental,geyser,field,the sound of water churning inside a geyser vent before it erupts,fluctuating/fluctuating_environmental_0043.mp3
dynamic/variable,fluctuating,environmental,ice sheet,lake,the sound of a frozen lake surface shifting and groaning in the sun,fluctuating/fluctuating_environmental_0044.mp3
dynamic/variable,fluctuating,environmental,steam vent,valley,a volcanic vent releasing gas with a wavering hiss in a valley,fluctuating/fluctuating_environmental_0045.mp3
dynamic/variable,fluctuating,environmental,glacier,arctic,a glacier grinding against a rock bed as it moves at an unsteady rate,fluctuating/fluctuating_environmental_0046.mp3
dynamic/variable,fluctuating,environmental,sand,desert,a sandstorm sandblasting a metal fence with varying force in the desert,fluctuating/fluctuating_environmental_0047.mp3
dynamic/variable,fluctuating,environmental,avalanche,slope,the roar of a snow avalanche as it hits different obstacles on a slope,fluctuating/fluctuating_environmental_0048.mp3
dynamic/variable,fluctuating,environmental,mud,swamp,gas bubbles rising and popping through thick mud at irregular rates,fluctuating/fluctuating_environmental_0049.mp3
dynamic/variable,fluctuating,environmental,storm,coast,a storm surge hitting a sea wall with varying impact force,fluctuating/fluctuating_environmental_0050.mp3
dynamic/variable,fluctuating,organic,wolf,wilderness,a wolf's howl wavering in pitch and intensity in a night forest,fluctuating/fluctuating_organic_0051.mp3
dynamic/variable,fluctuating,organic,human,bedroom,the sound of a person's breathing changing as they move in their sleep,fluctuating/fluctuating_organic_0052.mp3
dynamic/variable,fluctuating,organic,cat,living room,a cat's purr changing in depth and volume as it is petted,fluctuating/fluctuating_organic_0053.mp3
dynamic/variable,fluctuating,organic,cicada,orchard,a cicada's buzz rising and falling in the summer heat of an orchard,fluctuating/fluctuating_organic_0054.mp3
dynamic/variable,fluctuating,organic,elephant,savanna,an elephant's rumble changing in power as it communicates on the savanna,fluctuating/fluctuating_organic_0055.mp3
dynamic/variable,fluctuating,organic,whale,ocean,a blue whale's vocalization shifting in tone underwater in the ocean,fluctuating/fluctuating_organic_0056.mp3
dynamic/variable,fluctuating,organic,heartbeat,clinic,a heartbeat changing in speed and intensity after a person moves,fluctuating/fluctuating_organic_0057.mp3
dynamic/variable,fluctuating,organic,bird,garden,a bird's melodic song as it moves its head from side to side on a branch,fluctuating/fluctuating_organic_0058.mp3
dynamic/variable,fluctuating,organic,frog,swamp,a bullfrog's croak changing in resonance as it moves in a marsh,fluctuating/fluctuating_organic_0059.mp3
dynamic/variable,fluctuating,organic,monkey,jungle,a monkey's scream echoing and shifting as it swings through the canopy,fluctuating/fluctuating_organic_0060.mp3
dynamic/variable,fluctuating,organic,bee,garden,the hum of a honeybee changing as it flies from flower to flower,fluctuating/fluctuating_organic_0061.mp3
dynamic/variable,fluctuating,organic,elk,valley,an elk's bugle wavering as it calls across a mountain valley,fluctuating/fluctuating_organic_0062.mp3
dynamic/variable,fluctuating,organic,tree,forest,a tree trunk creaking with varying intensity in a gusty wind,fluctuating/fluctuating_organic_0063.mp3
dynamic/variable,fluctuating,organic,wasp,attic,a wasp's buzz changing as it hits different parts of a window pane,fluctuating/fluctuating_organic_0064.mp3
dynamic/variable,fluctuating,organic,human,hallway,the sound of a person humming a melody with a wide vibrato in a hall,fluctuating/fluctuating_organic_0065.mp3
dynamic/variable,fluctuating,organic,lion,zoo,a lion's growl shifting in depth as it paces in a concrete enclosure,fluctuating/fluctuating_organic_0066.mp3
dynamic/variable,fluctuating,organic,insect,meadow,the combined song of crickets changing as the temperature shifts in a field,fluctuating/fluctuating_organic_0067.mp3
dynamic/variable,fluctuating,domestic,kettle,kitchen,the whistle of a tea kettle wavering as the steam pressure changes,fluctuating/fluctuating_domestic_0068.mp3
dynamic/variable,fluctuating,domestic,vacuum,den,a vacuum cleaner motor whining as the nozzle moves over different textures,fluctuating/fluctuating_domestic_0069.mp3
dynamic/variable,fluctuating,domestic,refrigerator,kitchen,a refrigerator compressor humming with a slight rattle in a kitchen,fluctuating/fluctuating_domestic_0070.mp3
dynamic/variable,fluctuating,domestic,ceiling fan,bedroom,the whirring of a fan changing as the pull-chain is toggled,fluctuating/fluctuating_domestic_0071.mp3
dynamic/variable,fluctuating,domestic,boiler,basement,the thrumming of a boiler as the flame intensity modulates in a basement,fluctuating/fluctuating_domestic_0072.mp3
dynamic/variable,fluctuating,domestic,stove,kitchen,the hiss of a gas burner as the dial is turned up and down,fluctuating/fluctuating_domestic_0073.mp3
dynamic/variable,fluctuating,domestic,blender,kitchen,a blender motor straining as it encounters large chunks of ice,fluctuating/fluctuating_domestic_0074.mp3
dynamic/variable,fluctuating,domestic,hairdryer,bathroom,a hairdryer whirring as the air intake is partially blocked and released,fluctuating/fluctuating_domestic_0075.mp3
dynamic/variable,fluctuating,domestic,washing machine,laundry,a washing machine drum thumping as a heavy load shifts during spin,fluctuating/fluctuating_domestic_0076.mp3
dynamic/variable,fluctuating,domestic,fan,bedroom,a desk fan whirring as it oscillates back and forth in a room,fluctuating/fluctuating_domestic_0077.mp3
dynamic/variable,fluctuating,domestic,shower,bathroom,the sound of water hitting a plastic curtain with varying pressure,fluctuating/fluctuating_domestic_0078.mp3
dynamic/variable,fluctuating,domestic,faucet,kitchen,water splashing in a sink as the tap is turned rapidly on and off,fluctuating/fluctuating_domestic_0079.mp3
dynamic/variable,fluctuating,domestic,iron,laundry room,the sound of steam being released from a flat iron in short bursts,fluctuating/fluctuating_domestic_0080.mp3
dynamic/variable,fluctuating,domestic,fireplace,den,a fire crackling as different types of wood ignite and pop in a hearth,fluctuating/fluctuating_domestic_0081.mp3
dynamic/variable,fluctuating,domestic,oven,kitchen,the hum of a convection fan as it ramps up and down in a kitchen,fluctuating/fluctuating_domestic_0082.mp3
dynamic/variable,fluctuating,domestic,humidifier,bedroom,the gurgling of water in a humidifier as the mist output varies,fluctuating/fluctuating_domestic_0083.mp3
dynamic/variable,fluctuating,domestic,clock,hallway,the ticking of a mechanical clock as the weight reaches the end of its run,fluctuating/fluctuating_domestic_0084.mp3
dynamic/variable,fluctuating,electronic,transformer,closet,a transformer humming with changing intensity as power usage varies,fluctuating/fluctuating_electronic_0085.mp3
dynamic/variable,fluctuating,electronic,analog synth,studio,an analog synthesizer oscillator being modulated by a slow lfo,fluctuating/fluctuating_electronic_0086.mp3
dynamic/variable,fluctuating,electronic,neon sign,diner,a neon sign buzzing and flickering as the voltage fluctuates in a window,fluctuating/fluctuating_electronic_0087.mp3
dynamic/variable,fluctuating,electronic,radio,living room,the static on a radio changing as the tuning dial is moved slowly,fluctuating/fluctuating_electronic_0088.mp3
dynamic/variable,fluctuating,electronic,server,data center,the whirring of server fans as they speed up and slow down for cooling,fluctuating/fluctuating_electronic_0089.mp3
dynamic/variable,fluctuating,electronic,monitor,office,a crt monitor emitting a hum that changes as different images appear,fluctuating/fluctuating_electronic_0090.mp3
dynamic/variable,fluctuating,electronic,oscillator,workshop,an electronic oscillator producing a tone that sweeps through a range,fluctuating/fluctuating_electronic_0091.mp3
dynamic/variable,fluctuating,electronic,vacuum tube,radio room,a vacuum tube clicking and humming as it settles at a temperature,fluctuating/fluctuating_electronic_0092.mp3
dynamic/variable,fluctuating,electronic,amplifier,studio,a guitar amplifier producing feedback that changes as the player moves,fluctuating/fluctuating_electronic_0093.mp3
dynamic/variable,fluctuating,electronic,white noise,nursery,a noise machine with a setting that mimics a fluctuating wind,fluctuating/fluctuating_electronic_0094.mp3
dynamic/variable,fluctuating,electronic,heater,bedroom,an electric heater whirring as the thermostat cycles the element,fluctuating/fluctuating_electronic_0095.mp3
dynamic/variable,fluctuating,electronic,light,hallway,a fluorescent light fixture humming and buzzing with an unsteady ballast,fluctuating/fluctuating_electronic_0096.mp3
dynamic/variable,fluctuating,electronic,battery,garage,a charger humming with varying depth as it pulses a battery,fluctuating/fluctuating_electronic_0097.mp3
dynamic/variable,fluctuating,electronic,relay,panel,a mechanical relay clicking at an unsteady rate in a control box,fluctuating/fluctuating_electronic_0098.mp3
dynamic/variable,fluctuating,electronic,oscilloscope,lab,the electronic hum of a lab instrument as the beam moves on the screen,fluctuating/fluctuating_electronic_0099.mp3
dynamic/variable,fluctuating,electronic,phone,bedroom,a phone vibrating on a wooden surface with a shifting pattern,fluctuating/fluctuating_electronic_0100.mp3
dynamic/variable,fluctuating,electronic,speaker,club,a large speaker cabinet vibrating as it reproduces a complex bassline,fluctuating/fluctuating_electronic_0101.mp3
dynamic/variable,irregular,musical,drum kit,studio,a drummer playing a series of syncopated and off-beat strikes in a booth,irregular/irregular_musical_0000.mp3
dynamic/variable,irregular,musical,piano,hall,a piano with several dampening felts missing being played in a hall,irregular/irregular_musical_0001.mp3
dynamic/variable,irregular,musical,violin,attic,a violin bow skipping and catching on a dry string in a quiet attic,irregular/irregular_musical_0002.mp3
dynamic/variable,irregular,musical,saxophone,club,a saxophone player using unconventional tonguing to break the air flow,irregular/irregular_musical_0003.mp3
dynamic/variable,irregular,musical,harp,gallery,a harpist plucking strings at random intervals in a marble gallery,irregular/irregular_musical_0004.mp3
dynamic/variable,irregular,musical,triangle,theatre,a triangle being struck with a series of uneven and shaky hits,irregular/irregular_musical_0005.mp3
dynamic/variable,irregular,musical,xylophone,classroom,a xylophone being played by a child with inconsistent force,irregular/irregular_musical_0006.mp3
dynamic/variable,irregular,musical,tambourine,festival,a tambourine being shaken with a stuttering and uneven motion,irregular/irregular_musical_0007.mp3
dynamic/variable,irregular,musical,flute,meadow,a flute player struggling with air flow in a strong meadow wind,irregular/irregular_musical_0008.mp3
dynamic/variable,irregular,musical,organ,church,a pipe organ suffering from an unsteady wind supply in a stone church,irregular/irregular_musical_0009.mp3
dynamic/variable,irregular,musical,guitar,porch,an acoustic guitar being strummed with a jagged and uneven rhythm,irregular/irregular_musical_0010.mp3
dynamic/variable,irregular,musical,recorder,classroom,a recorder squeaking at random intervals during a practice session,irregular/irregular_musical_0011.mp3
dynamic/variable,irregular,musical,handbells,chapel,a group of handbells ringing with an uncoordinated and messy pattern,irregular/irregular_musical_0012.mp3
dynamic/variable,irregular,musical,gong,temple,a gong being hit with a series of varying and non-rhythmic strikes,irregular/irregular_musical_0013.mp3
dynamic/variable,irregular,musical,cello,conservatory,a cello string being plucked with a shaky and unsteady finger,irregular/irregular_musical_0014.mp3
dynamic/variable,irregular,musical,bagpipes,field,bagpipes producing an unsteady drone as the piper adjust the bag,irregular/irregular_musical_0015.mp3
dynamic/variable,irregular,musical,harpsichord,manor,a harpsichord with a sticking key being played in a cold room,irregular/irregular_musical_0016.mp3
dynamic/variable,irregular,mechanical,gears,tower,a clock mechanism with a broken tooth clicking at uneven intervals,irregular/irregular_mechanical_0017.mp3
dynamic/variable,irregular,mechanical,conveyor,warehouse,a conveyor belt jerking and stuttering as it moves a heavy load,irregular/irregular_mechanical_0018.mp3
dynamic/variable,irregular,mechanical,engine,garage,a car engine misfiring and sputtering on a cold morning,irregular/irregular_mechanical_0019.mp3
dynamic/variable,irregular,mechanical,printing press,basement,a printing press stopping and starting as paper jams occur,irregular/irregular_mechanical_0020.mp3
dynamic/variable,irregular,mechanical,typewriter,office,a manual typewriter being used by an inexperienced typist,irregular/irregular_mechanical_0021.mp3
dynamic/variable,irregular,mechanical,lathe,machine shop,a metal lathe tool chattering as it hits a hard spot in steel,irregular/irregular_mechanical_0022.mp3
dynamic/variable,irregular,mechanical,drill,site,a drill bit catching and releasing as it bores through gravel,irregular/irregular_mechanical_0023.mp3
dynamic/variable,irregular,mechanical,fan,bedroom,a desk fan with a loose screw rattling at random intervals,irregular/irregular_mechanical_0024.mp3
dynamic/variable,irregular,mechanical,pump,basement,a sump pump sputtering as it reaches the bottom of a water pit,irregular/irregular_mechanical_0025.mp3
dynamic/variable,irregular,mechanical,ratchet,workshop,a socket ratchet skipping teeth as it is turned under high tension,irregular/irregular_mechanical_0026.mp3
dynamic/variable,irregular,mechanical,sewing machine,studio,a sewing machine needle hitting a thick seam and slowing down,irregular/irregular_mechanical_0027.mp3
dynamic/variable,irregular,mechanical,piston,engine room,a pneumatic piston firing with inconsistent timing in a factory,irregular/irregular_mechanical_0028.mp3
dynamic/variable,irregular,mechanical,shutter,museum,a vintage camera shutter sticking and firing with a delay,irregular/irregular_mechanical_0029.mp3
dynamic/variable,irregular,mechanical,pulley,shipyard,a pulley wheel squeaking at different points in its rotation,irregular/irregular_mechanical_0030.mp3
dynamic/variable,irregular,mechanical,automatic door,mall,a sliding door sensor being tripped and reset repeatedly,irregular/irregular_mechanical_0031.mp3
dynamic/variable,irregular,mechanical,boiler,school,the clanking of pipes in a boiler system as air pockets move through,irregular/irregular_mechanical_0032.mp3
dynamic/variable,irregular,mechanical,generator,outpost,a generator engine hunting for a steady speed under a light load,irregular/irregular_mechanical_0033.mp3
dynamic/variable,irregular,mechanical,latch,barn,a metal gate latch rattling inconsistently in a turbulent wind,irregular/irregular_mechanical_0034.mp3
dynamic/variable,irregular,environmental,rain,tin roof,the sound of individual large raindrops hitting a metal roof in a light shower,irregular/irregular_environmental_0035.mp3
dynamic/variable,irregular,environmental,fire,campsite,a campfire popping and crackling with random bursts of energy,irregular/irregular_environmental_0036.mp3
dynamic/variable,irregular,environmental,wind,canyon,wind whistling through a series of uneven rock crevices in a canyon,irregular/irregular_environmental_0037.mp3
dynamic/variable,irregular,environmental,thunder,plains,a thunderstorm with thunder cracks occurring at unpredictable intervals,irregular/irregular_environmental_0038.mp3
dynamic/variable,irregular,environmental,waterfall,cliff,water splashing onto a bed of jagged rocks at varying points,irregular/irregular_environmental_0039.mp3
dynamic/variable,irregular,environmental,ice,glacier,the sound of ice crystals snapping and popping in a melting glacier,irregular/irregular_environmental_0040.mp3
dynamic/variable,irregular,environmental,leaves,forest,dry leaves being blown across a forest floor in sporadic gusts,irregular/irregular_environmental_0041.mp3
dynamic/variable,irregular,environmental,river,valley,water gurgling over a bed of unevenly sized stones in a creek,irregular/irregular_environmental_0042.mp3
dynamic/variable,irregular,environmental,geyser,field,a geyser bubbling and splashing with an unpredictable rhythm,irregular/irregular_environmental_0043.mp3
dynamic/variable,irregular,environmental,mud,swamp,gas bubbles of different sizes popping in a thick mud pit,irregular/irregular_environmental_0044.mp3
dynamic/variable,irregular,environmental,rockfall,mountain,individual stones tumbling and bouncing down a rocky slope,irregular/irregular_environmental_0045.mp3
dynamic/variable,irregular,environmental,hail,greenhouse,hailstones of various sizes hitting a glass roof at random spots,irregular/irregular_environmental_0046.mp3
dynamic/variable,irregular,environmental,mist,fjord,the sound of water dripping from rocks into a fjord at uneven intervals,irregular/irregular_environmental_0047.mp3
dynamic/variable,irregular,environmental,thaw,tundra,meltwater dripping onto a pile of dry sticks in a tundra clearing,irregular/irregular_environmental_0048.mp3
dynamic/variable,irregular,environmental,lava,volcano,cooling lava crust cracking and snapping at random points,irregular/irregular_environmental_0049.mp3
dynamic/variable,irregular,environmental,waves,beach,waves hitting a rocky shoreline and splashing into uneven gaps,irregular/irregular_environmental_0050.mp3
dynamic/variable,irregular,environmental,bamboo,grove,bamboo stalks knocking together with an unsteady clatter in a wind,irregular/irregular_environmental_0051.mp3
dynamic/variable,irregular,environmental,sand,desert,sand grains hitting a metal sign in short and varying bursts,irregular/irregular_environmental_0052.mp3
dynamic/variable,irregular,organic,bird,forest,a bird chirping with a complex and non-repetitive melodic pattern,irregular/irregular_organic_0053.mp3
dynamic/variable,irregular,organic,human,hallway,the sound of a person walking on a tiled floor with a noticeable limp,irregular/irregular_organic_0054.mp3
dynamic/variable,irregular,organic,heartbeat,clinic,the sound of a heart skipping beats heard through a stethoscope,irregular/irregular_organic_0055.mp3
dynamic/variable,irregular,organic,dog,yard,a dog barking in short and unpredictable bursts at a passerby,irregular/irregular_organic_0056.mp3
dynamic/variable,irregular,organic,cicada,orchard,a single cicada buzzing with an unsteady and raspy vibration,irregular/irregular_organic_0057.mp3
dynamic/variable,irregular,organic,human,bedroom,a person snoring with an uneven and interrupted rhythm,irregular/irregular_organic_0058.mp3
dynamic/variable,irregular,organic,monkey,jungle,a group of monkeys hooting and screaming in a disorganized way,irregular/irregular_organic_0059.mp3
dynamic/variable,irregular,organic,cricket,meadow,a cricket chirping with a faltering and uneven tempo,irregular/irregular_organic_0060.mp3
dynamic/variable,irregular,organic,woodpecker,woods,a woodpecker drumming on a hollow tree with irregular strikes,irregular/irregular_organic_0061.mp3
dynamic/variable,irregular,organic,insect,garden,a large beetle bumping into a glass pane repeatedly,irregular/irregular_organic_0062.mp3
dynamic/variable,irregular,organic,human,kitchen,the sound of a person chopping vegetables with an inconsistent speed,irregular/irregular_organic_0063.mp3
dynamic/variable,irregular,organic,wolf,forest,a wolf's growl that breaks and restarts as it breathes,irregular/irregular_organic_0064.mp3
dynamic/variable,irregular,organic,cat,living room,a cat purring with occasional chirps and breaks in the sound,irregular/irregular_organic_0065.mp3
dynamic/variable,irregular,organic,frog,swamp,different species of frogs croaking with no coordinated rhythm,irregular/irregular_organic_0066.mp3
dynamic/variable,irregular,organic,tree,woods,a tree branch rubbing against another with a jerky motion in the wind,irregular/irregular_organic_0067.mp3
dynamic/variable,irregular,organic,wasp,attic,a wasp buzzing in short and frantic bursts inside a crawlspace,irregular/irregular_organic_0068.mp3
dynamic/variable,irregular,organic,human,office,the sound of a person clicking a pen with an absentminded rhythm,irregular/irregular_organic_0069.mp3
dynamic/variable,irregular,domestic,popcorn,kitchen,the sound of individual popcorn kernels popping in a hot pan,irregular/irregular_domestic_0070.mp3
dynamic/variable,irregular,domestic,faucet,bathroom,a leaky faucet dripping with an unsteady and changing rhythm,irregular/irregular_domestic_0071.mp3
dynamic/variable,irregular,domestic,clock,den,a vintage mechanical clock that is losing its winding and ticking unevenly,irregular/irregular_domestic_0072.mp3
dynamic/variable,irregular,domestic,key,foyer,a person fumbling with a bunch of keys while trying to open a door,irregular/irregular_domestic_0073.mp3
dynamic/variable,irregular,domestic,blender,kitchen,a blender being pulsed on and off to crush large chunks of ice,irregular/irregular_domestic_0074.mp3
dynamic/variable,irregular,domestic,vacuum,den,a vacuum cleaner picking up a pile of loose coins and paperclips,irregular/irregular_domestic_0075.mp3
dynamic/variable,irregular,domestic,washing machine,laundry,a washing machine drum hitting the housing during an unbalanced spin,irregular/irregular_domestic_0076.mp3
dynamic/variable,irregular,domestic,pot,kitchen,a metal pot lid rattling on a stove as steam escapes in bursts,irregular/irregular_domestic_0077.mp3
dynamic/variable,irregular,domestic,shoes,hallway,the sound of someone dragging their feet while walking on a wooden floor,irregular/irregular_domestic_0078.mp3
dynamic/variable,irregular,domestic,iron,laundry room,an iron releasing steam in sporadic and inconsistent puffs,irregular/irregular_domestic_0079.mp3
dynamic/variable,irregular,domestic,curtains,living room,heavy curtains being pulled across a rod in short jerking motions,irregular/irregular_domestic_0080.mp3
dynamic/variable,irregular,domestic,drawer,study,a wooden drawer sticking and then sliding forward in jumps,irregular/irregular_domestic_0081.mp3
dynamic/variable,irregular,domestic,trash can,kitchen,a person rummaging through a metal trash can filled with cans,irregular/irregular_domestic_0082.mp3
dynamic/variable,irregular,domestic,chair,dining room,a wooden chair being dragged across a tile floor with short stops,irregular/irregular_domestic_0083.mp3
dynamic/variable,irregular,domestic,window,attic,a window pane rattling in its frame during a gusty and unsteady wind,irregular/irregular_domestic_0084.mp3
dynamic/variable,irregular,domestic,stairs,foyer,someone running up a wooden staircase with varying footfalls,irregular/irregular_domestic_0085.mp3
dynamic/variable,irregular,domestic,bag,pantry,the rustling of a plastic bag as items are taken out at random,irregular/irregular_domestic_0086.mp3
dynamic/variable,irregular,electronic,radio,living room,the sound of static and voices as a radio is tuned between stations,irregular/irregular_electronic_0087.mp3
dynamic/variable,irregular,electronic,spark,garage,a spark jumping between two loose electrical wires at random intervals,irregular/irregular_electronic_0088.mp3
dynamic/variable,irregular,electronic,hard drive,office,a failing hard drive clicking and seeking in an unpredictable pattern,irregular/irregular_electronic_0089.mp3
dynamic/variable,irregular,electronic,neon sign,diner,a damaged neon sign flickering and buzzing with a broken rhythm,irregular/irregular_electronic_0090.mp3
dynamic/variable,irregular,electronic,synthesizer,studio,a synthesizer being triggered by an unpredictable random voltage source,irregular/irregular_electronic_0091.mp3
dynamic/variable,irregular,electronic,computer,data center,a computer motherboard emitting a series of irregular error beeps,irregular/irregular_electronic_0092.mp3
dynamic/variable,irregular,electronic,relay,panel,a bank of mechanical relays clicking as they sequence in a random order,irregular/irregular_electronic_0093.mp3
dynamic/variable,irregular,electronic,light,hallway,a fluorescent light bulb flickering on and off before it fails,irregular/irregular_electronic_0094.mp3
dynamic/variable,irregular,electronic,monitor,desk,a crt monitor making a series of static pops as it warms up,irregular/irregular_electronic_0095.mp3
dynamic/variable,irregular,electronic,geiger counter,mine,a geiger counter clicking with a rapid and disorganized pattern,irregular/irregular_electronic_0096.mp3
dynamic/variable,irregular,electronic,oscillator,lab,an oscillator circuit with a loose component drifting in frequency,irregular/irregular_electronic_0097.mp3
dynamic/variable,irregular,electronic,printer,warehouse,a dot matrix printer skipping characters and grinding as it runs,irregular/irregular_electronic_0098.mp3
dynamic/variable,irregular,electronic,phone,bedroom,a phone receiving a series of rapid and sporadic notifications,irregular/irregular_electronic_0099.mp3
dynamic/variable,irregular,electronic,cable,studio,an audio cable with a loose connection crackling as it is moved,irregular/irregular_electronic_0100.mp3
dynamic/variable,irregular,electronic,fan,server room,a server cooling fan that is failing and whirring with a jerky sound,irregular/irregular_electronic_0101.mp3
dynamic/variable,irregular,electronic,buzzer,factory,an industrial alarm that is stuttering due to a low voltage,irregular/irregular_electronic_0102.mp3
