category,tag,domain,source,environment,scenario,file
mass/thick,fat,environmental,fire,forest,the roar of a large forest fire consuming heavy timber,fat/fat_environmental_0042.mp3
mass/thick,fat,environmental,storm,ocean,a storm surge crashing against a sea wall,fat/fat_environmental_0043.mp3
mass/thick,fat,environmental,earthquake,valley,a low subterranean tremor moving through a valley,fat/fat_environmental_0044.mp3
mass/thick,fat,environmental,river,canyon,a flooded river rushing over large boulders in a canyon,fat/fat_environmental_0045.mp3
mass/thick,fat,environmental,tar pit,swamp,gas escaping from a thick tar pit with a heavy thud,fat/fat_environmental_0046.mp3
mass/thick,fat,environmental,rain,tent,heavy tropical rain drumming on a canvas tent,fat/fat_environmental_0047.mp3
mass/thick,fat,environmental,rockslide,quarry,a massive rockslide in a granite quarry,fat/fat_environmental_0048.mp3
mass/thick,fat,environmental,geological,cave,the low rumble of an underground river,fat/fat_environmental_0049.mp3
mass/thick,fat,environmental,volcano,island,the deep gurgling of lava inside a volcanic crater,fat/fat_environmental_0050.mp3
mass/thick,fat,organic,whale,ocean,the low-frequency moan of a blue whale underwater,fat/fat_organic_0051.mp3
mass/thick,fat,organic,elephant,savanna,the deep infrasonic rumble of an elephant,fat/fat_organic_0052.mp3
mass/thick,fat,organic,lion,plain,a deep guttural growl from a lion in the grass,fat/fat_organic_0053.mp3
mass/thick,fat,organic,bear,den,a grizzly bear grunting in a hollow den,fat/fat_organic_0054.mp3
mass/thick,fat,organic,walrus,beach,a walrus bellowing on a rocky shoreline,fat/fat_organic_0055.mp3
mass/thick,fat,organic,human,cathedral,a basso profondo singer holding a low note in a cathedral,fat/fat_organic_0056.mp3
mass/thick,fat,organic,gorilla,jungle,a silverback gorilla beating its chest in a dense jungle,fat/fat_organic_0057.mp3
mass/thick,fat,organic,heartbeat,room,a slow heavy heartbeat heard through a stethoscope,fat/fat_organic_0058.mp3
mass/thick,fat,organic,breathing,cave,the heavy slow breathing of a large hibernating animal,fat/fat_organic_0059.mp3
mass/thick,fat,organic,purr,living room,the deep resonant purr of a large cat,fat/fat_organic_0060.mp3
mass/thick,fat,organic,footsteps,hallway,heavy boots walking on a hollow wooden floor,fat/fat_organic_0061.mp3
mass/thick,fat,organic,stomach,bedroom,a deep gurgle of a hungry stomach in a quiet room,fat/fat_organic_0062.mp3
mass/thick,fat,organic,throat,study,a deep resonant throat clear in a library,fat/fat_organic_0063.mp3
mass/thick,fat,organic,laughter,hallway,a deep belly laugh echoing in a stone corridor,fat/fat_organic_0064.mp3
mass/thick,fat,organic,snore,bedroom,a deep rattling snore in a dark room,fat/fat_organic_0065.mp3
mass/thick,fat,organic,wings,attic,the low-frequency flap of large owl wings,fat/fat_organic_0066.mp3
mass/thick,fat,organic,cough,church,a deep productive cough in a stone church,fat/fat_organic_0067.mp3
mass/thick,fat,domestic,refrigerator,kitchen,the heavy hum of an old refrigerator compressor,fat/fat_domestic_0068.mp3
mass/thick,fat,domestic,washing machine,laundry,a washing machine in its low-speed agitation cycle,fat/fat_domestic_0069.mp3
mass/thick,fat,domestic,door,mansion,a heavy oak door slamming shut in a hallway,fat/fat_domestic_0070.mp3
mass/thick,fat,domestic,pot,kitchen,a cast iron pot being set down on a wooden table,fat/fat_domestic_0071.mp3
mass/thick,fat,domestic,wardrobe,bedroom,a heavy wooden wardrobe being dragged across a rug,fat/fat_domestic_0072.mp3
mass/thick,fat,domestic,fireplace,den,a large log settling in a fireplace with a low thud,fat/fat_domestic_0073.mp3
mass/thick,fat,domestic,trunk,attic,a heavy wooden trunk lid slamming shut,fat/fat_domestic_0074.mp3
mass/thick,fat,domestic,curtain,theater,heavy velvet curtains closing together,fat/fat_domestic_0075.mp3
mass/thick,fat,domestic,dryer,utility room,a heavy dryer tumbling boots in a metal drum,fat/fat_domestic_0076.mp3
mass/thick,fat,domestic,vacuum,living room,the low motor thrum of an industrial vacuum cleaner,fat/fat_domestic_0077.mp3
mass/thick,fat,domestic,mattress,bedroom,a person flopping onto a heavy memory foam mattress,fat/fat_domestic_0078.mp3
mass/thick,fat,domestic,safe,office,the heavy metal door of a floor safe swinging shut,fat/fat_domestic_0079.mp3
mass/thick,fat,domestic,boiler,basement,the low rumble of a domestic boiler heating up,fat/fat_domestic_0080.mp3
mass/thick,fat,domestic,rug,yard,a heavy rug being beaten with a wooden paddle,fat/fat_domestic_0081.mp3
mass/thick,fat,domestic,fan,bedroom,a large ceiling fan spinning at low speed,fat/fat_domestic_0082.mp3
mass/thick,fat,domestic,bed,nursery,a heavy wooden crib being moved across a floor,fat/fat_domestic_0083.mp3
mass/thick,fat,domestic,pipe,bathroom,water hammering in heavy lead pipes,fat/fat_domestic_0084.mp3
mass/thick,fat,electronic,subwoofer,club,a 40hz sine wave played through a large subwoofer,fat/fat_electronic_0085.mp3
mass/thick,fat,electronic,transformer,station,the deep hum of a high-voltage transformer,fat/fat_electronic_0086.mp3
mass/thick,fat,electronic,oscillator,lab,a low-frequency triangle wave from a signal generator,fat/fat_electronic_0087.mp3
mass/thick,fat,electronic,amplifier,stage,the low-frequency hum of a bass amp stack,fat/fat_electronic_0088.mp3
mass/thick,fat,electronic,motor,factory,the low thrum of a high-torque electric motor,fat/fat_electronic_0089.mp3
mass/thick,fat,electronic,sonar,ocean,the low-pitched ping of a deep-sea sonar,fat/fat_electronic_0090.mp3
mass/thick,fat,electronic,feedback,garage,low-frequency feedback from a guitar amplifier,fat/fat_electronic_0091.mp3
mass/thick,fat,electronic,solenoid,car,a large electronic door lock engaging in a vehicle,fat/fat_electronic_0092.mp3
mass/thick,fat,electronic,buzz,kitchen,the hum of a microwave oven transformer,fat/fat_electronic_0093.mp3
mass/thick,fat,electronic,interference,studio,low-frequency electromagnetic hum in a speaker,fat/fat_electronic_0094.mp3
mass/thick,fat,electronic,arc,laboratory,a low-frequency electrical arc discharge,fat/fat_electronic_0095.mp3
mass/thick,fat,electronic,speaker,room,a speaker cone vibrating at its excursion limit,fat/fat_electronic_0096.mp3
mass/thick,fat,electronic,buzzer,prison,a deep-toned electronic buzzer in a hallway,fat/fat_electronic_0097.mp3
mass/thick,fat,electronic,radar,outpost,the rhythmic hum of a radar dish motor,fat/fat_electronic_0098.mp3
mass/thick,fat,electronic,drone,studio,a deep detuned electronic drone,fat/fat_electronic_0099.mp3
mass/thick,fat,electronic,modem,basement,the low-frequency portion of a modem handshake,fat/fat_electronic_0100.mp3
mass/thick,fat,electronic,server,data center,the combined roar of server cooling units,fat/fat_electronic_0101.mp3
mass/thick,full,musical,piano,concert hall,a grand piano chord with the sustain pedal down,full/full_musical_0000.mp3
mass/thick,full,musical,cello,conservatory,a rich vibrato note on a cello,full/full_musical_0001.mp3
mass/thick,full,musical,orchestra,theater,a full orchestral swell in a theater,full/full_musical_0002.mp3
mass/thick,full,musical,pipe organ,cathedral,all stops pulled on a cathedral organ,full/full_musical_0003.mp3
mass/thick,full,musical,choir,church,a choir singing a four-part harmony in a church,full/full_musical_0004.mp3
mass/thick,full,musical,guitar,studio,a strummed acoustic guitar in a resonant room,full/full_musical_0005.mp3
mass/thick,full,musical,harp,music room,a full-register glissando on a pedal harp,full/full_musical_0006.mp3
mass/thick,full,musical,french horn,valley,a sustained note on a french horn echoing in a valley,full/full_musical_0007.mp3
mass/thick,full,musical,marimba,stage,a soft mallet roll on a marimba,full/full_musical_0008.mp3
mass/thick,full,musical,saxophone,club,a lush ballad played on a tenor saxophone,full/full_musical_0009.mp3
mass/thick,full,musical,violin,chamber,a double-stop note on a violin in a chamber hall,full/full_musical_0010.mp3
mass/thick,full,musical,flute,cave,a low-register flute note in a resonant cave,full/full_musical_0011.mp3
mass/thick,full,musical,accordion,parlor,a full bellows chord on an accordion,full/full_musical_0012.mp3
mass/thick,full,musical,glass harmonica,room,a resonant note on a glass harmonica,full/full_musical_0013.mp3
mass/thick,full,musical,vibraphone,jazz club,a vibraphone chord with the motor running,full/full_musical_0014.mp3
mass/thick,full,musical,lute,gallery,a resonant pluck on a lute in an art gallery,full/full_musical_0015.mp3
mass/thick,full,musical,harmonica,porch,a full chord played on a blues harmonica,full/full_musical_0016.mp3
mass/thick,full,mechanical,jet engine,runway,a jet engine spooling up for takeoff,full/full_mechanical_0017.mp3
mass/thick,full,mechanical,locomotive,valley,a train whistle echoing through a valley,full/full_mechanical_0018.mp3
mass/thick,full,mechanical,ventilator,hospital,the steady rhythmic whir of a ventilator,full/full_mechanical_0019.mp3
mass/thick,full,mechanical,fountain,plaza,a large tiered fountain splashing into a pool,full/full_mechanical_0020.mp3
mass/thick,full,mechanical,clockwork,tower,the complex whir of large clockwork gears,full/full_mechanical_0021.mp3
mass/thick,full,mechanical,press,factory,a printing press running at high speed,full/full_mechanical_0022.mp3
mass/thick,full,mechanical,turbine,dam,the resonant hum of a hydroelectric turbine,full/full_mechanical_0023.mp3
mass/thick,full,mechanical,drill,quarry,a heavy-duty rock drill boring into granite,full/full_mechanical_0024.mp3
mass/thick,full,mechanical,propeller,harbor,a ship's propeller churning water in a harbor,full/full_mechanical_0025.mp3
mass/thick,full,mechanical,saw,mill,a large circular saw cutting through a thick log,full/full_mechanical_0026.mp3
mass/thick,full,mechanical,winch,dock,a resonant hum of a winch under load,full/full_mechanical_0027.mp3
mass/thick,full,mechanical,conveyor,warehouse,a long conveyor belt running in an empty hall,full/full_mechanical_0028.mp3
mass/thick,full,mechanical,elevator,shaft,the resonant whir of an elevator car moving,full/full_mechanical_0029.mp3
mass/thick,full,mechanical,engine,shipyard,a marine diesel engine idling in a shipyard,full/full_mechanical_0030.mp3
mass/thick,full,mechanical,crane,construction site,a tower crane motor whirring,full/full_mechanical_0031.mp3
mass/thick,full,mechanical,boiler,plant,the resonant roar of a large steam boiler,full/full_mechanical_0032.mp3
mass/thick,full,mechanical,fan,hanger,a massive ventilation fan in an aircraft hanger,full/full_mechanical_0033.mp3
mass/thick,full,environmental,ocean,beach,the roar of a large wave breaking on the shore,full/full_environmental_0034.mp3
mass/thick,full,environmental,thunder,valley,a resonant thunderclap echoing in a valley,full/full_environmental_0035.mp3
mass/thick,full,environmental,waterfall,forest,a wide waterfall plunging into a deep pool,full/full_environmental_0036.mp3
mass/thick,full,environmental,wind,canyon,wind howling through a wide rock canyon,full/full_environmental_0037.mp3
mass/thick,full,environmental,rain,roof,heavy rain drumming on a metal warehouse roof,full/full_environmental_0038.mp3
mass/thick,full,environmental,storm,woods,the roar of wind through a dense forest,full/full_environmental_0039.mp3
mass/thick,full,environmental,river,mountain,a swollen river rushing over rocks,full/full_environmental_0040.mp3
mass/thick,full,environmental,geyser,basin,a large geyser erupting with a steady roar,full/full_environmental_0041.mp3
mass/thick,full,environmental,volcano,island,the steady rumble of a lava fountain,full/full_environmental_0042.mp3
mass/thick,full,environmental,avalanche,slope,the roar of a large snow avalanche,full/full_environmental_0043.mp3
mass/thick,full,environmental,fire,bonfire,a large bonfire crackling and roaring,full/full_environmental_0044.mp3
mass/thick,full,environmental,waves,cave,waves crashing into a large resonant sea cave,full/full_environmental_0045.mp3
mass/thick,full,environmental,thunder,plains,a distant but constant rumble of a storm,full/full_environmental_0046.mp3
mass/thick,full,environmental,hail,car,heavy hail hitting the roof of a car,full/full_environmental_0047.mp3
mass/thick,full,environmental,ice,lake,the resonant boom of ice cracking on a lake,full/full_environmental_0048.mp3
mass/thick,full,environmental,mud,swamp,large bubbles bursting in a mud volcano,full/full_environmental_0049.mp3
mass/thick,full,environmental,steam,vent,the steady hiss of a high-pressure steam vent,full/full_environmental_0050.mp3
mass/thick,full,organic,whale,ocean,the resonant song of a humpback whale,full/full_organic_0051.mp3
mass/thick,full,organic,elephant,savanna,an elephant trumpeting in an open plain,full/full_organic_0052.mp3
mass/thick,full,organic,lion,savanna,a full-throated lion roar at night,full/full_organic_0053.mp3
mass/thick,full,organic,human,theater,a dramatic operatic soprano note,full/full_organic_0054.mp3
mass/thick,full,organic,gorilla,jungle,a resonant chest-beating in a jungle,full/full_organic_0055.mp3
mass/thick,full,organic,wolf,forest,a long melodic wolf howl in the woods,full/full_organic_0056.mp3
mass/thick,full,organic,bird,meadow,a chorus of birds at dawn in a meadow,full/full_organic_0057.mp3
mass/thick,full,organic,cicada,orchard,a dense swarm of cicadas buzzing,full/full_organic_0058.mp3
mass/thick,full,organic,heartbeat,room,a resonant heartbeat heard in a quiet room,full/full_organic_0059.mp3
mass/thick,full,organic,breathing,bedroom,the deep steady breathing of a sleeping person,full/full_organic_0060.mp3
mass/thick,full,organic,voice,cathedral,a resonant spoken word in a stone cathedral,full/full_organic_0061.mp3
mass/thick,full,organic,laughter,room,a resonant peal of laughter in a hallway,full/full_organic_0062.mp3
mass/thick,full,organic,cough,hall,a resonant dry cough in an empty hall,full/full_organic_0063.mp3
mass/thick,full,organic,footsteps,church,heavy footsteps echoing in a church,full/full_organic_0064.mp3
mass/thick,full,organic,throat,study,a full resonant clearing of the throat,full/full_organic_0065.mp3
mass/thick,full,organic,humming,bathroom,a person humming in a tiled bathroom,full/full_organic_0066.mp3
mass/thick,full,organic,wings,cliff,the resonant flap of a large bird's wings,full/full_organic_0067.mp3
mass/thick,full,domestic,refrigerator,kitchen,the steady hum of a refrigerator in a quiet room,full/full_domestic_0068.mp3
mass/thick,full,domestic,vacuum,hallway,the resonant whir of a vacuum cleaner,full/full_domestic_0069.mp3
mass/thick,full,domestic,door,house,the resonant thud of a heavy door closing,full/full_domestic_0070.mp3
mass/thick,full,domestic,fireplace,living room,the steady roar of a fire in a hearth,full/full_domestic_0071.mp3
mass/thick,full,domestic,washing machine,laundry,a washing machine during a high-speed spin,full/full_domestic_0072.mp3
mass/thick,full,domestic,kettle,kitchen,the full whistle of a boiling tea kettle,full/full_domestic_0073.mp3
mass/thick,full,domestic,fan,bedroom,the resonant whir of a large box fan,full/full_domestic_0074.mp3
mass/thick,full,domestic,clock,hall,the resonant tick of a grandfather clock,full/full_domestic_0075.mp3
mass/thick,full,domestic,bathtub,bathroom,water splashing into a full bathtub,full/full_domestic_0076.mp3
mass/thick,full,domestic,piano,living room,a full chord played on a parlor piano,full/full_domestic_0077.mp3
mass/thick,full,domestic,closet,bedroom,a voice echoing in a full walk-in closet,full/full_domestic_0078.mp3
mass/thick,full,domestic,wardrobe,room,a resonant creak of a heavy wooden wardrobe,full/full_domestic_0079.mp3
mass/thick,full,domestic,pot,kitchen,the resonant clang of a lid on a metal pot,full/full_domestic_0080.mp3
mass/thick,full,domestic,curtain,theater,the resonant slide of heavy curtains,full/full_domestic_0081.mp3
mass/thick,full,domestic,trunk,attic,the resonant slam of a wooden trunk lid,full/full_domestic_0082.mp3
mass/thick,full,domestic,floor,house,a resonant creak of a wooden floorboard,full/full_domestic_0083.mp3
mass/thick,full,domestic,pipe,basement,the resonant hum of water in a pipe,full/full_domestic_0084.mp3
mass/thick,full,electronic,subwoofer,room,a resonant sub-bass drone in a room,full/full_electronic_0085.mp3
mass/thick,full,electronic,transformer,station,the resonant hum of a power transformer,full/full_electronic_0086.mp3
mass/thick,full,electronic,oscillator,studio,a full-spectrum white noise burst,full/full_electronic_0087.mp3
mass/thick,full,electronic,amplifier,stage,the resonant hiss of a guitar amplifier,full/full_electronic_0088.mp3
mass/thick,full,electronic,buzzer,factory,a full-toned industrial buzzer,full/full_electronic_0089.mp3
mass/thick,full,electronic,chime,hallway,a resonant digital door chime,full/full_electronic_0090.mp3
mass/thick,full,electronic,modem,office,a full-spectrum modem handshake,full/full_electronic_0091.mp3
mass/thick,full,electronic,radio,room,the resonant static of a detuned radio,full/full_electronic_0092.mp3
mass/thick,full,electronic,server,data center,the full roar of a cooling system,full/full_electronic_0093.mp3
mass/thick,full,electronic,monitor,office,the resonant hum of a crt monitor,full/full_electronic_0094.mp3
mass/thick,full,electronic,feedback,stage,resonant speaker feedback in a hall,full/full_electronic_0095.mp3
mass/thick,full,electronic,alarm,building,a full-toned building fire alarm,full/full_electronic_0096.mp3
mass/thick,full,electronic,sonar,submarine,a resonant sonar ping underwater,full/full_electronic_0097.mp3
mass/thick,full,electronic,drone,studio,a full complex electronic drone,full/full_electronic_0098.mp3
mass/thick,full,electronic,hum,basement,the resonant hum of a fluorescent light,full/full_electronic_0099.mp3
mass/thick,full,electronic,beep,hospital,a resonant beep from a medical monitor,full/full_electronic_0100.mp3
mass/thick,full,electronic,spark,lab,a resonant electrical spark discharge,full/full_electronic_0101.mp3
mass/thick,rich,musical,cello,studio,a cello note with complex harmonic overtones,rich/rich_musical_0000.mp3
mass/thick,rich,musical,pipe organ,cathedral,a harmonically dense chord on a pipe organ,rich/rich_musical_0001.mp3
mass/thick,rich,musical,piano,hall,a grand piano note with sympathetic resonances,rich/rich_musical_0002.mp3
mass/thick,rich,musical,oboe,chamber,a rich nasal tone on an orchestral oboe,rich/rich_musical_0003.mp3
mass/thick,rich,musical,guitar,room,a 12-string guitar strummed in a resonant room,rich/rich_musical_0004.mp3
mass/thick,rich,musical,harp,conservatory,a rich chord on a concert harp,rich/rich_musical_0005.mp3
mass/thick,rich,musical,trumpet,theater,a brilliant harmonically rich trumpet note,rich/rich_musical_0006.mp3
mass/thick,rich,musical,violin,studio,a violin note with deep vibrato and overtones,rich/rich_musical_0007.mp3
mass/thick,rich,musical,french horn,hall,a rich warm note on a french horn,rich/rich_musical_0008.mp3
mass/thick,rich,musical,harpsichord,parlor,a rich jangling chord on a harpsichord,rich/rich_musical_0009.mp3
mass/thick,rich,musical,sitar,temple,a rich buzzing note on a sitar,rich/rich_musical_0010.mp3
mass/thick,rich,musical,gong,temple,a gong strike with evolving harmonic layers,rich/rich_musical_0011.mp3
mass/thick,rich,musical,clarinet,chamber,a rich woody note on a clarinet,rich/rich_musical_0012.mp3
mass/thick,rich,musical,saxophone,club,a rich raspy note on a tenor saxophone,rich/rich_musical_0013.mp3
mass/thick,rich,musical,vibraphone,hall,a vibraphone note with complex harmonics,rich/rich_musical_0014.mp3
mass/thick,rich,musical,accordion,street,a rich full-bellows accordion chord,rich/rich_musical_0015.mp3
mass/thick,rich,musical,chimes,tower,rich harmonic overtones of a large bell,rich/rich_musical_0016.mp3
mass/thick,rich,mechanical,engine,garage,the rich complex thrum of a high-end engine,rich/rich_mechanical_0017.mp3
mass/thick,rich,mechanical,clock,museum,the rich ticking of a complex clockwork,rich/rich_mechanical_0018.mp3
mass/thick,rich,mechanical,turbine,plant,the rich harmonic whine of a turbine,rich/rich_mechanical_0019.mp3
mass/thick,rich,mechanical,bell,ship,the rich ringing of a large brass ship's bell,rich/rich_mechanical_0020.mp3
mass/thick,rich,mechanical,whistle,station,a rich steam whistle from a locomotive,rich/rich_mechanical_0021.mp3
mass/thick,rich,mechanical,gears,tower,the rich grinding of large wooden gears,rich/rich_mechanical_0022.mp3
mass/thick,rich,mechanical,lathe,shop,the rich sound of a lathe cutting metal,rich/rich_mechanical_0023.mp3
mass/thick,rich,mechanical,saw,mill,the rich roar of a saw through hardwood,rich/rich_mechanical_0024.mp3
mass/thick,rich,mechanical,drill,quarry,the rich resonance of a drill in stone,rich/rich_mechanical_0025.mp3
mass/thick,rich,mechanical,pump,field,the rich rhythmic thumping of an oil pump,rich/rich_mechanical_0026.mp3
mass/thick,rich,mechanical,winch,dock,the rich hum of a winch under tension,rich/rich_mechanical_0027.mp3
mass/thick,rich,mechanical,press,shop,the rich mechanical cycle of a printing press,rich/rich_mechanical_0028.mp3
mass/thick,rich,mechanical,valve,plant,the rich hiss of a steam valve opening,rich/rich_mechanical_0029.mp3
mass/thick,rich,mechanical,fan,hanger,the rich whir of a large industrial fan,rich/rich_mechanical_0030.mp3
mass/thick,rich,mechanical,generator,ship,the rich thrum of a ship's generator,rich/rich_mechanical_0031.mp3
mass/thick,rich,mechanical,hammer,forge,the rich ring of a hammer on an anvil,rich/rich_mechanical_0032.mp3
mass/thick,fat,musical,synthesizer,recording studio,a low-frequency sawtooth wave from an analog synthesizer,fat/fat_musical_0102.mp3
mass/thick,fat,musical,tuba,underpass,a sustained low note on a brass tuba in a concrete underpass,fat/fat_musical_0103.mp3
mass/thick,fat,musical,bass drum,stadium,a large bass drum hit with a soft felt mallet in a stadium,fat/fat_musical_0104.mp3
mass/thick,fat,musical,double bass,cellar,a low string plucked on a double bass in a stone cellar,fat/fat_musical_0105.mp3
mass/thick,fat,musical,timpani,concert hall,a timpani roll with soft mallets in a concert hall,fat/fat_musical_0106.mp3
mass/thick,fat,musical,pipe organ,cathedral,a deep pedal note on a pipe organ in a stone cathedral,fat/fat_musical_0107.mp3
mass/thick,fat,musical,didgeridoo,canyon,a continuous low drone on a didgeridoo in a rock canyon,fat/fat_musical_0108.mp3
mass/thick,fat,musical,taiko drum,open field,a massive taiko drum being struck in an open field,fat/fat_musical_0109.mp3
mass/thick,fat,musical,gong,temple,a large bronze gong struck with a heavy padded mallet,fat/fat_musical_0110.mp3
mass/thick,fat,musical,baritone sax,alley,a low honk on a baritone saxophone in a narrow alley,fat/fat_musical_0111.mp3
mass/thick,fat,musical,cello,chamber,a sustained note on the lowest cello string in a wood-lined room,fat/fat_musical_0112.mp3
mass/thick,fat,musical,kettle drum,gymnasium,a single strike on a large kettle drum in a gymnasium,fat/fat_musical_0113.mp3
mass/thick,fat,musical,organ,theater,a low-frequency chord on a theater organ,fat/fat_musical_0114.mp3
mass/thick,fat,musical,bass guitar,garage,a low note on a bass guitar played through a tube amplifier,fat/fat_musical_0115.mp3
mass/thick,fat,musical,harmonium,attic,a low-register drone on a harmonium in a dusty attic,fat/fat_musical_0116.mp3
mass/thick,fat,musical,djembe,beach,a deep bass stroke on a large djembe on a sandy beach,fat/fat_musical_0117.mp3
mass/thick,fat,musical,contrabassoon,hall,a low staccato note on a contrabassoon in a rehearsal hall,fat/fat_musical_0118.mp3
mass/thick,fat,mechanical,engine,garage,a v8 engine idling in a closed garage,fat/fat_mechanical_0119.mp3
mass/thick,fat,mechanical,hydraulic press,factory,a large hydraulic press compressing a metal block,fat/fat_mechanical_0120.mp3
mass/thick,fat,mechanical,steam locomotive,train station,a steam locomotive chuffing as it starts to move,fat/fat_mechanical_0121.mp3
mass/thick,fat,mechanical,excavator,construction site,a heavy diesel excavator idling at a construction site,fat/fat_mechanical_0122.mp3
mass/thick,fat,mechanical,turbine,power plant,a massive steam turbine humming in a power plant,fat/fat_mechanical_0123.mp3
mass/thick,fat,mechanical,compressor,workshop,an industrial air compressor cycling in a workshop,fat/fat_mechanical_0124.mp3
mass/thick,fat,mechanical,pump,oil field,a large oil jack pumping rhythmically in a field,fat/fat_mechanical_0125.mp3
mass/thick,fat,mechanical,furnace,basement,the roar of a coal furnace in a dark basement,fat/fat_mechanical_0126.mp3
mass/thick,fat,mechanical,generator,outpost,a diesel generator thrumming in a remote mountain outpost,fat/fat_mechanical_0127.mp3
mass/thick,fat,mechanical,winch,dock,a heavy-duty winch pulling a thick steel cable,fat/fat_mechanical_0128.mp3
mass/thick,fat,mechanical,blower,warehouse,a large industrial blower moving air in a warehouse,fat/fat_mechanical_0129.mp3
